m/z	retention_time	p-value	t-score	custom_id
900.56014	14.504	1	-0.6067628516333334	N471
760.51132	17.791	1	-0.7685791780833333	N473
664.5876	19.12	1	1.1988455017333335	N474
676.38195	12.091	1	-0.4181681007333334	N475
774.52776	16.215	1	0.2647782202166667	N476
899.56255	17.028	1	0.9544186163833333	N478
700.38179	11.935	1	-0.8145060105166666	N479
658.37108	11.558	1	-0.8831949309166667	N480
595.26129	13.099	1	0.07056708790000003	N482
580.49396	16.37	1	0.06861403321666662	N483
670.39278	12.393	1	-0.1757863146333333	N484
606.37659	12.465	1	0.06554005548333336	N488
839.50399	16.84	1	-0.16365760599999993	N489
932.51662	18.795	1	0.7971728	N493
610.26652	11.504	1	0.6747753326	N494
441.12615	9.113	1	0.31004036093333337	N495
900.55889	13.687	1	-1.0837272894166667	N496
943.50559	16.312	1	0.5172228944833334	N498
754.46499	15.108	0	-1.3778435481	N500
774.50377	16.722	1	0.23737477856666664	N501
935.54587	13.778	1	-0.7462603646	N502
1564.15548	19.746	1	0.3471645500166667	N503
313.16391	9.111	1	0.4111596723666667	N504
506.32448	11.675	1	0.5948799881	N505
337.20518	10.115	1	-0.18903507168333342	N509
690.39738	11.433	1	-0.9296792225333332	N510
728.52257	17.818	1	0.4400939216666668	N511
682.39262	11.746	1	-0.8248648968	N512
725.38451	11.618	1	-0.66711776835	N513
478.29378	9.657	1	0.38960848795	N515
956.51616	18.377	1	-0.45015784321666663	N516
836.56367	14.423	1	-0.38003336248333336	N522
450.26229	9.431	1	0.2964322342	N523
842.51688	14.321	1	-0.93308662315	N524
750.50697	16.859	1	0.9028708534666667	N525
1452.85858	16.094	1	0.7538077170999998	N526
692.41342	13.221	1	-0.3959702535833333	N527
838.59437	19.498	1	0.6081942784166665	N528
804.47846	16.609	1	0.5472297717000001	N529
792.5558	18.466	1	1.0147104949	N530
717.47011	15.732	1	-0.11446589314999996	N531
462.37073	14.642	1	-0.013318503433333323	N532
980.51597	18.161	1	0.24290702368333328	N533
