m/z	retention_time	p-value	t-score	custom_id
597.48414	16.372	1	-0.39797675481666667	N820
692.33859	11.268	1	-0.28737312595	N821
578.30166	10.104	1	0.3529363994333333	N825
409.19028	11.685	1	0.6698597471666667	N832
986.53303	18.161	1	-0.013151721766666624	N833
464.31412	12.002	1	-0.22115525336666667	N837
676.30485	10.692	1	0.056940827649999914	N840
765.34311	11.393	1	-0.027026360166666707	N843
281.24837	10.693	1	0.7493425725	N844
297.24319	10.942	0	1.3447287717333332	N849
883.7052	12.47	1	0.06464550496666657	N851
750.54406	18.645	1	0.6134772676166667	N852
896.49529	18.314	0	1.2759888585666666	N854
945.50877	16.791	1	-0.45446198506666674	N855
469.15746	10.43	1	0.4247118508666667	N859
592.36122	12.284	1	-0.6601790357333333	N867
466.32981	11.852	1	-0.02581303745000001	N870
722.46151	14.172	1	0.9148396325333332	N871
309.27947	13.636	1	0.6206113184500001	N874
789.41774	12.761	1	-1.0635225712166667	N877
554.47824	16.087	1	-1.2132364461	N879
439.23713	13.639	1	0.9908490795	N883
918.47883	17.271	1	0.09000433453333331	N884
638.57191	19.042	1	0.85028205945	N887
319.22773	9.668	1	0.5410434138666668	N889
588.25252	10.321	1	-0.12614331038333332	N890
511.30366	11.406	1	-0.09182157179999997	N891
1608.12382	18.358	1	-0.13356532746666666	N892
1581.18334	19.149	1	0.1386603603666667	N893
537.23771	6.918	1	0.6003914769166667	N897
720.44444	13.352	1	0.6441117775666667	N899
242.17625	5.302	1	-0.8088795323	N901
629.51408	16.497	1	0.7414267444	N903
788.4343	12.391	0	-1.4750506543666666	N904
960.45118	17.066	1	-0.11080431730000002	N905
1656.12505	18.145	1	0.48854361816666664	N906
664.41705	12.161	1	0.07301104851666665	N907
630.33981	11.578	1	-0.5009765594333333	N908
585.48421	16.595	1	-0.025335139133333434	N910
315.25386	8.778	0	1.5967600438833331	N912
279.23257	11.677	1	0.41057862698333325	N916
765.38049	11.732	1	-0.06797060421666659	N918
673.50366	16.424	1	1.1581009629833334	N919
558.23614	9.825	1	0.3685178071333333	N921
685.3549	11.077	1	0.46711338851666667	N923
479.19334	12.47	1	1.0975642778333332	N926
900.49648	17.422	0	1.3897839237	N933
626.36655	11.062	1	-0.4341705552000001	N936
616.36101	12.656	0	-1.2673572441333334	N938
874.4803	17.24	0	1.3536021860833334	N943
646.37141	12.529	1	0.17269794104999997	N947
425.25743	10.582	1	-0.3695133258333334	N949
435.20589	12.352	1	0.9154594795833333	N952
970.52399	16.343	1	0.7787618871166666	N953
91.00349	9.22	1	0.3126924809666667	N955
715.44301	12.466	1	0.7672733394	N958
508.3402	12.621	1	0.7862839414166667	N966
698.55658	15.87	1	0.27597089618333337	N968
630.30158	11.214	1	-0.5803414493000001	N974
698.22305	9.824	1	0.36372716274999994	N977
993.49128	15.584	1	0.007610044999999996	N982
1556.17105	18.974	1	-0.40393309053333337	N989
437.2669	11.275	1	0.5085522784333334	N995
583.33526	10.859	1	1.1798471519666667	N997
670.40815	13.739	1	-0.6823132008666666	N998
702.50688	17.619	1	0.9831309967833333	N1004
658.33313	10.633	1	1.2042377123333334	N1006
828.65231	18.742	1	0.7995374975166667	N1007
812.54842	15.869	1	0.19095387836666672	N1008
362.23665	9.827	1	-0.01716268455000003	N1011
401.29029	11.818	1	0.18491615638333336	N1016
718.28796	10.106	1	0.2947611034166667	N1019
673.39191	14.413	1	0.5196839777500001	N1025
1501.15179	17.017	1	0.5950026597666668	N1030
608.25172	10.861	1	1.0627182156333332	N1039
906.50027	18.328	1	1.0696561101166666	N1048
1555.16737	18.977	1	0.060002565599999974	N1049
644.31748	11.496	1	-0.18315591919999993	N1051
702.31999	10.845	1	1.0574298053666666	N1052
1558.10754	18.338	1	1.1632893157	N1053
621.39922	11.778	1	0.9346128906666666	N1057
1151.70419	14.763	1	0.6336644565666667	N1064
538.26747	11.504	1	0.9425899413333334	N1065
541.16363	12.477	1	1.2113454449666667	N1070
1559.11056	18.336	1	1.1517483261833334	N1071
570.46513	16.377	1	0.33166706998333334	N1072
528.27268	10.282	1	0.20882605825	N1073
515.14807	12.139	0	1.3474790701666666	N1078
738.27556	10.69	1	0.5018273967666667	N1081
323.22	12.145	0	1.3749802265	N1089
417.22297	12.468	1	0.9765408883833333	N1091
766.30643	11.985	1	1.0504663702	N1094
453.17781	12.145	0	1.3338898404	N1095
678.25399	11.505	1	0.8702002072333332	N1096
1500.1485	17.019	1	0.3736680684499999	N1097
1478.02362	17.238	1	1.1745655972666667	N1098
510.23639	10.32	1	0.023123017950000005	N1099
533.45443	12.143	1	1.0402206908333334	N1102
447.13414	6.86	1	0.3864213797333334	N1110
536.22978	10.324	1	-0.3566141180833333	N1111
729.27733	10.816	1	0.7023494197666666	N1112
558.46461	16.597	1	0.3502075167333334	N1122
534.48846	16.373	1	0.17902312998333328	N1130
650.22284	10.319	1	-0.02159888943333335	N1132
647.47649	16.93	0	1.2878199489333333	N1136
353.23329	6.326	1	-0.3834060981166667	N1140
653.47282	12.464	1	0.8116804708833333	N1144
724.30397	10.212	1	0.2089424751666667	N1146
584.35631	10.677	1	0.5190754460333332	N1149
547.18068	12.464	1	1.0885722690000001	N1157
663.41157	12.143	1	1.04001227135	N1163
518.24969	9.982	1	0.6164006198833332	N1165
