massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row127	327.23265	11.673	1.0	0.2547222471666667	N136
row128	967.53687	12.906	1.0	-0.9331935316666667	N137
row129	782.49397	17.37	1.0	0.9020262638666665	N138
row130	889.57676	17.812	1.0	1.1456052058666668	N139
row131	768.55414	18.897	1.0	1.0190970191166666	N140
row132	778.50145	15.93	1.0	-1.0240377594833334	N141
row133	848.52731	13.649	1.0	-0.3788402835666667	N142
row134	582.50956	17.101	1.0	0.24215241031666673	N143
row135	794.54687	19.754	1.0	0.23454150349999994	N144
row136	918.5452	18.156	1.0	0.3171319307166667	N145
row137	874.5578	17.79	1.0	0.42324350413333334	N146
row138	562.31447	11.253	1.0	-0.9883862681666667	N147
row139	548.29641	11.503	1.0	0.6916171814833334	N148
row140	608.31796	10.703	1.0	-0.05051969738333334	N150
row141	407.28007	6.809	1.0	0.5782622785833332	N152
row142	833.51606	15.621	1.0	-0.06652981941666669	N153
row143	848.54243	17.471	1.0	0.3453847857	N154
row144	680.3769	11.097	1.0	-0.85166618765	N155
row145	1035.66291	10.672	1.0	-0.3286218964333333	N156
row146	841.5011	15.857	1.0	0.035088519900000004	N157
row147	538.31465	9.64	1.0	0.8042825979999999	N158
row148	843.51764	16.143	1.0	-0.20919327206666666	N159
row149	594.34045	11.842	1.0	-0.4678600620666667	N160
row150	867.51638	16.142	1.0	-0.14826557504999988	N161
row151	794.49637	15.169	1.0	-1.2126383313333333	N163
row152	911.56119	16.709	1.0	0.8871021364166667	N164
row153	309.17429	8.749	1.0	0.11146781078333334	N165
row154	552.29283	10.658	1.0	-0.6207929920499999	N166
row155	712.49153	16.473	1.0	0.13463756514999992	N167
row156	918.57054	15.865	0.0	-1.33250671705	N168
row157	303.23272	11.671	1.0	0.13519909071666666	N169
row158	922.52928	13.222	0.0	-1.2785690328666668	N170
row159	818.55351	17.205	1.0	-0.00014796304999997734	N171
row160	862.50711	13.502	1.0	-0.36751534648333334	N172
row161	576.3298	11.38	1.0	-0.3724321155166667	N173
row162	446.3761	15.372	1.0	0.7141166094333333	N174
row163	453.28563	6.921	1.0	0.6125161127000001	N175
row164	753.38124	11.273	1.0	-0.7157377437166668	N176
row165	745.54836	15.997	1.0	-0.87621769145	N177
row166	743.48564	16.165	1.0	0.015810343366666674	N178
row167	642.36104	11.236	1.0	-0.8450982098	N179
row168	592.2649	9.9	1.0	0.11022611135	N180
row169	666.39779	12.736	1.0	-0.5563330767166665	N182
row170	533.29103	13.097	1.0	0.40587073116666667	N183
row171	896.56107	19.229	0.0	1.46934352645	N184
row172	650.3664	10.791	1.0	-0.36061641838333336	N185
row173	713.35048	11.11	1.0	-0.3828256183000001	N186
row174	636.3491	11.988	1.0	0.8724683446166668	N187
row175	842.55345	16.87	1.0	-0.15168387769999997	N188
row176	528.30908	10.103	1.0	0.2984858358833334	N189
row177	820.56892	17.902	1.0	-0.7386028782499999	N190
row178	901.54118	15.663	1.0	-0.6580997926833333	N191
row179	694.39244	11.214	1.0	-0.7880583729166666	N192
row180	832.50901	17.332	0.0	1.5038864438	N193
row181	353.20011	9.077	1.0	-0.1898200195333333	N194
row182	564.33065	12.016	1.0	-0.6851218506833333	N195
row183	520.26506	10.318	1.0	-0.05515878211666672	N196
row184	580.32472	11.297	1.0	-1.1859852004166667	N197
row185	652.38168	11.629	1.0	-0.6685064515666667	N198
row186	692.61904	19.913	1.0	-0.5459962186666667	N199
row187	872.52764	14.163	1.0	-0.5701531915333333	N201
row188	892.55301	14.834	1.0	-0.15396749316666664	N202
row189	690.39752	12.335	1.0	-0.5824425511166667	N203
row190	613.51467	17.622	0.0	1.7194680752166667	N204
row191	882.55019	16.231	1.0	-1.0921963080000001	N205
row192	295.22774	10.059	1.0	0.3430522842666667	N207
row193	526.31435	10.007	1.0	0.2226277180500001	N208
row194	744.56205	15.87	1.0	0.14582816809999996	N209
row195	605.40501	14.41	1.0	0.37280573773333325	N210
row196	780.51635	16.149	1.0	-0.7188617930333332	N211
row197	816.57435	19.46	0.0	1.6420380131333332	N212
row198	411.20601	12.466	1.0	1.0503873831000001	N213
row199	841.51892	17.552	1.0	-0.14177460348333334	N214
row200	698.38763	10.748	1.0	-0.5594308798833334	N215
row201	650.36646	11.791	1.0	-0.8186829646333332	N216
row202	550.31489	11.09	1.0	-0.26983188213333337	N217
row203	840.5732	19.144	1.0	-0.2451946298333333	N218
row204	806.49324	17.237	0.0	1.3613760187833333	N219
row205	965.52081	12.918	1.0	-0.9218011311333333	N220
row206	818.51847	15.726	1.0	-1.1095612417833332	N221
row207	504.3093	10.069	1.0	0.9552936048	N222
row208	602.34539	11.782	1.0	-0.8131801964166667	N223
row209	476.27801	9.806	1.0	0.5649449898	N224
row210	554.30975	10.887	1.0	-0.7837889134	N225
row211	924.59356	21.685	1.0	1.1220807888166666	N226
row212	752.52191	17.764	1.0	0.7057495895333333	N227
row213	832.53358	15.68	1.0	-0.7050359442	N228
row214	634.37147	12.0	1.0	-0.55723903845	N229
row215	720.408	11.614	1.0	-0.7818697536666668	N230
row216	814.52138	13.959	1.0	-0.7725874331666667	N231
row217	812.50656	14.413	1.0	0.08771879641666663	N233
row218	582.27119	6.25	1.0	-0.6486286096166667	N234
row219	796.51178	15.655	1.0	-0.8314807777166666	N235
row220	508.35533	13.17	1.0	-0.2384750232666667	N236
row221	303.23285	9.833	1.0	0.34240916131666665	N238
row222	636.38697	12.193	1.0	-0.37507959075	N239
row223	925.50344	15.589	1.0	0.05828389763333336	N240
row224	922.57729	20.096	1.0	0.13775683800000002	N241
row225	816.53868	16.604	1.0	-0.4131358982000001	N242
row226	869.55384	16.109	1.0	0.24575905823333338	N243
row227	554.34563	11.317	1.0	0.086972948	N244
row228	808.50798	17.224	1.0	1.1031382015833333	N245
row229	530.32453	11.409	1.0	0.16337372776666664	N246
row230	620.35588	11.898	1.0	-1.1683112455666667	N247
row231	852.55895	13.202	1.0	0.0880109752666667	N248
row232	969.55124	13.462	1.0	-0.1344043826833333	N249
row233	1021.52292	16.312	1.0	0.8237212304499999	N250
row234	820.49645	12.745	1.0	-0.6362228797166667	N251
row235	213.1134	0.87	1.0	0.4123963417166666	N253
row236	805.52162	15.42	1.0	-0.7401771696499999	N254
row237	723.37069	11.764	1.0	-0.7486442833500002	N255
row238	668.37705	11.622	1.0	-0.8294821383333333	N258
row239	955.55039	16.997	0.0	1.6418818311999999	N259
row240	688.49155	16.998	1.0	0.9897262196833334	N261
row241	604.36109	12.612	1.0	-0.5562321602000001	N262
row242	842.51577	15.796	1.0	-0.8629290322333333	N263
row243	634.33357	10.882	1.0	0.9487013373333333	N264
row244	764.54862	15.043	1.0	0.46507009928333337	N265
row245	687.54522	16.789	1.0	-0.5860620349833333	N266
row246	832.60786	24.739	1.0	0.42379569286666674	N267
row247	901.54194	14.928	1.0	0.23615986311666656	N268
row248	756.48055	14.698	1.0	-0.30496243129999995	N270
row249	772.51086	15.445	1.0	-0.11534229170000011	N271
row250	798.52743	16.172	1.0	-1.06839621555	N272
row251	802.48636	14.326	1.0	-0.49554848329999995	N274
row252	722.51153	17.541	1.0	0.3570389982	N276
row253	866.55359	16.532	1.0	-0.7421336454499998	N277
row254	582.33982	12.003	1.0	-0.70883166275	N278
row255	771.3918	10.966	1.0	-0.38122224978333336	N280
row256	634.37122	11.317	1.0	-0.5289504157333333	N281
row257	845.53245	16.551	1.0	0.37524707408333335	N283
row258	618.47599	14.768	1.0	-0.31556749675000006	N284
row259	812.54092	18.608	1.0	0.4708736029333333	N286
row260	931.51613	14.384	1.0	-0.17683101189999995	N287
row261	834.54873	15.187	1.0	-0.3602464716499999	N288
row262	618.3403	11.131	1.0	-1.1664476497333331	N290
row263	293.17935	9.537	1.0	-0.18808777393333326	N291
row264	552.30942	10.166	1.0	0.48455314871666666	N293
row265	715.36611	11.393	1.0	-0.06845703928333335	N297
row266	652.38217	12.531	1.0	-0.4525549392166667	N299
row267	844.56813	17.837	1.0	0.32014901584999994	N301
row268	868.55413	13.413	1.0	-0.3081644619666668	N302
row269	712.40343	10.697	1.0	-0.8998487349833334	N303
row270	798.53032	17.335	1.0	0.18632224909999995	N305
row271	775.59575	18.135	1.0	-0.3453724853500001	N307
row272	940.54887	19.762	1.0	0.17117723300000004	N308
row273	844.52746	18.337	1.0	1.1509225279833333	N310
row274	588.32981	11.634	1.0	-1.1465618219666665	N311
row275	796.51085	15.14	1.0	0.1428625008666667	N312
row276	754.5008	15.95	1.0	0.13309995933333338	N313
row277	738.41887	11.049	1.0	-0.65590911665	N314
row278	834.47594	12.568	1.0	-0.6976295795333334	N315
row279	656.37704	11.497	1.0	-0.6390782432833335	N316
row280	622.33557	11.925	1.0	-0.3919415548	N317
row281	597.30343	10.076	1.0	0.7892643154	N318
row282	498.26223	9.226	1.0	0.47111430823333333	N319
row283	571.28806	9.705	1.0	0.06686982263333346	N320
row284	808.47564	14.697	1.0	-1.0290979062666668	N322
row285	564.33066	11.14	1.0	-0.7724969909666666	N323
row286	397.22621	9.31	1.0	-0.3599894354	N325
row287	877.50592	14.574	1.0	-0.8408665849333333	N326
row288	255.23258	12.149	1.0	0.7272847464166667	N327
row289	892.46338	17.062	1.0	0.04214993715000004	N328
row290	682.35633	10.357	1.0	-1.2095858152166667	N329
row291	815.50356	17.785	1.0	-0.33906166390000003	N330
row292	788.54401	18.114	1.0	0.48408163881666677	N331
row293	516.33167	10.337	1.0	0.21141685613333333	N332
row294	877.5226	16.781	1.0	-0.6027473436833333	N334
row295	590.34549	12.325	1.0	-0.7002756438166667	N335
row296	920.56132	18.598	1.0	-0.17128594736666675	N337
row297	578.30891	11.109	1.0	-0.6398633410666666	N339
row298	694.42888	12.93	1.0	-0.28776893031666667	N340
row299	748.48965	16.53	1.0	-0.22065072503333338	N341
row300	620.35584	11.206	1.0	-0.5619743923833334	N342
row301	744.55424	19.545	1.0	0.8438233473333334	N343
row302	907.53043	15.646	1.0	0.45864483474999995	N344
row303	820.51139	15.431	0.0	-1.2234045917833334	N347
row304	666.60352	19.872	1.0	0.77089145105	N349
row305	818.55368	16.173	1.0	-0.1713488222333333	N351
row306	1565.15893	19.741	1.0	-0.37461793838333335	N352
row307	636.35095	10.75	1.0	-0.6483555904333334	N353
row308	737.53694	16.784	1.0	-0.7989824682000002	N355
row309	980.66992	10.651	1.0	0.07777767560000001	N356
row310	379.1558	9.111	1.0	0.41537248145000005	N357
row311	648.35077	11.254	1.0	0.37151895334999996	N359
row312	758.49705	15.572	1.0	-0.6585960552333334	N362
row313	770.4965	15.415	1.0	-0.5645526114666666	N364
row314	816.52936	18.378	1.0	-0.5709389734333333	N365
row315	680.41327	12.499	1.0	-0.30434885798333333	N366
row316	719.53347	15.642	1.0	-1.0342934606333334	N368
row317	820.56872	16.687	1.0	0.06099793933333329	N369
row318	856.50878	17.374	1.0	0.10101857650000004	N371
row319	973.62615	10.665	1.0	0.1937920390833334	N373
row320	868.52878	18.046	1.0	-0.29321427474999995	N374
row321	660.387	12.358	1.0	-0.6298692060999999	N375
row322	750.52764	18.202	1.0	-0.16830446005	N377
row323	385.19038	12.147	1.0	1.1786301613833334	N378
row324	792.52853	18.784	1.0	-0.04392191096666663	N379
row325	604.46054	14.529	1.0	-0.35361084381666663	N380
row326	606.34007	10.926	1.0	-0.5833021599833333	N382
row327	903.55392	16.12	1.0	0.4842180230333333	N383
row328	876.5584	14.164	1.0	-0.9197892396999999	N385
row329	1094.73876	10.972	1.0	0.41316229353333334	N387
row330	754.46514	14.485	1.0	-0.9190709875	N388
row331	596.35612	12.205	1.0	-0.2094068720166667	N389
row332	624.35076	10.471	1.0	-0.5899437622833333	N391
row333	622.37141	12.223	1.0	-0.38730953383333344	N392
row334	799.54802	17.788	1.0	0.2762608261666667	N393
row335	630.37655	12.918	1.0	-0.05083903206666662	N396
row336	530.30211	10.672	1.0	0.12846075178333333	N397
row337	582.37679	12.474	1.0	0.047570971350000046	N398
row338	1013.49015	15.805	1.0	0.006922929116666587	N400
row339	708.40816	12.269	1.0	-0.4236882576	N401
row340	819.54805	18.825	1.0	0.39447438005	N403
row341	483.2725	10.188	1.0	0.18229051296666665	N404
row342	749.57993	17.444	1.0	-0.7448861302500001	N405
row343	653.46235	12.934	1.0	0.6485154485833333	N406
row344	701.35026	11.247	1.0	-0.09766528521666672	N407
row345	934.53231	19.727	1.0	-0.14991169598333337	N408
row346	840.53043	18.164	1.0	0.27743410220000003	N409
row347	780.5544	18.707	1.0	0.6356583517000001	N411
row348	804.51503	15.905	1.0	-0.9876132263833333	N413
row349	475.26738	6.983	1.0	0.47686582469999994	N414
row350	746.51019	17.365	1.0	-0.24524592899999997	N416
row351	759.5174	16.911	1.0	0.49731484486666666	N417
row352	860.56291	15.596	1.0	-0.3690823023166667	N418
row353	897.5458	16.111	1.0	0.31527931843333334	N420
row354	546.28057	10.778	1.0	1.0249224222666666	N422
row355	496.2678	10.06	1.0	0.6578451663333333	N424
row356	305.24826	12.369	1.0	0.5495787939666668	N425
row357	572.48076	17.095	1.0	0.4565497504666667	N426
row358	722.42374	12.36	1.0	-0.7462453105000001	N427
row359	479.37339	13.023	1.0	-0.5717229788833332	N428
row360	630.23528	9.825	1.0	0.32351549891666664	N431
row361	846.58394	18.066	1.0	0.013779966999999962	N432
row362	898.55783	17.482	1.0	1.1630089821166667	N435
row363	927.51832	16.099	1.0	1.181398870083333	N436
row364	666.39706	11.829	1.0	-1.0589743508833334	N437
row365	913.57843	17.353	0.0	1.5358916741166668	N438
row366	559.47229	16.733	1.0	0.34091383445	N439
row367	749.38645	12.068	1.0	-0.2201669560333334	N441
row368	594.37673	12.252	1.0	0.7895297854500001	N442
row369	433.19027	11.67	1.0	0.34305632416666665	N443
row370	1091.72521	11.981	1.0	0.33078212563333337	N444
row371	863.56174	17.527	1.0	0.9796670761333333	N445
row372	672.38685	12.107	1.0	-0.7873812733333334	N446
row373	678.39718	11.933	1.0	-1.14983604725	N448
row374	647.45553	12.466	1.0	0.8417121575833333	N450
row375	880.58985	14.312	1.0	0.4914005821833334	N451
row376	558.33331	11.982	1.0	0.3509425711333334	N452
row377	466.2936	10.012	1.0	0.15333531653333335	N454
row378	843.41338	10.85	1.0	-0.6617371346166666	N455
row379	599.49971	17.092	1.0	0.6749913060833332	N456
row380	664.38205	11.136	1.0	-0.6827567047666667	N457
row381	313.23807	12.416	1.0	0.3333438376333332	N458
row382	784.47532	13.674	1.0	-0.42412090943333336	N459
row383	473.28199	11.211	0.0	1.2203873757666666	N461
row384	724.40306	11.494	1.0	-0.5943448151833333	N464
row385	592.36099	11.296	1.0	0.9342597886499999	N465
row386	687.27543	9.221	1.0	0.3542096206833333	N467
row387	899.52667	15.15	1.0	-0.11846497273333334	N468
row388	876.55858	13.56	1.0	-1.0466118085666667	N469
row389	656.31698	10.108	1.0	0.30597916631666655	N470
row390	900.56014	14.504	1.0	-0.6067628516333334	N471
row391	760.51132	17.791	1.0	-0.7685791780833333	N473
row392	664.5876	19.12	1.0	1.1988455017333335	N474
row393	676.38195	12.091	1.0	-0.4181681007333334	N475
row394	774.52776	16.215	1.0	0.2647782202166667	N476
row395	899.56255	17.028	1.0	0.9544186163833333	N478
row396	700.38179	11.935	1.0	-0.8145060105166666	N479
row397	658.37108	11.558	1.0	-0.8831949309166667	N480
row398	595.26129	13.099	1.0	0.07056708790000003	N482
row399	580.49396	16.37	1.0	0.06861403321666662	N483
row400	670.39278	12.393	1.0	-0.1757863146333333	N484
row401	606.37659	12.465	1.0	0.06554005548333336	N488
row402	839.50399	16.84	1.0	-0.16365760599999993	N489
row403	932.51662	18.795	1.0	0.7971728	N493
row404	610.26652	11.504	1.0	0.6747753326	N494
row405	441.12615	9.113	1.0	0.31004036093333337	N495
row406	900.55889	13.687	1.0	-1.0837272894166667	N496
row407	943.50559	16.312	1.0	0.5172228944833334	N498
row408	754.46499	15.108	0.0	-1.3778435481	N500
row409	774.50377	16.722	1.0	0.23737477856666664	N501
row410	935.54587	13.778	1.0	-0.7462603646	N502
row411	1564.15548	19.746	1.0	0.3471645500166667	N503
row412	313.16391	9.111	1.0	0.4111596723666667	N504
row413	506.32448	11.675	1.0	0.5948799881	N505
row414	337.20518	10.115	1.0	-0.18903507168333342	N509
row415	690.39738	11.433	1.0	-0.9296792225333332	N510
row416	728.52257	17.818	1.0	0.4400939216666668	N511
row417	682.39262	11.746	1.0	-0.8248648968	N512
row418	725.38451	11.618	1.0	-0.66711776835	N513
row419	478.29378	9.657	1.0	0.38960848795	N515
row420	956.51616	18.377	1.0	-0.45015784321666663	N516
row421	836.56367	14.423	1.0	-0.38003336248333336	N522
row422	450.26229	9.431	1.0	0.2964322342	N523
row423	842.51688	14.321	1.0	-0.93308662315	N524
row424	750.50697	16.859	1.0	0.9028708534666667	N525
row425	1452.85858	16.094	1.0	0.7538077170999998	N526
row426	692.41342	13.221	1.0	-0.3959702535833333	N527
row427	838.59437	19.498	1.0	0.6081942784166665	N528
row428	804.47846	16.609	1.0	0.5472297717000001	N529
row429	792.5558	18.466	1.0	1.0147104949	N530
row430	717.47011	15.732	1.0	-0.11446589314999996	N531
row431	462.37073	14.642	1.0	-0.013318503433333323	N532
row432	980.51597	18.161	1.0	0.24290702368333328	N533
row433	894.47905	17.452	0.0	1.4302668601666666	N534
row434	494.32474	11.634	1.0	0.16166077156666658	N535
row435	467.2994	13.107	1.0	-0.1320430609833333	N536
row436	327.17958	9.787	1.0	0.4560469783833334	N537
row437	608.31973	11.742	1.0	-0.11990685000000001	N538
row438	762.5299	18.034	1.0	-0.20485746883333333	N539
row439	692.41231	12.314	1.0	-0.47460318188333334	N541
row440	760.43929	12.4	1.0	-0.83850088235	N542
row441	935.54875	13.219	1.0	-1.0139444594166667	N545
row442	828.47865	16.449	1.0	0.6411988036999999	N546
row443	628.36108	12.23	1.0	-0.3908981127	N547
row444	574.31358	11.993	1.0	-0.55644892165	N548
row445	696.37192	11.224	1.0	-0.5843379711333333	N549
row446	602.48117	15.618	1.0	0.1239242614333333	N550
row447	680.31704	10.167	1.0	0.3157518135666667	N551
row448	582.23547	10.282	1.0	-0.015026547366666643	N552
row449	812.57966	19.471	1.0	1.14250209775	N553
row450	522.2836	10.382	1.0	-0.16656663666666666	N555
row451	695.33966	10.676	1.0	-0.3370476610999999	N556
row452	667.30667	10.813	1.0	0.7959964759833335	N558
row453	786.52777	17.931	1.0	-0.2866502711833333	N561
row454	594.28084	10.255	1.0	0.10451360830000002	N562
row455	327.23232	9.895	1.0	0.2644439256833333	N564
row456	457.19024	11.676	1.0	0.38651826896666663	N565
row457	526.35077	11.207	1.0	-0.33846409600000005	N567
row458	596.29627	10.768	1.0	0.1451892185333334	N568
row459	868.46372	17.238	0.0	1.3914756602333336	N569
row460	686.47553	16.126	1.0	0.27954737308333333	N570
row461	823.5479	17.395	1.0	0.37415266036666667	N571
row462	441.25241	9.498	1.0	-0.44886689481666664	N572
row463	961.62525	11.503	1.0	0.4740861134833334	N573
row464	706.39228	11.633	1.0	-0.7163844178166666	N576
row465	763.55965	16.167	1.0	-0.7674038389333333	N577
row466	568.32588	11.087	1.0	0.2476051212499999	N580
row467	804.50217	14.071	1.0	-0.3790279341	N581
row468	762.41851	11.915	1.0	-0.7431409923833332	N582
row469	878.57297	13.612	1.0	-0.37973419045000006	N584
row470	530.32446	10.643	1.0	0.9914245641333332	N586
row471	694.63455	20.691	1.0	0.27858900568333334	N587
row472	333.1354	8.03	1.0	-0.48289102455000005	N588
row473	784.51001	18.084	1.0	0.4726588026833333	N589
row474	654.23538	9.899	1.0	0.23489997585000005	N590
row475	814.55903	18.358	0.0	1.3908287108	N591
row476	738.41884	11.807	1.0	-1.2192222505166666	N592
row477	568.49399	16.596	1.0	-0.19058323794999998	N593
row478	769.37575	11.262	1.0	-0.5056674128	N594
row479	782.53122	17.091	1.0	-0.14120599511666662	N595
row480	536.50415	17.098	1.0	0.2073555741666666	N600
row481	892.52944	17.909	1.0	0.46132462718333334	N601
row482	395.21983	11.674	1.0	0.4030286742833333	N602
row483	660.35073	11.397	1.0	-0.8326223023000001	N603
row484	590.30919	11.133	1.0	-0.3206637268666666	N605
row485	632.31712	10.069	1.0	0.9191212998	N606
row486	816.53735	14.657	1.0	-0.13750757259999996	N607
row487	730.46534	14.746	1.0	-0.5935341307166666	N609
row488	900.57288	18.016	0.0	1.41678572585	N610
row489	818.54458	19.23	0.0	1.3795147446666665	N613
row490	560.43426	14.34	1.0	-0.41230297944999994	N614
row491	566.24931	9.516	1.0	0.58704403345	N616
row492	670.28794	10.679	1.0	0.22347520546666672	N618
row493	716.41323	12.757	1.0	-0.6774219298666667	N619
