ID	LD2169	LD2170	LD2171	LD2243	LD2244	LD2245	LD2162	LD2163	LD2164	LD2214	LD2215	LD2166	LD2157	LD2158	LD2223	LD2225
P27786	0.751722069	0.396285221	-2.314053182	0.913499181	-0.344396006	-0.388289393	0.996699652	0.734021441	0.033110152	0.345936134	-1.604058958	0.46508348	0.17423095	-0.145416412	-0.403600225	0.550929641
P28063	-0.219091507	0.059909159	0.927833882	-0.342859332	-0.526084864	2.406710285	-0.421842395	-0.32833479	-0.474089003	1.406115535	0.794519105	-0.887996865	-0.353473379	-0.985831965	-0.751271551	-0.298835013
P28230	-0.872760395	0.929625332	1.44305733	0.444895668	-0.070480958	0.032214829	-0.474680003	-0.378233188	0.679971826	0.973826011	-1.711075192	-0.694267914	-0.591543747	-0.82034933	0.968484903	0.393207824
P28271	-0.237930549	0.470531456	0.936127457	-0.118820071	1.273524092	0.721129582	-1.897198412	0.07392623	-1.253995203	-0.943083524	0.886756357	-0.173688657	0.622400733	0.654862447	-0.326766958	-0.850689782
P28474	-0.043213132	1.03616756	0.598317823	0.27243267	1.17935242	1.144780067	-1.518317993	0.606695564	-0.799997462	-1.818590403	0.417585555	0.301655668	-0.11566093	0.266237641	-0.421365669	-1.27175916
P28481	0.16219582	-0.404900184	2.933120171	-0.422881216	0.421345962	-0.35648658	0.134744067	0.249296046	0.329155977	-0.14987699	0.146830951	-0.319701771	-0.789992041	-0.902174353	-0.865774585	0.087570083
P28651	0.259406904	-0.432924879	-0.688938312	1.105930104	0.652321109	-0.383121461	-0.678505373	0.227958051	0.306939627	-1.952257814	0.043991915	0.03689601	0.988131871	0.798028483	0.080970832	-0.711077935
P28653	0.509928293	0.200572964	-1.026461107	-1.250745047	-0.084046511	-0.615254578	1.488139056	1.215520139	1.006684952	0.184827857	0.584968006	0.882300727	-0.676353604	-0.984467252	-1.500742115	0.270584509
P28656	0.921420007	-2.282360232	-0.76923428	0.169644588	-0.559352137	-0.387082319	0.63626614	-0.377063711	1.477227325	0.167805406	-0.995600806	0.966118576	0.580122101	-0.30205395	-0.303590791	0.91236671
P28658	1.103636585	-1.319961407	-1.25975467	1.045112393	-0.554762782	-0.406286636	0.040379141	-0.360676142	0.848856334	0.531385953	-0.82554665	-0.310865896	0.493031883	-0.888280069	1.933648722	0.024306288
P28660	1.647653532	0.322717879	-1.259361698	-0.479629996	0.519458853	-2.138296689	0.639212132	-0.027325906	0.548444339	0.445242037	-0.07827106	0.275876701	-0.825020308	0.365355473	-1.006640671	1.026386445
P28661	-1.168564214	-0.56449372	0.46972877	-0.344855997	-0.314787762	1.58314766	-0.49611574	-0.295455877	-0.961159021	0.814006547	1.37374483	0.446080629	-0.793994447	0.421854859	-0.128645929	-0.277429601
P28665	-0.586664456	-1.770723307	1.040006564	0.288026651	-0.053284309	-0.975989872	-0.184126374	-0.699971143	-0.277126131	0.615555453	1.209699856	-1.030054168	1.329082734	0.690910827	-0.04660529	0.176852381
P28666	-1.039087484	-0.739389986	1.325628948	-0.105825853	-0.349450566	-0.35313481	-0.587658198	-0.977931819	-0.75039045	0.919718453	1.903799057	-0.957555224	0.4503927	0.163481147	0.318551548	0.542593138
P28667	1.006441397	-0.675114647	-2.007842993	-0.392635419	-0.544609188	0.132895288	1.019833104	0.530409	0.989037905	0.212014713	-1.605764363	1.262919222	0.088674996	0.177966348	-0.370207265	0.292294588
P28700	-0.16168309	0.259997395	0.487663925	-1.21483654	-1.252637339	0.22954099	1.144491682	-0.331810789	-1.314514386	-0.129093591	0.542465898	0.307435613	0.875877065	0.719020068	-0.465071584	0.568783661
P28738	-0.339460657	-0.563002448	0.473936463	0.545226321	0.393685587	-0.838707443	0.723816749	-1.031948747	1.561525771	0.389468692	-0.243780318	-1.357774303	0.490075031	-1.700200606	0.457400706	0.93482325
P28740	0.324619999	0.015265139	-1.024288968	0.168180191	-0.524878913	-0.804092875	0.505341063	-0.277737662	0.189625748	-0.813283615	-1.431169245	0.206221721	1.813365695	0.385333537	1.185770492	0.407630404
P28741	-0.143661639	0.543592127	-1.556587145	-0.823815491	1.323278596	-0.510836444	1.307962852	1.007592412	0.485054355	0.035515662	-0.347066697	1.466972678	-1.227882299	-0.563320695	-0.883663235	-0.065195594
P28843	-1.340090242	0.585378522	0.944742715	0.425692351	1.540508577	-0.571788778	-1.625958058	-0.14464802	-1.026780325	-0.729211906	0.59438016	0.07983815	0.997910307	0.673495901	0.31645839	-0.844118395
P29341	0.294154588	-0.295866892	1.0784579	0.215569391	2.094698834	0.006834153	-0.815522914	-0.12170393	-0.852897608	-0.925183191	0.384984025	-1.01907872	0.938410413	0.421412738	-0.749871167	-0.845329229
P29351	0.138238893	1.084424611	-0.450016327	-0.356003724	-0.525179236	-0.129325684	0.869240501	0.872684956	1.061169331	0.085535993	-1.366765799	0.748539169	-0.25878636	-0.654233708	-1.160517621	0.342954392
P29387	-0.901386598	-0.85921345	0.641993428	-0.734832088	-0.605291386	0.671192917	0.219835703	0.669460042	-0.195422877	2.002907143	0.554795334	0.282808835	0.034339829	-1.183769502	-1.689490269	1.094107404
P29391	-0.944145783	0.196649206	-0.258794437	0.707033787	1.746333005	1.003496502	-0.677535952	0.119937193	-1.576446387	-0.729879328	-0.453893011	1.306346292	0.711176036	0.196716578	0.037825255	-1.40355392
P29416	-0.352536329	-0.008372345	1.069536873	-0.468130217	-1.325493951	-0.089489751	0.33188396	0.262336679	0.335661008	1.24156043	-0.626033597	-0.149091334	-0.009205904	-0.810928662	-0.294294544	1.148220945
P29452	-0.017905778	-1.802245522	-1.584028531	-0.18402609	-0.916158251	0.741850452	-0.25736194	0.427209207	0.845914317	0.841903231	0.063134089	0.50430746	0.217329113	-0.26775857	0.026423738	1.043877056
P29533	-0.270320347	0.091545609	-0.506389108	-0.069400919	-2.000693218	0.135903931	0.863455976	-0.090526117	0.82105785	1.499782197	-0.256215476	0.538977048	-0.771762723	-1.006541189	0.02545646	1.014983524
P29595	0.664880064	0.539975798	-1.18566047	-0.188637988	1.079041696	-0.042651045	0.942156907	1.27189927	0.799491965	-0.910919685	-1.72875206	0.29287876	0.512135707	-0.204771694	-1.232496382	-0.464826646
P29699	-0.018844818	-2.26707153	1.011171331	0.115949769	-0.794716735	-1.372761221	0.517634846	-0.744319745	1.008516953	1.0433064	0.684510631	-0.523604943	0.197890885	-0.243864927	0.257595571	0.976790866
P29788	0.612054946	0.148806078	-1.104558015	-0.438628483	-0.734422273	-0.566925942	0.142747013	-0.497840004	1.384643816	-0.419244406	-0.862140224	0.447327507	2.459342485	-0.095059258	-0.608988752	0.296917592
P30115	-0.734325075	0.038890074	1.345673442	0.39155578	0.528231612	1.070838038	-1.488859045	-0.10015378	-1.327333562	-1.607926656	0.495610966	0.371061657	0.444611094	0.81280763	0.52378246	-0.91642354
P30204	0.454850752	1.448741091	-2.050766332	-0.308859549	0.371403202	-0.125708766	0.975080698	0.287726509	0.457200059	0.709075818	-0.849167073	0.45394617	-0.751750966	-0.867208664	-0.004557959	0.117818245
P30416	0.218223951	0.468660441	0.017932377	0.829285546	1.767286789	-0.416369384	-1.19104077	0.043905725	-0.692977833	-1.94344118	-0.282767634	-0.010533259	-0.144120608	0.544713686	1.485391494	-0.823082031
P30681	0.165602119	-1.342191136	0.292649979	-0.760902712	-1.040690508	1.342519598	0.790057306	0.113890621	0.289284794	1.863295549	-0.135715996	0.652191117	-0.442631649	-1.016888506	-1.211230911	0.529363378
P30999	-0.939407537	1.177397081	-2.061257453	-0.586046004	0.951080664	-0.835937032	0.432824315	0.084059296	1.268136414	-0.589204131	-0.19414461	0.951646677	-0.335762258	0.418798616	0.148470554	-0.119402256
P31001	0.745317879	-0.743349703	-0.783378292	-0.585776195	-0.467773875	0.497603271	1.34996756	1.047857239	0.504426156	0.870985385	0.572032781	0.844554368	-0.827141368	-1.738723352	-1.217530628	0.122534342
P31230	0.708008888	-0.960743336	-0.616915305	0.213345546	0.370149483	-0.028516455	-0.193790184	-0.564321516	1.391851217	-0.353439696	-0.094986415	-1.032228463	1.322380941	0.421301476	-0.627834859	-0.411491329
P31254	-0.179419451	1.351124033	0.693905596	-0.383397985	0.700753168	2.029681874	-0.715756801	0.295586813	-0.804465522	0.759259648	0.355818699	0.063314521	-1.009178126	-1.229316657	-0.750462088	-1.064763823
P31532	-0.267032962	-0.585982825	-0.071265391	0.395787708	0.842645141	-0.919759667	1.590792806	-1.446304637	0.270610531	0.22379151	-1.211306207	-1.558888278	0.599936509	0.457149599	1.350883665	0.251691336
P31649	0.538916744	0.359679909	-2.058346207	1.000398235	-0.295748634	-0.862628118	0.047114298	0.756597235	0.971809622	-1.100427171	0.615305919	1.28789133	0.210722294	0.105024137	-0.698617988	-1.029453796
P31651	0.00710057	0.029810398	0.773670459	0.264407732	1.127039108	0.171946777	-0.816236525	0.241179688	-0.395154038	-1.581916549	0.723556667	0.662694629	0.362710603	0.68766875	0.188379369	-2.423795971
P31786	0.207805909	-1.012472924	1.587325025	-0.291663023	0.833294523	0.301582462	-0.294860456	-0.173943408	-0.732121296	0.404051465	0.394100675	-1.389155838	-0.846734161	-0.385153364	-0.32477138	1.450251279
P31809	-0.153272426	0.443308079	-1.608112332	0.933683273	-0.432721152	0.474330883	-0.766411361	0.138846745	-0.189817049	-1.792979244	0.039630955	1.32382994	0.003473959	0.776440509	1.218000905	-0.616242226
P31938	-0.044765352	2.17321985	-0.854986509	-1.249032997	-0.073006251	1.477522479	-0.870874321	-0.065814745	-0.047788959	-0.794429488	-1.011333504	0.707259169	0.608293236	-0.281674694	-0.120354776	0.567604422
P31996	-1.801091682	-0.023373957	0.48167376	-0.30726078	-1.446707174	0.269553383	-0.318203467	-0.168563071	0.714382598	2.019957755	0.529446493	0.322995056	-0.385602757	-1.264188303	0.37666167	1.003073546
P32020	0.805214179	0.27001613	1.980485351	0.598994381	1.164275013	-0.892430818	-1.36699827	-0.115559676	-0.24481343	0.108104197	-1.738186964	-1.016386781	-0.14061252	0.312189596	-0.270025337	0.614872732
P32067	-0.768227076	-0.595291841	1.515711509	-0.546300383	-1.650626049	1.555126528	-0.382699661	-0.24344624	0.49083866	1.251066209	0.692877769	-0.804171954	0.314035464	-0.057438627	-0.927293055	0.030006019
P32299	-0.16168411	-1.826639946	0.770989981	-0.058712496	-0.637126546	0.149603296	0.159218767	-0.126315635	-1.236778451	1.909413927	-0.288990293	-0.765474095	0.587847099	0.167916558	0.755749232	0.814316497
P32507	0.514878512	-0.252973763	-0.747658969	-0.257647515	-0.946979672	-0.439832165	0.386996504	-0.134823519	-0.60631288	-0.515793514	-0.061202856	0.403932856	1.826509687	0.093236665	0.780852054	0.546272077
P32921	0.405596032	1.43207252	-1.161596474	-0.12817858	-0.525017935	1.731071485	0.638869916	0.855071499	0.145215625	-0.367322988	-1.507195053	0.333169901	0.030543767	-0.232115059	-1.186438968	-0.293870985
P33146	-0.010206796	1.115757491	-0.018461305	0.23559011	2.172456824	0.144156346	-0.951220644	-0.421730931	0.360968215	-0.39400445	-0.377027737	-0.267308805	-1.644484367	-0.295210436	0.765086957	-0.652144424
P33267	0.639586431	0.434530417	1.514433787	0.131866781	-0.544679701	-0.165141492	-0.767888238	-1.180658617	-0.528829931	0.043108239	-0.200404498	-1.870676755	0.666836957	1.844624145	-0.343297989	0.194496598
P33587	0.887350581	-1.325518269	-0.515863416	-0.044888365	0.084019875	-1.256301245	1.147157633	0.430774727	-0.968531361	0.61906787	1.893042921	-0.70286137	-0.613686995	-0.540599121	0.999289608	-0.017590431
P33622	0.192124697	-1.859505627	-0.203264484	0.154044529	-0.964967591	-0.387838136	0.931197919	-0.911416097	-0.033604984	1.301013257	-0.359421576	-0.839792694	1.297135785	-0.387670552	0.925256052	1.23294644
P34022	0.41515867	-2.28959251	0.135935615	-0.3505685	-1.689992471	1.184078798	1.027487635	0.280979931	0.323975922	0.937653683	0.027027218	0.587491042	-0.464187162	-0.699824915	-0.174169558	0.74867746
P34152	0.842426662	-0.570908082	-0.625772762	-0.192459484	-0.071153085	-1.167761339	1.200573421	0.369922386	-0.101564675	0.204069059	-1.079689571	0.005680507	0.346878895	0.985556258	0.491044138	-0.300219076
P34884	-1.220244603	0.528516943	0.531436368	0.187357908	0.369140648	0.917701702	-1.512316987	0.688997474	-0.17651252	-0.178512309	0.572062001	0.101687057	-0.565748497	0.119589688	-0.881486639	-0.241602698
P34914	0.057023441	0.116603972	1.868955081	0.270798935	0.67978471	0.108063648	-1.882613091	-0.599026068	-1.337896789	-0.814418055	0.438029419	-0.733550947	0.388928251	1.208675749	0.736890843	-0.613053578
P34927	-0.331849402	0.220221682	0.007290156	0.53206022	0.782115299	-0.96131219	-0.969552584	-0.552056979	-0.594602091	-1.088829053	1.158348515	-0.387131191	0.628445403	1.032443058	1.737249635	-1.266071218
P34928	-0.122302801	-0.832346902	0.914210037	-0.593995465	-1.740468406	-0.724350866	0.57568487	-0.209962094	1.00919998	2.069243315	0.686767349	-0.430171976	0.239757034	-0.324839037	-0.721066362	0.425911283
P35123	-1.265041576	1.1943699	0.954447489	0.338787407	0.701127775	-0.364387929	-1.330749913	-0.388382861	1.30701329	0.663667383	-1.344195106	0.209107896	-1.114264039	0.579925324	-0.07685584	-0.242654741
P35235	-0.812484952	1.12929829	-1.528297641	0.78123819	1.148331137	-0.025631857	0.003767285	0.841021306	1.072019777	-1.069779452	-0.714899618	0.749927932	-0.201975258	-0.090752387	-0.513031527	-0.995282502
P35279	0.994355288	2.160560343	-0.189702853	0.055337474	0.841304777	-0.554957326	-0.028684526	-0.415335689	-0.04062556	-0.334488109	-1.227445149	-1.033820477	-1.216444929	-0.437370557	-0.146933641	1.564769093
P35283	-0.647668502	1.600368475	-1.57379714	-0.108239617	-0.926303	0.299806473	1.748644173	0.075572159	-0.872481023	0.185378551	0.512075751	-0.475809354	-0.154596028	-0.289359664	0.656020361	0.227599895
P35293	-0.218743691	-0.997312646	2.213279167	0.216952984	-0.725723593	1.195995712	-1.097966841	-0.70890897	-1.016103738	-0.153003548	0.248506278	-0.612587746	-0.147997315	1.053050567	0.599896412	-0.019500823
P35441	0.260743208	-0.371225134	-0.384142504	0.202806126	-0.364927007	-0.472451166	1.34603602	-0.642591543	0.543925585	1.333961698	-0.457034604	-0.019972841	-0.441002769	-1.433999071	1.038362534	0.238559435
P35486	-0.633369946	0.590949985	1.402023695	1.424484998	-0.107689998	-0.361314266	-1.358879426	-0.582148802	0.392376741	0.626876734	-0.736169289	-0.760377276	-0.740020622	-0.010826994	-0.444212582	1.027499197
P35505	-0.915341921	-0.36487055	1.730927003	0.015941276	0.253946537	1.097347464	-1.424278752	-0.8765656	-1.266013219	0.101509059	0.911177405	-0.431104237	0.740954298	0.743458849	0.332284611	-0.813867859
P35527	0.354606844	-0.68359531	-1.080787075	-0.040891681	0.362676425	-1.124180485	0.077656408	-1.371122915	-0.156181628	1.017931233	-0.409754138	0.30676448	-0.121691097	2.187152897	0.118521596	0.303242064
P35550	-0.2940637	1.225327445	-1.018041953	-0.088429092	1.942908722	-0.212430031	-0.995831951	0.058459204	-0.472934041	-0.204566706	0.7339864	0.349561355	-0.329019441	0.235328774	-0.869205613	-0.364755554
P35585	-0.724123901	1.384914807	1.289331804	1.209760303	-1.026782877	-0.460307427	-0.379735658	-0.375691357	-0.262755022	-0.244812929	-1.311443881	-0.803627815	0.779479265	0.987155736	0.340963654	-0.186715274
P35700	-0.097476937	0.279138342	1.32224894	-0.059960941	0.168741591	1.852167822	-1.747445094	0.700299324	-1.074257745	-0.433678932	0.550460859	0.236501485	-0.001572447	0.098978612	-1.450670828	-0.498195288
P35762	0.524181358	0.210147707	0.060435591	-1.296905268	0.745959723	0.098698194	-0.121145396	-0.776417165	-0.513856831	0.019618565	-1.655631223	0.878471843	1.085170477	0.204338673	-0.193520343	0.92545066
P35908	0.014504058	-0.349307819	-1.522223533	-0.360681653	-0.159834876	-0.362869248	-0.082516847	-0.21634336	-0.118234869	0.623104973	-0.399970893	0.607453134	-0.921295365	2.475392218	0.420576353	0.085016906
P36423	0.676414035	0.620087043	-1.121339825	0.612773521	0.01526306	-1.07390865	0.492697378	1.404272608	0.990488082	-0.491113427	-0.203301171	-0.182980454	0.562546024	-1.249398992	-1.954152878	0.861034566
P36536	-0.532358954	0.763201077	-0.119896978	1.327134487	0.917147777	0.206640985	-0.640174879	-0.172113986	0.274460426	-1.453988102	-0.960727768	0.237428708	-0.563079147	-0.107255487	0.003477011	0.439517187
P36552	-0.458682113	-0.019498056	-0.529046511	0.673325264	-0.417633715	-1.050983329	-1.559229812	0.841640848	0.243007427	-1.376738791	-0.783340235	0.604329297	1.730514264	1.577668409	0.511126446	-0.080617954
P36916	0.761766237	-0.012586286	-1.89988651	0.634838991	0.518524778	-0.876624017	-0.104525627	-1.241873988	0.797782392	-0.137017942	0.017320738	0.083603878	0.479201832	0.831120391	-0.046411234	-0.192179874
P36993	1.711619378	0.361198993	-1.287612853	1.363506517	-0.234451992	-0.168954117	-0.35796031	0.361397117	0.883363626	-1.984971168	-0.041557784	-0.140255781	0.57290634	-0.408634705	-0.282876752	-0.505512819
P37040	-1.368158057	-0.581575425	1.479032588	0.18728025	-0.63679176	0.322278989	-1.06146194	-0.004227817	-1.092717244	-0.055452265	1.471962464	0.225809862	0.314865827	1.098137438	0.861917169	-1.208978962
P37804	0.042790967	0.37042109	-0.891779919	-0.108268248	-2.385464385	1.011087175	0.289336224	0.459674811	0.429022775	-0.403938833	0.177060658	0.436740098	1.567171825	-0.164958892	-0.603848959	-0.14093113
P38060	-0.171122179	0.872264016	0.300430119	-0.066695192	-2.317935439	1.002669186	-0.863771976	1.025584031	0.168040241	-0.273998068	-0.299806353	0.820327734	0.495844531	0.559650908	-1.169169295	0.02542861
P38647	-0.227813479	-2.611484273	0.63134848	0.823044654	-0.688901234	0.129285362	-0.633575393	0.223938351	-0.693964214	-0.085595081	0.853787623	0.323600269	0.326256187	0.750038069	1.109901985	-0.427692869
P39039	0.432868605	0.413779923	1.298792551	0.551855322	1.466063919	-1.666239657	0.386188256	-0.056397255	0.247402365	-1.927843593	-0.691652715	-0.496694351	0.666068766	0.46799697	-0.42822384	-0.621795582
P39054	0.711983548	1.654225801	-1.531223652	-0.626671391	0.605243683	-0.671036261	0.722518227	-0.078860771	0.822011201	0.250432006	0.130649937	0.448717308	0.011520292	-1.590614175	-1.23262912	0.53188052
P39061	0.536752842	1.880204779	0.1012672	-0.832939534	-0.241814721	0.137843548	1.064600594	-0.504146287	1.360082425	-0.608529521	-0.352454966	-0.321048151	0.053755579	-1.187244952	-1.684899912	0.679308501
P39447	0.547987858	-0.088817538	-1.626836579	0.438351851	2.039669361	-1.28296057	0.500857624	0.359660216	0.729636489	-0.77689583	-0.152383101	0.625196097	-0.203234267	-0.136294301	0.104460666	-1.136673958
P39749	0.604328353	0.794136219	-1.057205104	-0.365699081	-0.959970608	-0.650818893	1.417481708	0.378405567	1.030576607	1.170681651	-0.141135142	-0.110032546	-0.724923106	-1.067906644	-0.704699583	0.653494026
P40124	0.415880586	1.310225404	-0.91626194	-0.664476763	-0.767115427	0.786739076	0.719844638	0.78563219	0.699834764	0.59948888	-0.602226041	0.66249614	-0.572096095	-1.063572765	-1.617336774	0.45242587
P40142	0.362366211	1.289268163	0.65796595	-1.462898959	-0.135495773	0.794403435	-0.139929412	0.45279273	0.66142136	0.622352248	-0.692315609	0.345986335	-0.375379275	-0.195908004	-2.365247803	0.318693938
P40336	-0.573542258	1.000795327	-1.584537672	0.027188711	-1.913242281	1.085223059	0.185485465	1.038412485	-0.876296449	-0.695744308	0.520197499	0.040327439	-0.093660319	1.181074723	0.426765389	0.158445242
P40630	-0.614752294	-1.510693233	1.07480844	0.27597187	-1.13968396	0.49400836	-0.263192729	-0.154707924	-1.18480332	0.285277235	1.268575556	-1.266551057	0.579214984	0.810665618	1.272484157	-0.071017965
P40936	-0.565475105	-0.376128817	0.896599293	0.771214088	0.306116989	0.356604093	-1.550676352	0.271485557	-1.08690288	-1.566943623	0.490554692	0.042452023	0.750738153	1.27074997	0.767058548	-0.963477325
P41216	-1.088926244	0.722871704	0.761422222	0.293007262	-0.585976485	0.413870537	-1.649183983	0.534012452	-0.890093617	-1.083292182	0.345106369	0.278151336	0.801560683	1.739258484	0.581028185	-1.205482533
P41233	1.515426892	0.023968274	-0.464061059	0.186452245	-0.329623795	-1.582707028	0.181756283	0.311243076	2.090472014	-1.356882804	-0.642437051	-0.260528314	0.514240992	-0.289721571	-0.494875408	0.565132169
P41241	0.469898335	1.306194418	-0.568778085	0.87500498	0.854977281	-1.411347148	-0.018233189	0.087231911	1.563909362	-0.01900513	-1.092760631	0.563050682	-0.621963743	0.168139846	-0.93126222	-1.203939293
P41317	0.50314734	-2.072999728	0.584099555	-0.011536937	-0.182258184	-0.464070099	-0.350205701	-0.865255738	-1.368875979	-0.599588314	0.647087962	-0.094924516	0.901112871	0.853029455	1.807877091	0.625997709
P42125	-1.124258097	0.833450435	1.345031754	0.400905402	-1.718052292	0.030909989	-1.193320549	0.210470994	-0.757580621	0.052082026	0.098422409	0.280066005	0.823059132	1.314770064	0.053152925	-0.467394307
P42208	0.224344068	0.461629699	-1.357856956	-1.020359031	-0.082441429	-0.802482091	1.426951563	0.582838837	1.338298326	0.817734219	-0.550803345	0.77397344	-0.138949425	-0.626942271	-0.97397793	0.198051176
P42225	1.008521258	1.353497108	-1.644352254	-0.12378388	-0.933391477	0.63661482	0.505573842	0.727948708	0.328961412	0.171719075	-1.136510547	0.499412723	-0.370376813	-0.642031387	-0.741287746	0.627941507
P42227	1.146093769	1.872188082	-1.432431581	-1.106010724	1.238409248	0.970024582	-0.552951545	-0.908502994	0.343003406	-0.53985851	0.321434076	0.403473859	-0.314564497	-0.659235822	-0.011933445	-0.817519666
P42230	0.597836484	1.314593995	-0.91329327	-0.570676548	-0.30750394	0.543659769	0.89948437	0.494333255	1.378179737	-0.826635656	-1.442217745	0.241000632	-0.366291063	0.018437039	-1.789543353	0.650620186
P42567	-0.300476819	-0.487951062	-1.030003737	0.029412736	-1.686732154	-0.9911281	1.285343797	-0.581771	1.547459608	1.033399302	0.03819569	1.65254593	-0.1229482	-0.136240453	-0.217998474	0.087956592
P42669	0.38779911	-2.430361142	1.394448618	0.304089635	-0.327681597	-1.022795519	-0.420167668	0.183704479	-0.969637619	0.067219991	-0.337945143	0.442395687	0.425624312	0.858456059	0.912337001	0.671048742
P42859	0.225471506	0.316779922	-1.351199366	0.601235573	1.232418064	-0.218845703	-0.279819216	-0.058149097	1.118099474	-0.857659675	-1.144719171	0.318482593	-0.297065531	0.292255003	-0.324441378	0.125691834
P42925	-0.134996818	0.814888411	1.563232351	0.788455773	0.449144385	0.893548808	-1.227794057	-0.805388588	-0.846009745	-0.577270562	-0.144398247	-1.344535248	-0.073397252	-0.955356391	1.728311585	-0.091622633
P43024	-0.834883859	-0.273482753	1.507937099	-0.848473907	-0.99967324	1.034955374	-0.769060973	-0.074986654	-0.911053859	1.807589311	0.88322473	-0.435105765	0.331723764	0.686052013	-0.394553655	-0.600976899
P43274	-1.619508369	-0.700921656	1.049042163	-0.40770902	0.533620016	1.109471261	-0.189167755	0.082655549	-0.154049821	1.408983346	1.109949006	0.289054506	-1.211315836	-0.059165211	-0.419145537	-1.044043086
P43275	0.204616118	0.056610573	-0.843398861	-0.417903562	-0.532474375	0.302424082	1.212379448	0.47724691	1.370955513	1.705465204	-0.814065878	0.664076716	-0.887578675	-1.029260401	-1.304749109	0.005556322
P43276	0.145548372	-0.070988475	0.055359396	-0.568964541	-0.755061292	0.696851869	1.417189884	-0.097008714	1.198833949	1.738185968	-0.463831783	0.049756533	-0.743468762	-1.146748279	-1.890517444	0.491349437
P43406	0.470499701	-0.54470665	-0.538871758	1.189173317	-0.188827691	-2.539947701	0.990702507	-0.485056643	0.848530072	0.381038187	-0.102915227	0.887546925	-0.056048291	0.508529796	-0.461979391	-0.3400633
P43883	-0.114748127	-0.955276469	0.266624883	0.238877653	-1.87481643	-0.485074774	-0.402093181	0.851327478	0.20077113	-0.10480542	-0.940180453	1.454619517	0.629409315	1.852220373	-0.64017707	0.095838772
P45376	-0.667435057	0.73247869	0.311229134	-1.125830936	0.785410617	0.491438382	0.730553451	0.267136648	1.200697564	0.98851009	-1.241597071	0.041027985	-0.423385254	-1.358592415	-1.500978064	0.767372434
P45377	1.110269035	-0.308027685	-1.267868647	-0.806720451	1.544370143	-0.833824738	-0.028578137	0.349829528	1.597059836	0.047152353	-0.129038967	-0.074009126	0.642700057	-1.665485977	-0.075699336	-0.077409427
P45591	-0.343379566	0.571149014	-0.771724556	-1.160724899	-0.27365851	1.632948031	-0.676420602	0.180537468	-0.032347927	-0.239616594	1.295104276	1.613985307	-1.072987464	-0.257859844	-0.481570895	-0.184611477
P45878	-0.894709997	1.070152226	-0.111973805	0.362088211	1.323783739	0.779284781	-1.197881225	0.229646165	-0.008029237	-0.045135295	0.201213512	0.180721786	-0.462452648	0.549531461	-1.07799785	-1.252616283
P45952	-0.874640142	-0.775127629	1.358630432	0.553967444	-1.796605102	0.373966599	-1.093587904	-0.20018316	-0.919843948	0.590780018	0.657530963	0.018568836	1.342522368	1.235005563	-0.012872271	-0.452574949
P46061	0.024830322	0.222951658	-1.526040276	1.264833099	-0.546085523	-0.031204861	-0.595575338	0.473088437	0.36204558	-0.384376561	-1.590649761	-0.591191502	0.343654139	-0.077201476	0.892228917	1.593697304
P46460	-0.084604187	1.09487457	-0.702809464	-0.082640101	-0.693789946	-0.190000389	0.411434019	0.136307507	-0.430220831	0.761571263	-0.140134079	0.51792932	-0.190698721	-0.154966805	0.407614468	0.085820267
P46471	0.810080984	0.173704371	-0.00928982	0.434487992	1.532402538	1.360555724	-1.101259075	0.330941277	-0.967113017	-2.097405104	-0.110390869	-0.10110701	-0.037119643	-1.00806084	1.005901173	-0.335142279
P46656	0.163809096	-2.65845845	0.98619576	0.431231079	-1.665616215	0.186810696	-0.414023301	-0.129231683	-0.172912097	0.341983445	0.475459368	0.089056665	0.714591805	0.485135347	1.072588165	0.043952347
P46664	-0.714388269	2.281961781	-0.556148108	-0.202480258	0.703847389	-1.252489221	0.208175523	0.50537979	0.920937516	-0.002022548	-0.903588953	0.538819634	-1.576089077	0.129509167	-0.068858197	0.080540062
P46735	-0.638290695	-0.633766372	0.671486157	0.123394209	1.032847859	-0.809520481	-1.262589272	-0.938522756	-0.593443592	-0.455269186	1.134441075	-0.173558361	0.444663876	0.846410769	1.016982173	-0.045807017
P46737	1.516035997	-0.234749086	-1.133299201	0.112459175	0.897844444	0.598807336	1.639535998	0.262892285	-1.329746155	-1.430636504	0.414402781	0.473195765	0.021549069	-0.205086254	-0.527846948	-0.939363641
P46938	0.163476621	-0.782236072	-1.561370234	0.164701988	-0.221404121	-1.521403755	0.461513478	-0.087683597	0.149674407	-0.873490408	1.037254131	0.177935657	1.327124444	0.42215875	-0.333365949	1.159524385
P46978	-1.103818134	1.305861001	1.056293203	0.001713825	1.905403571	0.103617333	-1.066938083	0.153862085	-1.448762104	0.397979513	0.947512808	-0.406016566	-0.837390574	-0.334940647	-0.183706646	-0.562128042
P47199	0.010153729	0.697483084	1.304241765	0.214146858	-1.146539005	1.636188573	-1.303761085	0.933910883	0.427021634	-0.014426624	-0.742028955	-0.025490115	0.427380197	-0.799518399	-1.721904552	0.164662478
P47738	-0.688093129	-0.157851598	1.820628329	0.266958296	-0.702349073	1.031910747	-1.589119344	-0.112308228	-1.384387022	0.698775844	1.347075673	-0.365046902	-0.572224028	0.198232254	0.129840666	-0.052684995
