ID	LD2169	LD2170	LD2171	LD2243	LD2244	LD2245	LD2162	LD2163	LD2164	LD2214	LD2215	LD2166	LD2157	LD2158	LD2223	LD2225
A3KGB4	-0.008731294	-2.419073868	0.85941051	-0.43524051	-1.718427944	1.183434926	0.294104158	0.23722744	-0.157078666	1.291626289	0.357427361	0.143884144	0.031084048	-0.1438046	-0.201269056	0.64485759
A3KML3	0.53913309	-0.435089327	-0.817553883	1.184316903	0.185336108	0.109528664	0.840563365	0.812131193	1.185489923	-0.35329407	-1.878389714	0.550412791	0.040593679	0.233141173	-1.751205118	-0.527048556
A3KMP2	-0.544461601	-0.145988866	0.969097185	0.650125381	0.50390543	1.736113046	-1.421372442	0.195841147	-1.016628974	-1.033805531	0.383006562	-0.574197352	0.608772923	0.325635065	0.534774282	-1.344993437
A6H584	1.025024872	1.170185596	0.109165115	-0.954486189	0.008878782	0.790724206	0.269011749	1.260675579	-0.559935412	-1.640076048	0.559965198	0.397073662	-0.124789148	-0.657857282	-1.038539595	-0.304106517
A6H611	-0.503802655	-1.544361091	-0.279715905	0.69268985	0.202116451	-1.008871977	1.678140052	0.013452366	0.787395479	1.105662877	-1.001382869	1.255518982	-0.971776411	-0.709576927	0.208061214	0.165273712
A6H630	-0.221489866	1.154969807	-0.428308322	-0.237794483	-0.82448837	-0.35961653	1.15070549	-1.196133983	1.24999117	-1.231606472	-0.262113562	0.713182418	-0.112453563	-0.206026188	1.535849219	-0.495530591
A6H6A9	1.422881131	0.533724244	-1.634523803	-0.091637961	0.130249702	-1.287129952	0.038427745	-0.142300198	1.71240574	-0.281466303	-0.80130448	0.89275772	0.849276363	0.075197369	-0.940644381	-0.397249509
A6H6M8	-0.419224559	-0.217989074	-1.839913266	-0.082623024	0.624241436	-0.667864357	0.568566137	-0.377362081	1.464124011	-0.037022436	0.072883773	0.906422178	-0.818911214	-0.739134712	0.488584139	0.751042205
A6H8H2	-0.172114053	0.67987057	-1.329812029	-0.018726058	1.195913275	-0.488284895	-0.124624295	0.43343583	0.04099874	-1.373930245	0.971464235	-0.710652724	0.023252949	0.076278247	0.180696653	0.168357951
A6X935	0.642579191	-1.692200737	0.543297966	-0.173941977	-0.955815569	-1.540074042	0.751438094	-1.008466804	1.34585971	0.83656534	0.534920312	-0.637071405	0.705503075	-0.650146584	0.05414494	1.189434478
A7MCT6	0.606368155	0.465746743	-2.11805808	0.232369342	1.090546299	-1.127604675	0.390021333	0.804371273	-0.348600095	-0.931772419	0.704358008	1.1567525	-0.071121316	-0.146126638	0.51497786	-1.124240675
A7VMV2	1.167374298	1.216898651	-0.387970181	-0.092728117	-1.540212112	0.177690169	0.932413878	0.065101325	0.597020595	-0.689647814	-0.043679016	-1.233908449	0.63663459	-0.031572964	0.138292981	-0.557933892
A8DUK0	-0.193484364	-1.110206011	0.932392048	-0.367781632	-0.738558034	-0.424892515	0.798893768	-0.898595879	-0.312826436	1.646179954	-0.474572327	-0.857211372	0.004452361	-0.425162531	1.005324966	1.620839553
A8DUK4	-0.545520083	-0.940195601	1.089370902	-0.572846818	-0.652059003	-0.420264051	0.643445351	-0.701128269	-0.377897654	1.747497416	-0.153869465	-0.783140895	-0.238279134	-0.571003042	1.016788736	1.647599177
A8DUL0	-0.05462992	-0.809917429	0.963316524	-0.441439446	-0.297177351	-0.810689104	0.553145773	-1.18683888	0.19940928	1.678698982	-1.041960715	-0.749500539	0.23151728	-0.22817855	0.856029808	1.38422901
A8DUP0	-0.472188291	-0.923235566	0.869454415	-0.261625487	-0.484695147	-0.626402624	0.877053275	-0.864264332	-0.28895039	1.7281135	-0.565209848	-0.756099184	-0.321942203	-0.4346736	1.153095986	1.568737847
A8DUV3	-0.298353866	-1.038710712	1.032402249	-0.362159941	-0.585077854	-0.329716592	0.780207376	-1.107653318	-0.163026153	1.701621261	-0.36719008	-1.069523758	-0.005681824	-0.563297456	1.012014453	1.523048449
A8IP69	0.397117315	1.540939654	-0.517295789	-0.189880205	-0.454082684	1.162722178	0.03337249	0.851128167	0.502876521	-0.302281174	-0.455693305	1.185765705	-1.078206035	-1.333768662	-1.757378763	0.48824245
A8W660	0.022836617	-0.040497908	-1.285006751	0.693244297	0.69236136	-0.797805735	0.450790059	0.226664122	1.137466232	-1.54370173	-0.559673876	-0.419686419	0.616212058	0.671687	-0.174639662	-0.053366759
A9CLV6	0.926040914	-0.895469831	-0.830044659	-0.305597566	0.394995456	-1.4425436	1.283673339	-1.009416996	0.317880618	-0.36495011	1.03222014	0.623379987	-0.828121441	1.127753045	-0.365544914	0.057263094
B0FTY3	1.138395939	0.206782331	-0.354482038	-0.424065343	0.379910007	-1.194015791	1.295525747	-0.431146808	0.383746032	-1.02957238	-0.174873914	0.660549422	0.113328186	-0.951464285	0.537456921	0.244041734
B0G0Y1	0.353756054	0.522480374	1.570145536	0.622800619	1.416522737	-0.279310853	-1.575578067	0.154583111	-0.471480892	-1.060128322	0.347341465	-1.413786981	-0.626800034	-0.587000902	0.478221196	0.352158734
B0LAA9	-1.194078355	-0.815989667	1.387173573	-0.931305747	0.05265339	-0.274056504	-0.335672122	-0.702846726	-1.168120451	1.305363296	1.021645876	-0.758217143	-0.473457776	0.623402213	1.39905209	0.770226704
B0V2Q7	-0.609874878	-0.135339174	0.604937021	-0.647079597	0.756788345	0.801848139	-0.364259705	-1.164625963	1.279918983	-0.004545546	-0.326141539	-0.631141333	0.529539275	-0.056777418	-0.685788447	0.301038667
B1AQG7	0.121543737	-1.053105879	-0.828544321	-0.402024936	0.950656698	-0.891501263	0.596777854	0.387619043	1.619281503	-0.552462931	0.661423003	0.507947604	-0.529643217	-0.029666586	-0.670756139	-0.232741337
B1AR13	-0.345101396	1.632659226	0.610560579	-1.456810775	0.023148255	1.930854903	-0.173211407	0.220653915	-0.475987513	0.111756963	1.036817981	-0.294964923	-0.669754171	-0.701023735	-1.297570114	-0.106424742
B1AR28	-0.656468728	1.737623544	-0.420611273	-0.245858052	1.341724313	0.482810933	-1.048871308	0.092777408	-0.578008796	-0.405251597	1.246654113	0.37150084	-1.517943279	-0.710015235	0.608217097	-0.478209019
B1AVH7	0.353033851	1.499476416	-1.47090278	0.971247863	0.878142245	-1.388308179	-0.550317847	0.497302135	1.071961814	-0.723020651	-0.630271199	0.656971725	0.118032885	-0.008783946	0.049558157	-1.279112759
B1AVY7	-1.628350684	0.711742113	-1.292856889	-0.242665708	0.724284298	-0.669180091	0.167855152	0.063485608	2.051508782	-0.301377367	0.109733411	0.965220313	-0.091285592	-0.657133878	0.369158775	-0.486544291
B1AXP6	0.105681003	2.721984473	-1.047272533	-0.102567043	-0.080295203	-0.307556373	0.078771168	0.305941915	-0.869200459	-0.673085416	0.718594197	0.30527519	-1.043838302	-0.526980307	-0.074137029	0.651762311
