ID	LD2157	LD2158	LD2166	LD2223	LD2224	LD2225	LD2162	LD2163	LD2164	LD2213	LD2214	LD2215	LD2169	LD2170	LD2171	LD2243	LD2244	LD2245
ENSMUSG00000044340	4.095193796	4.288902008	4.14784156	3.967701483	3.773894221	3.536940775	3.751297991	3.895155582	3.80992104	3.771482408	3.948700513	3.869137353	3.722072125	3.964510941	4.139714683	4.098916997	4.37983475	3.633843198
ENSMUSG00000027997	5.233415742	5.193771903	5.507344645	4.05702435	4.413808026	4.724336197	5.264371695	5.448249095	5.254329826	5.280550185	5.402029455	5.074017575	4.872824265	4.926639144	4.919673064	4.746824743	5.065811756	5.314055508
ENSMUSG00000033186	4.006061293	3.696162323	4.042201863	3.781606628	2.869311343	2.127078411	4.065836997	3.737319247	4.229030892	3.854636709	3.82880963	4.094808158	4.224066966	3.916856129	3.782605112	4.0177992	2.669540113	2.701410868
ENSMUSG00000028563	3.650371484	3.766418996	4.034351721	3.369280891	3.719547953	3.597694472	3.827359672	3.759388772	3.574521053	3.594949464	3.625055082	3.924059004	3.727151368	3.319824727	3.668714545	3.487787075	3.836308887	3.566006724
ENSMUSG00000026577	2.669921112	2.811982702	3.34654903	3.164496261	2.078052663	0.865721947	2.825270922	2.989142188	3.128668568	3.047965219	3.078474621	2.936184557	3.038507929	3.073407196	2.854585085	2.920182235	2.443098194	2.180992621
ENSMUSG00000020123	2.796820888	3.43106555	2.671870793	3.787113612	2.241252278	2.024597039	2.421164854	2.712006765	2.086765593	2.88066205	2.74918453	3.466742561	2.499935601	2.310082955	3.162949482	4.061060685	4.352123435	3.091857927
ENSMUSG00000034165	5.104397987	5.364102317	5.195152213	5.186692729	5.650805437	6.156132404	5.192489323	5.443145137	5.170391711	5.382969445	5.06256376	5.669621899	5.361823169	5.015703993	5.045934232	4.730839261	5.677649494	5.854810201
ENSMUSG00000034639	1.512560124	1.479608644	1.594541319	1.016953583	1.380794008	1.215045098	0.885646934	1.537646521	1.095240251	0.98487622	1.526906659	1.29142187	1.317159115	1.432734825	1.706363043	1.39968682	1.341141067	1.600005739
ENSMUSG00000030888	3.655963045	3.558937334	3.733482841	3.40553582	3.465892417	3.393531139	3.489775307	3.55376902	3.671257979	3.340454108	3.454055706	3.473453235	3.207944586	3.359255362	3.458593638	3.261698797	3.301726095	3.657741015
ENSMUSG00000028003	4.444427799	3.845265925	4.26316209	4.162481412	3.866838647	3.655992804	4.069756842	4.125013396	4.414354155	4.352200603	4.15422575	3.909286524	4.760882912	4.822336836	4.278197549	4.803967874	3.212075955	3.591045142
ENSMUSG00000015247	6.217893013	6.316544515	6.250783615	6.062226031	6.189786987	5.996083683	6.088572291	6.254521345	6.210697205	6.166931028	6.050276862	5.890033226	6.195387853	6.041645304	6.212206064	5.852167051	6.370498569	6.165196302
ENSMUSG00000038323	3.887484315	4.203993543	3.906873061	4.345307214	2.19420109	1.151621539	3.644964406	3.697866083	3.54645711	3.566212442	3.339393124	3.904328557	3.986346057	3.65693921	3.981752011	3.927178466	2.852084943	2.423312275
ENSMUSG00000048960	1.512560124	1.704495068	2.001227203	2.218284396	0.30884547	-0.038655388	2.25208225	0.984098111	1.521506805	1.504390791	1.343069713	1.29142187	1.564216724	1.874974913	1.481964752	2.141953837	0.198174367	0.220815695
ENSMUSG00000046916	1.512560124	1.852782611	1.388287117	2.328136554	2.161958911	2.283195404	2.137236509	1.68328387	1.632460838	1.76934229	2.140288284	2.372849932	2.254686198	2.093364507	1.940323154	2.351608579	1.675203979	2.556394913
ENSMUSG00000032059	3.979549616	3.89172876	4.129535783	4.128178491	4.832695415	4.888953159	4.093054852	4.116488995	4.145435203	4.007815679	4.016126732	4.000388294	4.080636511	3.778269867	4.060638091	3.903605074	4.459911352	4.697241595
ENSMUSG00000040740	2.530773199	3.264504547	2.453789538	2.577314118	1.854204881	2.588750738	2.421164854	2.544183582	2.27639644	2.76403686	3.00070955	3.057267115	2.009932497	2.726653236	2.420246725	2.546851568	2.544525047	1.624465907
ENSMUSG00000033147	2.932009624	2.518243414	2.741025989	2.387347025	2.654379393	2.588750738	2.861901308	2.339661626	2.709954832	2.774123907	2.831348315	2.442907282	2.43932846	2.567420984	2.700820425	3.080144718	2.494702773	2.642748452
ENSMUSG00000115018	1.468499785	2.023579997	1.535478449	2.325262684	1.453722726	1.845195699	1.773616916	1.877005203	1.653031663	1.953706123	1.54552609	2.027712585	2.008931873	1.49943145	1.76584852	1.687415075	2.006055864	1.810782554
ENSMUSG00000097333	1.675583485	1.479608644	1.848436124	1.761759482	1.660102974	1.390127173	1.664006483	1.897450273	1.632460838	1.239052505	1.754544759	1.979120862	1.652296875	1.432734825	1.706363043	1.13399438	2.153121057	1.718359085
ENSMUSG00000009739	2.766126976	2.894159197	2.939014995	2.485455059	2.700003854	2.396962814	2.719460615	2.723279027	2.872500548	2.833208532	2.508192051	2.955486982	2.874228762	3.000463911	2.541690218	3.208821326	3.049044696	2.914769814
ENSMUSG00000037266	5.903391499	6.210564489	6.638342684	6.697595949	5.510612204	5.429900314	6.737290858	6.295689649	6.675917912	6.861349335	6.711290399	6.864423076	7.17018344	7.07826899	7.202784677	7.186718492	6.937944027	5.960665169
ENSMUSG00000032171	4.111564363	3.914410828	3.849869831	4.220616285	4.403502892	5.142434765	3.85487979	3.982182455	3.766787247	3.830673122	3.863395479	4.162815167	3.862561767	3.998206256	3.674627743	3.879640089	4.455577358	4.496536851
ENSMUSG00000038518	3.072431998	3.076173115	3.082956444	3.05919188	2.271788298	2.268322328	2.932484704	2.700645734	2.863429544	3.263780405	3.027099741	2.886767461	3.030312533	3.410207164	2.955176667	2.85284763	2.825461069	2.478027082
ENSMUSG00000006782	3.947990711	3.815447949	3.57476247	3.986971372	4.620717538	5.019034381	3.813400216	3.99153585	3.717297961	3.781517712	3.868269319	3.625800736	3.871764487	4.039247991	3.857295681	3.758718493	4.724114343	4.442532772
ENSMUSG00000048706	5.244592069	5.402715999	5.375297802	5.144411429	5.399196105	5.401214248	5.124394589	5.682845044	5.466887479	5.143316431	5.50732232	5.087203289	5.075592242	5.32542994	5.306122489	5.260729383	5.539099752	5.304625884
ENSMUSG00000028821	5.110519642	5.070436177	5.313394576	5.02131168	5.006173413	5.485615992	4.849077212	5.1408896	5.166709229	4.972059332	5.096189241	5.091571882	5.181150275	4.904597449	4.89709047	5.217408035	5.499649849	5.390921515
ENSMUSG00000020705	5.033140676	4.992633611	5.062491995	5.03988315	4.285004621	3.650267846	5.137526303	5.134571097	5.055610841	5.027924345	5.096189241	5.236691612	5.018732924	5.017758989	5.034483832	5.282825761	4.588187894	4.558146807
ENSMUSG00000028343	5.6468099	5.790717583	5.711892552	6.347705965	5.825644032	5.565351714	5.702083837	5.701488722	5.636222561	5.444265275	5.64290618	5.709960069	5.871061209	5.673160276	6.074751238	5.764589334	6.013141224	5.794110792
ENSMUSG00000022551	7.422618845	7.811154274	7.098852082	7.510326799	7.772085246	8.224306787	6.952133655	7.484531673	7.066206848	7.186169341	7.196715651	7.522293516	7.093101075	7.244549533	7.372000263	7.293964744	8.043369159	7.883453122
ENSMUSG00000039218	6.369374959	6.508600654	6.242289954	6.82820619	6.259057697	5.762647183	6.45958594	6.241840262	6.392736607	6.942413671	6.573346584	6.468088336	6.746188419	7.263724491	7.030202454	7.146613646	6.292456353	6.103455141
ENSMUSG00000027940	6.414796143	6.285712102	6.556722611	6.588957596	6.994746296	7.13987137	6.940668974	6.442133314	6.659516925	6.554068402	6.709186709	6.655391028	6.695034784	6.721000713	6.547882911	6.737666331	6.40208033	6.456379106
ENSMUSG00000020114	5.372361257	5.482677603	5.528456399	5.559193697	5.146667415	4.898643821	5.130037108	5.35711822	5.370934962	5.246540729	5.469333979	5.425019441	5.267356514	5.350104854	5.691585618	5.338389308	5.603196328	5.306516746
ENSMUSG00000038384	3.604841248	3.897432797	3.371688119	3.599544501	3.628097192	3.67303262	3.524464198	3.621604299	3.506227229	3.771482408	3.566283319	3.679024091	3.484794601	3.916856129	4.00070524	3.666487392	4.168363714	3.54052607
ENSMUSG00000037344	3.406828107	3.580371786	3.320964109	3.851608145	3.108021373	2.956628652	4.054013153	3.393666019	3.409829115	3.98628413	3.590080092	3.833066233	3.649018634	4.114150074	3.680516804	3.995672054	2.713762252	2.874547897
ENSMUSG00000028034	4.225001235	4.217736845	4.532028628	4.504208767	3.610285542	3.063874299	4.812115542	4.254968814	4.581327459	4.421222568	4.368896428	4.378379206	4.702766834	4.74257527	4.63429839	4.613688343	3.549583789	3.426912914
ENSMUSG00000089917	3.581525705	3.722107787	3.519598396	3.759366043	3.963539475	4.048716509	3.37407828	3.521847841	3.299816903	3.542803438	3.625055082	3.724739687	3.664987368	3.703642066	3.602017644	3.643901373	3.739808048	3.749560059
ENSMUSG00000033416	6.832010118	7.047355238	6.771215417	7.181774067	7.413181426	7.331600658	6.537370288	6.941493338	6.667473649	6.857796663	6.764544505	6.895986448	6.948920175	6.801835534	7.193033161	7.354335364	7.355236356	7.038678542
ENSMUSG00000063488	3.563788392	3.649603773	3.307999465	3.548577648	2.869311343	1.731156535	3.512993661	3.482586085	3.488636403	3.942232326	3.560272284	3.904328557	3.537789361	3.989855919	3.943081801	3.927178466	3.094352393	2.569052121
ENSMUSG00000006464	0.423923412	0.522336832	0.074706331	-0.121637613	-0.913948486	-0.569127161	0.429093375	0.389487263	-0.016024661	-0.103777761	0.148715731	0.275705763	-0.46762159	0.118526233	-0.737995962	-0.387085547	-0.075205318	0.343762456
ENSMUSG00000002477	3.352766307	3.282053064	3.56389711	3.684620877	3.133186045	3.114648477	3.681286742	3.597304367	3.629062459	3.242142288	3.414618856	3.38368105	3.772077353	3.319824727	3.39554686	3.531507025	3.242582533	3.698632692
ENSMUSG00000017801	4.717383202	4.733551076	4.634245261	4.983435779	5.272799748	5.571423025	4.608918659	4.647020893	4.738426489	4.514427229	4.817493838	4.581495928	4.768293555	4.714977096	4.811125101	4.690083033	5.330087675	5.23683423
ENSMUSG00000039114	7.273279089	7.178464487	7.09744001	7.554185128	7.133485728	6.894107054	7.036171398	7.175944692	7.075074252	7.221614451	7.4731284	7.206570006	7.110697891	7.319766067	7.328593488	7.492293021	7.649875649	7.015746131
ENSMUSG00000041845	5.15068002	5.085505576	5.334325504	5.120617455	5.662376045	6.187105551	5.26608095	5.538756999	5.323765007	5.5726196	5.141180733	5.126052418	5.294984023	4.933186516	4.958967305	5.367974895	5.66831621	5.776483375
ENSMUSG00000026102	3.238157175	3.02498134	3.164335833	3.254706463	2.859292232	2.799980584	3.14803488	3.173020977	3.173396427	3.056255397	2.973827613	2.983964864	3.178581371	3.378573775	3.409797283	3.254262497	3.17037037	2.864314727
ENSMUSG00000039473	4.556293371	4.323210051	4.520835342	4.752412981	4.635469304	3.963564174	4.562380424	4.300834768	4.539226181	4.535335132	4.614917759	4.63035526	4.539125064	4.815265281	4.819155275	4.834208479	4.535776068	4.23580822
ENSMUSG00000027523	8.649336272	9.01831969	8.518481057	8.625761409	8.942289306	9.317163883	8.326539649	8.797700364	8.514236303	8.599516377	8.638712664	8.708290027	8.671972916	8.784947945	8.747470211	8.622087955	9.136778106	9.230593437
ENSMUSG00000026004	2.349410695	2.590446936	2.368943351	2.733790777	0.802747358	-0.038655388	2.332588766	2.11845754	2.055245601	2.410189268	2.156316946	2.496602387	2.635778779	2.73666902	2.984035542	2.406310561	2.018567427	1.497794231
ENSMUSG00000026315	3.169449244	3.282053064	3.142592792	2.925757219	2.765844228	2.463765376	3.056185209	3.449031486	3.216779185	3.524994001	3.222457397	3.039287752	3.094608049	3.244611333	3.29164647	3.071708253	2.852084943	3.083060057
ENSMUSG00000032998	3.527645828	3.163975783	3.684165225	3.361919279	2.744229587	1.546242694	3.741502002	3.213551759	3.391014786	3.47020733	3.473377102	3.168969624	3.353000293	3.624942323	3.538586448	3.68872526	2.654492956	2.307234077
ENSMUSG00000028879	4.565235479	4.401563685	4.859765374	4.504208767	4.1517966	3.882866461	4.700250829	4.440564068	4.656773313	4.561779033	4.660584776	4.581495928	4.770755334	4.691997365	4.655382909	4.650976213	4.338065582	4.23580822
ENSMUSG00000039956	5.251995141	5.533014118	5.303630764	5.29309059	6.096910427	6.106822302	5.334471937	5.644818952	5.257795574	5.456844368	5.485284192	5.414596372	5.223100643	5.107329062	4.982993591	5.221227178	5.63420742	5.924184947
ENSMUSG00000032547	5.071303084	5.05520771	5.280588231	4.780293316	4.655871603	4.47836635	4.948225216	5.036314436	5.081266614	4.938817322	4.910208165	5.165955665	4.811975383	4.686840666	4.879278539	4.613688343	4.794438618	4.85801488
ENSMUSG00000030264	4.078635333	3.772639513	4.229179562	3.636621772	3.492065081	2.692668603	4.042091604	4.037414278	4.048715339	4.098913384	3.985052876	3.613701859	4.011543843	3.90358144	3.754964222	3.855270282	3.457221985	3.326126499
ENSMUSG00000019883	5.116615432	5.005895582	5.172084496	5.880968631	4.895322776	3.74463106	4.969362457	4.918667724	5.174064818	5.209853462	5.073156156	4.78670987	5.712355155	5.429433646	5.265560993	5.513675434	5.105080414	3.86696791
ENSMUSG00000090625	1.740179785	1.448863179	-0.269438649	0.364359049	0.716577556	0.033489684	-0.242666936	0.074433571	0.746290018	-0.86432879	0.489642945	-0.069670143	-0.46762159	1.303935489	-1.563135314	0.99813509	-0.179197494	0.220815695
ENSMUSG00000025877	3.446085178	2.894159197	3.333813284	3.948170721	4.450975973	4.943805905	4.00981062	3.791872676	3.568951768	3.968824486	4.174042858	3.649698285	3.956381374	4.159528394	3.638779449	3.986725288	2.825461069	4.40772397
ENSMUSG00000028884	2.806908771	2.57629243	2.711792995	3.05919188	3.53045478	4.22851988	3.056185209	2.820951887	2.881514873	2.753878788	3.009560026	2.749752028	3.156159991	2.795346014	3.06730218	3.224127966	3.282279735	3.615656413
ENSMUSG00000021687	5.3501132	5.347529567	5.508761747	5.120617455	4.664527887	4.240000233	5.30650705	5.394616724	5.322110626	5.436347279	5.227161329	5.637116928	5.400489048	5.001236469	5.174602061	5.381690337	4.900279947	4.659272424
ENSMUSG00000026944	4.232505259	4.678296742	3.813637499	5.053656529	4.880538281	5.007885236	3.993395162	4.199547858	3.949335492	4.134583773	4.011728377	4.175217148	4.357796997	4.676471642	5.015972036	4.803967874	5.681365966	4.516278344
ENSMUSG00000036867	2.922762333	3.173409783	2.721603289	2.994016669	3.020820236	3.848279804	2.637320889	2.912429354	2.826564197	2.680696221	2.81124188	3.168969624	2.865041798	2.833178764	3.102821025	3.105162088	2.953923382	3.326126499
ENSMUSG00000026817	0.257358632	-0.851400109	0.74756683	-1.553860714	0.671482461	0.698271555	1.203661306	0.331741585	1.031877874	-0.34444879	-0.213705479	-0.42145429	0.409473554	-0.078127518	-1.356065555	-1.880575449	-1.037660232	0.61186728
ENSMUSG00000024381	3.694508676	3.728521896	3.747955265	3.887940076	4.188271694	4.69682933	3.686401793	3.83407719	3.870033316	3.704494108	3.808667536	3.774495483	3.956381374	3.703642066	3.867656968	3.800162089	4.204971803	4.397115423
ENSMUSG00000007891	9.468315137	9.09612961	9.137178538	9.514474615	10.16401524	10.87099383	9.363650426	9.507550455	9.330807081	9.51051472	9.836614928	9.216706164	9.326506699	9.651930696	9.363077514	9.59515376	9.477172726	9.922054997
ENSMUSG00000024900	9.069379625	9.26728632	8.847441945	8.415848028	8.653984986	8.575297348	8.698315316	8.907392068	9.019294237	9.131855789	9.00762694	8.912985961	8.797853065	9.074371122	9.033019186	8.509279033	9.13474647	8.363169723
ENSMUSG00000024789	3.726747421	3.325012612	4.006534881	3.666807829	2.744229587	1.815423844	3.60230156	3.495792413	3.552113742	3.720231319	3.687053455	3.833066233	3.969299663	3.748880346	3.472237591	3.805259821	2.333997774	2.666500414
ENSMUSG00000040254	0.909151677	0.635879026	1.573027383	-0.041359441	-1.606258738	-1.864380054	0.612252307	0.550029766	0.785236537	0.676134155	0.438127605	0.829924942	1.051631133	0.446047824	0.294368398	1.033318047	-0.69165635	-1.024619626
