fid	Experimental mass	rt	Platform	Mode	Identifier	Name	Peptide	Halogenated	Plant	NaturalProduct	MDM	Drug	Food	Formula	Adduct	Molecular Weight	mz Error (ppm)	ionizationScore	finalScore	kegg_compound	kegg_uri	hmdb_compound	hmdb_uri	lipidmaps_compound	lipidmaps_uri	metlin_compound	metlin_uri	pubchem_compound	pubchem_uri	inChiKey	pathways	cas	_TPIDX	TP_Class	TP_Class_argmax	TP_max_corr2	TP_max_corr2_Apex	TPMetrics	TPMetrics_rank	_quant_LD2169	_quant_LD2170	_quant_LD2171	_quant_LD2243	_quant_LD2244	_quant_LD2245	_quant_LD2162	_quant_LD2163	_quant_LD2164	_quant_LD2213	_quant_LD2214	_quant_LD2215	_quant_LD2166	_quant_LD2157	_quant_LD2158	_quant_LD2223	_quant_LD2224	_quant_LD2225
N29	325.18407	9.794	C18	NEG	67738 ; 82912	Dodecylbenzenesulfonate								C18H30O3S	M-H	326.191565516	1	-2	-2			HMDB0059915 ; HMDB0031031	http://www.hmdb.ca/metabolites/HMDB0031031 ; http://www.hmdb.ca/metabolites/HMDB0059915			87362.0	https://metlin.scripps.edu/metabo_info.php?molid=87362	8485 ; 25457	https://pubchem.ncbi.nlm.nih.gov/compound/8485 ; https://pubchem.ncbi.nlm.nih.gov/compound/25457	WBIQQQGBSDOWNP-UHFFFAOYSA-N ; KWXICGTUELOLSQ-UHFFFAOYSA-N	[]		1184 ; 1183					0.0	1	1.5760137401	-0.0960346975	-1.0528847491	-0.1272634207	0.0300832895	0.6183540832000001	-0.3016976121	1.89408159	-0.779194755	0.1879600883	-1.7097316924	-0.5119339275	-0.6705445516	-1.4901496518	-0.3453315151	1.0873096538	1.1568258101	0.4381036201
N537	327.17958	9.787	C18	NEG	27601	LMSD{ FA 17:2;O5 }								C17H30O7	M-H-H2O	346.199156	3	-2	-2	C04529	http://www.genome.jp/dbget-bin/www_bget?cpd:C04529			LMFA01170075	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01170075	45918.0	https://metlin.scripps.edu/metabo_info.php?molid=45918	5460247	https://pubchem.ncbi.nlm.nih.gov/compound/5460247	QFOFNCNFUGQWTO-DYVFJYSZSA-N	[]		10917	FA	FA	[0.9442724458204335]	[313.16391]	17.860489815424973	1	1.6458799838	0.5874371308	-0.964131404	-0.4307414978	-0.0439245232	0.5297911021	-0.2671650396	1.8824438967	-0.8359462835	0.1531664568	-1.6920499693000002	-0.6524201397	-0.6705729381000001	-1.5257327918	-0.4801287114	1.105500424	1.2272460993	0.4313482049
N564	327.23232	9.895	C18	NEG	180798 // 25857 // 26285 ; 26284 ; 26286	FA 22:6 // FA 22:6; LMSD{ FA 22:6 } // LMSD{ FA 22:6 }								C22H32O2	M-H	328.24023 // 328.2402302664 // 328.240230268 // 328.240231	2	-2 // -2 // -2	-2 // -2 // -2	 // C06429 // 	 // http://www.genome.jp/dbget-bin/www_bget?cpd:C06429 // 	 // HMDB0002183 // 	 // http://www.hmdb.ca/metabolites/HMDB0002183 // 	 // LMFA01030185 // LMFA01030684 ; LMFA01030685 ; LMFA01030683	 // http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030185 // http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030685 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030683 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030684	 // 3457.0 // 74286.0 ; 74284.0 ; 74285.0	 // https://metlin.scripps.edu/metabo_info.php?molid=3457 // https://metlin.scripps.edu/metabo_info.php?molid=74286 ; https://metlin.scripps.edu/metabo_info.php?molid=74285 ; https://metlin.scripps.edu/metabo_info.php?molid=74284	0 // 445580 // 0	https://pubchem.ncbi.nlm.nih.gov/compound/0 // https://pubchem.ncbi.nlm.nih.gov/compound/445580 // https://pubchem.ncbi.nlm.nih.gov/compound/0	 // MBMBGCFOFBJSGT-KUBAVDMBSA-N // QPBINMRNALMRNT-UHFFFAOYSA-N ; DSPYHXFXVLHAIZ-UHFFFAOYSA-N ; CMTSTCUCQFCZHU-UHFFFAOYSA-N	[] // [] // []	 // 6217-54-5 // 	11167 // 11168 // 11176 ; 11175 ; 11174	FA	FA	[0.9731682146542827]	[303.23285]	32.10290275598473	1	-0.6452006237	1.2813327142	-1.2151449585	1.1218546229	-0.7784734347000001	1.3928580976	-1.4256237389	1.0704882348	0.4769821023	0.9239261895	-1.7800015290000002	0.304791605	0.0047226688	-0.5261361037	-0.1278492709	0.9261396026	-1.0801984797	-1.139612657
N136	327.23265	11.673	C18	NEG	180798 // 25857 // 26285 ; 26284 ; 26286	FA 22:6 // FA 22:6; LMSD{ FA 22:6 } // LMSD{ FA 22:6 }								C22H32O2	M-H	328.24023 // 328.2402302664 // 328.240230268 // 328.240231	1	-2 // -2 // -2	-2 // -2 // -2	 // C06429 // 	 // http://www.genome.jp/dbget-bin/www_bget?cpd:C06429 // 	 // HMDB0002183 // 	 // http://www.hmdb.ca/metabolites/HMDB0002183 // 	 // LMFA01030185 // LMFA01030684 ; LMFA01030685 ; LMFA01030683	 // http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030185 // http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030685 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030683 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030684	 // 3457.0 // 74286.0 ; 74284.0 ; 74285.0	 // https://metlin.scripps.edu/metabo_info.php?molid=3457 // https://metlin.scripps.edu/metabo_info.php?molid=74286 ; https://metlin.scripps.edu/metabo_info.php?molid=74285 ; https://metlin.scripps.edu/metabo_info.php?molid=74284	0 // 445580 // 0	https://pubchem.ncbi.nlm.nih.gov/compound/0 // https://pubchem.ncbi.nlm.nih.gov/compound/445580 // https://pubchem.ncbi.nlm.nih.gov/compound/0	 // MBMBGCFOFBJSGT-KUBAVDMBSA-N // QPBINMRNALMRNT-UHFFFAOYSA-N ; DSPYHXFXVLHAIZ-UHFFFAOYSA-N ; CMTSTCUCQFCZHU-UHFFFAOYSA-N	[] // [] // []	 // 6217-54-5 // 	4401 // 4402 // 4409 ; 4410 ; 4408	FA	FA	[0.9814241486068112]	[395.21983]	48.33759614195187	1	-0.22002675	1.3021177544	-2.2508999057	0.9014568159	-0.1367221519	0.921045487	-0.9295357414	0.6802788160000001	-0.0111789102	0.8642425407000001	-1.9369803629	0.3218114245	0.3538358435	0.0281483987	0.6199302752	1.2046580911	-0.5792481723	-1.1329334525
N588	333.1354	8.03	C18	NEG	170828 ; 170830 ; 170829 ; 170827 ; 170831 ; 170832	Arg Cys Gly	Pep							C11H22N6O4S	M-H	334.14232	1	-2	-2							17505.0 ; 22759.0 ; 20662.0 ; 20459.0 ; 21935.0 ; 16038.0	https://metlin.scripps.edu/metabo_info.php?molid=17505 ; https://metlin.scripps.edu/metabo_info.php?molid=16038 ; https://metlin.scripps.edu/metabo_info.php?molid=20459 ; https://metlin.scripps.edu/metabo_info.php?molid=21935 ; https://metlin.scripps.edu/metabo_info.php?molid=20662 ; https://metlin.scripps.edu/metabo_info.php?molid=22759	0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]		11298 ; 11301 ; 11300 ; 11299 ; 11302 ; 11303					0.0	1	1.4659725922	-0.3466884961	-0.9542975879	-0.945294089	0.2448832172	0.9550349493	0.3757693157	1.5653963251	-0.8640703344	-0.0079067716	2.3758857922	-0.128117594	-0.3178888241	-1.5038731627000002	-0.9622374381	-0.3043843635	0.1022308388	-0.7504143691
N588	333.1354	8.03	C18	NEG	189192 // 155762 // 188609	Asteltoxin // (Dimethoxyphenyl)-(methoxyphenoxy)propane-diol // Ethoxy-dihydro-methoxy-methyl-<(methyl-butenyl)oxy>-oxo-isobenzofurancarbaldehyde								C18H22O6	M-H	334.1416	3	-2 // -2 // -2	-2 // -2 // -2	 // C21419 // 	 // http://www.genome.jp/dbget-bin/www_bget?cpd:C21419 // 							139591700 // 0 // 139586048	https://pubchem.ncbi.nlm.nih.gov/compound/139591700 // https://pubchem.ncbi.nlm.nih.gov/compound/0 // https://pubchem.ncbi.nlm.nih.gov/compound/139586048	BKIWXDGTJBVMPR-FHLIZLRMSA-N // IEWUCQVFAWBYOC-UHFFFAOYSA-N // MAZUBWIGPYRZLF-UHFFFAOYSA-N	[] // [] // []	 // 10535-17-8 // 	11304 // 11305 // 11306					0.0	1	1.4659725922	-0.3466884961	-0.9542975879	-0.945294089	0.2448832172	0.9550349493	0.3757693157	1.5653963251	-0.8640703344	-0.0079067716	2.3758857922	-0.128117594	-0.3178888241	-1.5038731627000002	-0.9622374381	-0.3043843635	0.1022308388	-0.7504143691
N588	333.1354	8.03	C18	NEG	127347	Amifloxacin		x				Drug		C16H19FN4O3	M-H	334.144118699	4	-2	-2			HMDB0041826	http://www.hmdb.ca/metabolites/HMDB0041826			96152.0	https://metlin.scripps.edu/metabo_info.php?molid=96152	55492	https://pubchem.ncbi.nlm.nih.gov/compound/55492	RUXPNBWPIRDVTH-UHFFFAOYSA-N	[]	86393-37-5	11307					0.0	1	1.4659725922	-0.3466884961	-0.9542975879	-0.945294089	0.2448832172	0.9550349493	0.3757693157	1.5653963251	-0.8640703344	-0.0079067716	2.3758857922	-0.128117594	-0.3178888241	-1.5038731627000002	-0.9622374381	-0.3043843635	0.1022308388	-0.7504143691
N588	333.1354	8.03	C18	NEG	152558 // 154610	Agrimol // Filicin				NP				C36H44O12	M-2H	668.28328	3	-2 // -2	-2 // -2	C10669 // C10693	http://www.genome.jp/dbget-bin/www_bget?cpd:C10669 // http://www.genome.jp/dbget-bin/www_bget?cpd:C10693					68479.0 // 68501.0	https://metlin.scripps.edu/metabo_info.php?molid=68479 // https://metlin.scripps.edu/metabo_info.php?molid=68501	442900 // 0	https://pubchem.ncbi.nlm.nih.gov/compound/442900 // https://pubchem.ncbi.nlm.nih.gov/compound/0	PFWJPXGNICZIQB-UHFFFAOYSA-N // CBJLTLWLKQTVHD-UHFFFAOYSA-N	[] // []	 // 4482-83-1	11308 // 11309					0.0	1	1.4659725922	-0.3466884961	-0.9542975879	-0.945294089	0.2448832172	0.9550349493	0.3757693157	1.5653963251	-0.8640703344	-0.0079067716	2.3758857922	-0.128117594	-0.3178888241	-1.5038731627000002	-0.9622374381	-0.3043843635	0.1022308388	-0.7504143691
N588	333.1354	8.03	C18	NEG	61189 ; 47052 // 96708 ; 95459	{[(dihydroxyphenyl)-(dimethylocta-dien-yl)-hydroxy-(methylbut-en-yl)-oxo-dihydro-benzopyran-yl]oxy}-trihydroxyoxane-carboxylate // {[(dimethylocta-dien-yl)-dihydroxy-(methylbut-en-yl)-oxo-dihydro-benzopyran-yl]-hydroxyphenoxy}-trihydroxyoxane-carboxylate								C36H44O12	M-2H	668.283276857	3	-2 // -2	-2 // -2			HMDB0129787 ; HMDB0129786 // HMDB0129785 ; HMDB0129784	http://www.hmdb.ca/metabolites/HMDB0129786 ; http://www.hmdb.ca/metabolites/HMDB0129787 // http://www.hmdb.ca/metabolites/HMDB0129785 ; http://www.hmdb.ca/metabolites/HMDB0129784					0 // 0	https://pubchem.ncbi.nlm.nih.gov/compound/0 // https://pubchem.ncbi.nlm.nih.gov/compound/0	ODWUCVJQEFPJKK-UHFFFAOYSA-N ; BNEXMTWQJHGHEE-UHFFFAOYSA-N // JXPKQIJCFMAMFD-UHFFFAOYSA-N ; BBKRWAHCNUMJHK-UHFFFAOYSA-N	[] // []		11310 ; 11312 // 11311 ; 11313					0.0	1	1.4659725922	-0.3466884961	-0.9542975879	-0.945294089	0.2448832172	0.9550349493	0.3757693157	1.5653963251	-0.8640703344	-0.0079067716	2.3758857922	-0.128117594	-0.3178888241	-1.5038731627000002	-0.9622374381	-0.3043843635	0.1022308388	-0.7504143691
N588	333.1354	8.03	C18	NEG	154184	Palmatine				NP				C21H22NO4	M-H-H2O	352.1549	3	-2	-2	C05315	http://www.genome.jp/dbget-bin/www_bget?cpd:C05315					6992.0	https://metlin.scripps.edu/metabo_info.php?molid=6992	19009	https://pubchem.ncbi.nlm.nih.gov/compound/19009	QUCQEUCGKKTEBI-UHFFFAOYSA-N	[]	3486-67-7	11314					0.0	1	1.4659725922	-0.3466884961	-0.9542975879	-0.945294089	0.2448832172	0.9550349493	0.3757693157	1.5653963251	-0.8640703344	-0.0079067716	2.3758857922	-0.128117594	-0.3178888241	-1.5038731627000002	-0.9622374381	-0.3043843635	0.1022308388	-0.7504143691
N588	333.1354	8.03	C18	NEG	69717	Coriandrone								C18H24O7	M-H-H2O	352.152203122	5	-2	-2			HMDB0029972	http://www.hmdb.ca/metabolites/HMDB0029972			86629.0	https://metlin.scripps.edu/metabo_info.php?molid=86629	131750936	https://pubchem.ncbi.nlm.nih.gov/compound/131750936	ZSKZYWHCOISHNI-UHFFFAOYSA-N	[]		11315					0.0	1	1.4659725922	-0.3466884961	-0.9542975879	-0.945294089	0.2448832172	0.9550349493	0.3757693157	1.5653963251	-0.8640703344	-0.0079067716	2.3758857922	-0.128117594	-0.3178888241	-1.5038731627000002	-0.9622374381	-0.3043843635	0.1022308388	-0.7504143691
N509	337.20518	10.115	C18	NEG	180299	Prostaglandin biotin								C36H60N4O6S	M-2H	676.42336	2	-2	-2							44944.0	https://metlin.scripps.edu/metabo_info.php?molid=44944	0	https://pubchem.ncbi.nlm.nih.gov/compound/0		[]		10435					0.0	1	1.1573059881	-0.5505284095	-1.0787647178	-1.0810440694	0.8304748649	1.6872624279	0.9853964723	1.5966762368	-0.9026865494	0.295610863	-0.8314485841	0.9553680757	-0.5096947774	-1.5448705918	-1.325343429	0.1753697268	-0.0253317121	0.1662481851
N696	349.23553	12.469	C18	NEG	27471 ; 25746 ; 32245 ; 25744 ; 25757 ; 25748 ; 25747 ; 25745 ; 27447 ; 25756 ; 25684 ; 27479 // 168187 ; 25956 ; 25957 ; 25749 ; 168185 ; 164251 ; 25754 ; 25759 ; 25955 ; 168184 ; 168180 ; 164250 ; 26617 ; 168182 ; 25760 ; 26466 ; 25761 ; 26465 ; 168189 ; 25960 ; 25758 ; 25755 ; 25743 ; 168183 ; 168191 ; 26464 ; 25742 ; 25961 ; 168188 ; 25753 ; 168181 ; 25752 ; 25751 ; 168190 ; 25959 ; 25958 ; 25750 ; 168186	LMSD{ FA 18:1 } // FA 18:1; LMSD{ FA 18:1 }				NP				C18H34O2	M-H+HCOONa	282.25588 // 282.25588 ; 282.255880332 ; 282.255880335 ; 282.255881 // 282.255880332 ; 282.255881	2	-2 // -2	-2 // -2	C12103 ; C21944 ; C08367 ; C08363 ; C00712 // C01712	http://www.genome.jp/dbget-bin/www_bget?cpd:C00712 ; http://www.genome.jp/dbget-bin/www_bget?cpd:C12103 ; http://www.genome.jp/dbget-bin/www_bget?cpd:C08367 ; http://www.genome.jp/dbget-bin/www_bget?cpd:C21944 ; http://www.genome.jp/dbget-bin/www_bget?cpd:C08363 // http://www.genome.jp/dbget-bin/www_bget?cpd:C01712	HMDB0003231 ; HMDB0240219 ; HMDB0000207 // HMDB0041480 ; HMDB0062242 ; HMDB0062218 ; HMDB0000573	http://www.hmdb.ca/metabolites/HMDB0003231 ; http://www.hmdb.ca/metabolites/HMDB0000207 ; http://www.hmdb.ca/metabolites/HMDB0240219 // http://www.hmdb.ca/metabolites/HMDB0041480 ; http://www.hmdb.ca/metabolites/HMDB0000573 ; http://www.hmdb.ca/metabolites/HMDB0062218 ; http://www.hmdb.ca/metabolites/HMDB0062242	LMFA01030067 ; LMFA01030066 ; LMFA01030063 ; LMFA01030002 ; LMFA01030077 ; LMFA01030065 ; LMFA07040056 ; LMFA01140008 ; LMFA01030076 ; LMFA01030064 ; LMFA01140041 ; LMFA01140033 // LMFA01030294 ; LMFA01030292 ; LMFA01030061 ; LMFA01030069 ; LMFA01030880 ; LMFA01030081 ; LMFA01030881 ; LMFA01030080 ; LMFA01030068 ; LMFA01030078 ; LMFA01030071 ; LMFA01030295 ; LMFA01030075 ; LMFA01030079 ; LMFA01030070 ; LMFA01030293 ; LMFA01030296 ; LMFA01030062 ; LMFA01030882 ; LMFA01031090 ; LMFA01030073 ; LMFA01030074 ; LMFA01030290 ; LMFA01030291	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01140033 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01140008 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030002 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030063 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030077 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030076 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030067 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030064 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA07040056 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030065 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030066 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01140041 // http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030294 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030880 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030069 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030073 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030075 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030074 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030080 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030081 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030061 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030293 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030078 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030070 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030079 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01031090 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030068 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030290 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030295 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030882 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030881 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030071 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030291 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030292 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030296 ; http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA01030062	3407.0 ; 34752.0 ; 34753.0 ; 3553.0 ; 34751.0 ; 190.0 ; 97409.0 ; 3552.0 ; 45890.0 ; 34750.0 // 34754.0 ; 73809.0 ; 34758.0 ; 34749.0 ; 34954.0 ; 74416.0 ; 73966.0 ; 34959.0 ; 34759.0 ; 34757.0 ; 34756.0 ; 34760.0 ; 73968.0 ; 34960.0 ; 74417.0 ; 34958.0 ; 34762.0 ; 73964.0 ; 34763.0 ; 73804.0 ; 73807.0 ; 34748.0 ; 73805.0 ; 34755.0 ; 73808.0 ; 3406.0 ; 34955.0 ; 73967.0 ; 73969.0 ; 34957.0 ; 73963.0 ; 34956.0 ; 73806.0 ; 74418.0 ; 34761.0 ; 73965.0	https://metlin.scripps.edu/metabo_info.php?molid=3407 ; https://metlin.scripps.edu/metabo_info.php?molid=34750 ; https://metlin.scripps.edu/metabo_info.php?molid=34753 ; https://metlin.scripps.edu/metabo_info.php?molid=34751 ; https://metlin.scripps.edu/metabo_info.php?molid=97409 ; https://metlin.scripps.edu/metabo_info.php?molid=34752 ; https://metlin.scripps.edu/metabo_info.php?molid=190 ; https://metlin.scripps.edu/metabo_info.php?molid=3553 ; https://metlin.scripps.edu/metabo_info.php?molid=45890 ; https://metlin.scripps.edu/metabo_info.php?molid=3552 // https://metlin.scripps.edu/metabo_info.php?molid=74417 ; https://metlin.scripps.edu/metabo_info.php?molid=73968 ; https://metlin.scripps.edu/metabo_info.php?molid=73964 ; https://metlin.scripps.edu/metabo_info.php?molid=34759 ; https://metlin.scripps.edu/metabo_info.php?molid=34957 ; https://metlin.scripps.edu/metabo_info.php?molid=73806 ; https://metlin.scripps.edu/metabo_info.php?molid=73808 ; https://metlin.scripps.edu/metabo_info.php?molid=73809 ; https://metlin.scripps.edu/metabo_info.php?molid=73963 ; https://metlin.scripps.edu/metabo_info.php?molid=34749 ; https://metlin.scripps.edu/metabo_info.php?molid=34762 ; https://metlin.scripps.edu/metabo_info.php?molid=73965 ; https://metlin.scripps.edu/metabo_info.php?molid=74418 ; https://metlin.scripps.edu/metabo_info.php?molid=34960 ; https://metlin.scripps.edu/metabo_info.php?molid=73966 ; https://metlin.scripps.edu/metabo_info.php?molid=34755 ; https://metlin.scripps.edu/metabo_info.php?molid=74416 ; https://metlin.scripps.edu/metabo_info.php?molid=34748 ; https://metlin.scripps.edu/metabo_info.php?molid=73804 ; https://metlin.scripps.edu/metabo_info.php?molid=34754 ; https://metlin.scripps.edu/metabo_info.php?molid=3406 ; https://metlin.scripps.edu/metabo_info.php?molid=73807 ; https://metlin.scripps.edu/metabo_info.php?molid=34958 ; https://metlin.scripps.edu/metabo_info.php?molid=34756 ; https://metlin.scripps.edu/metabo_info.php?molid=34763 ; https://metlin.scripps.edu/metabo_info.php?molid=73967 ; https://metlin.scripps.edu/metabo_info.php?molid=34760 ; https://metlin.scripps.edu/metabo_info.php?molid=34956 ; https://metlin.scripps.edu/metabo_info.php?molid=73805 ; https://metlin.scripps.edu/metabo_info.php?molid=34955 ; https://metlin.scripps.edu/metabo_info.php?molid=34757 ; https://metlin.scripps.edu/metabo_info.php?molid=34758 ; https://metlin.scripps.edu/metabo_info.php?molid=34959 ; https://metlin.scripps.edu/metabo_info.php?molid=34761 ; https://metlin.scripps.edu/metabo_info.php?molid=73969 ; https://metlin.scripps.edu/metabo_info.php?molid=34954	445639 ; 5281125 ; 443625 ; 5281127 ; 0 ; 5282761 // 637517 ; 5282755 ; 5312441 ; 0 ; 6161490	https://pubchem.ncbi.nlm.nih.gov/compound/5281125 ; https://pubchem.ncbi.nlm.nih.gov/compound/445639 ; https://pubchem.ncbi.nlm.nih.gov/compound/5281127 ; https://pubchem.ncbi.nlm.nih.gov/compound/443625 ; https://pubchem.ncbi.nlm.nih.gov/compound/0 ; https://pubchem.ncbi.nlm.nih.gov/compound/5282761 // https://pubchem.ncbi.nlm.nih.gov/compound/5282755 ; https://pubchem.ncbi.nlm.nih.gov/compound/5312441 ; https://pubchem.ncbi.nlm.nih.gov/compound/0 ; https://pubchem.ncbi.nlm.nih.gov/compound/637517 ; https://pubchem.ncbi.nlm.nih.gov/compound/6161490	DLPRXTUOPLIHNV-FOCLMDBBSA-N ; ZQPPMHVWECSIRJ-KTKRTIGZSA-N ; AQWHMKSIVLSRNY-BUHFOSPRSA-N ; FSTZKYGQVCLPSX-UHFFFAOYSA-N ; CNVZJPUDSLNTQU-SEYXRHQNSA-N ; PGRBVLPTXLOMNB-UHFFFAOYSA-N ; UWHZIFQPPBDJPM-FPLPWBNLSA-N ; OMZUUGOYASJZKP-UHFFFAOYSA-N ; OBNDIDKDLXSSCB-CCEZHUSRSA-N ; GPWJVXHWELIFNF-UHFFFAOYSA-N ; CNVZJPUDSLNTQU-OUKQBFOZSA-N ; UWHZIFQPPBDJPM-BQYQJAHWSA-N // RVUCYJXFCAVHNC-QXMHVHEDSA-N ; WRIDQFICGBMAFQ-ZHACJKMWSA-N ; OBNDIDKDLXSSCB-PFONDFGASA-N ; CYSXFFUIJWHWRH-UHFFFAOYSA-N ; ZQPPMHVWECSIRJ-MDZDMXLPSA-N ; QXJSBBXBKPUZAA-UHFFFAOYSA-N ; OXEDXHIBHVMDST-SREVYHEPSA-N ; OXEDXHIBHVMDST-VOTSOKGWSA-N ; LKOVPWSSZFDYPG-WUKNDPDISA-N ; BDLLSHRIFPDGQB-WAYWQWQTSA-N ; AQWHMKSIVLSRNY-YPKPFQOOSA-N ; KSIKGJKZYDOVFA-ONEGZZNKSA-N ; LKOVPWSSZFDYPG-MSUUIHNZSA-N ; WRIDQFICGBMAFQ-KHPPLWFESA-N ; QXJSBBXBKPUZAA-HJWRWDBZSA-N ; DPUHOWDIWWPPIP-IHWYPQMZSA-N ; QXJSBBXBKPUZAA-CMDGGOBGSA-N ; DPUHOWDIWWPPIP-NSCUHMNNSA-N ; BDLLSHRIFPDGQB-AATRIKPKSA-N ; RVUCYJXFCAVHNC-VAWYXSNFSA-N ; KSIKGJKZYDOVFA-ARJAWSKDSA-N ; JQBJOWDLTJOBRO-PLNGDYQASA-N ; JQBJOWDLTJOBRO-SNAWJCMRSA-N ; DLPRXTUOPLIHNV-NXVVXOECSA-N	[] // []	112-80-1 ; 506-17-2 ; 693-72-1 // 112-79-8	12298 ; 12260 ; 12242 ; 12299 ; 12300 ; 12263 ; 12241 ; 12267 ; 12297 ; 12296 ; 12315 ; 12284 // 12262 ; 12256 ; 12302 ; 12252 ; 12254 ; 12257 ; 12248 ; 12261 ; 12287 ; 12265 ; 12288 ; 12301 ; 12249 ; 12255 ; 12309 ; 12285 ; 12244 ; 12294 ; 12247 ; 12295 ; 12305 ; 12304 ; 12250 ; 12286 ; 12308 ; 12289 ; 12306 ; 12245 ; 12266 ; 12246 ; 12243 ; 12290 ; 12291 ; 12311 ; 12292 ; 12307 ; 12251 ; 12253	FA // WE	FA	[0.9731682146542827, 0.9091847265221878]	[585.48544, 283.26397]	31.49979420146379	1	-0.1923223423	0.988059313	-1.2862885825	1.4877089409	0.4687583209	1.4671768869	-1.0702491589	1.376655671	0.0157673493	0.614061017	-1.4622904492	-1.7445791694	0.6002625774	-0.3207127024	-0.5248136383	0.4745776981	0.1807540971	-1.0725258286
