fid	Experimental mass	rt	Platform	Mode	_quant_LD2169	_quant_LD2170	_quant_LD2171	_quant_LD2243	_quant_LD2244	_quant_LD2245	_quant_LD2162	_quant_LD2163	_quant_LD2164	_quant_LD2213	_quant_LD2214	_quant_LD2215	_quant_LD2166	_quant_LD2157	_quant_LD2158	_quant_LD2223	_quant_LD2224	_quant_LD2225
N1	885.54802	16.302	C18	NEG	-0.0637525478	0.9769253749	-1.8057113534	1.10119615	-0.1277175385	1.3776992152	-1.029221404	1.1813898724	-0.3522623346	0.6529073856000001	-1.9680603585	-0.3219308443	0.417323016	0.1190277932	0.5896320616	0.9425200737	-0.2049134507	-1.4850511107
N2	804.5751	19.724	C18	NEG	2.4048714319	-1.1670144808	-0.326092619	0.7197533329	-0.4599257721	-0.0116349746	0.7057881591	1.2497956106	-1.179062891	-0.2743994967	0.2489124056	-1.0625584093	1.272903418	-1.1014919193	-0.1046387715	-1.2676186403	0.804121049	-0.4517074324
N3	883.53182	15.792	C18	NEG	-0.0708930191	0.4189783266	-1.7526375518	0.8786932918	-0.0009017901	1.1414658812	-1.0803038669	1.2623464203	-1.0720811606	0.6997725521	-1.81395067	0.6748591985	0.5231502239	0.0943827665	1.0791006615	0.8263792886	-0.2868715332	-1.5214890192
N4	802.55911	18.807	C18	NEG	2.4343098593	-0.3288012017	0.1259980325	0.6144122748	0.4488466409	0.6830222665	-0.1064293607	1.5410189018	-1.5733759332	-0.4762734898	-0.6233551567	0.0305499005	-0.4386083246	-0.9644238145	1.001991189	-1.7629120321	-0.2366164771	-0.369353275
N5	762.50662	17.058	C18	NEG	0.6006455312	0.8787326688	-1.7833793037	0.8716183647	-0.6243581852	0.9543651797	-0.3383470226	1.4009320297	0.1435971094	0.7999743086000001	-1.6158290428000002	-0.1047055013	0.9375323424	-0.1679946877	0.7283810441	0.2721080773	-1.0327664533	-1.9205064594
N6	826.55882	18.392	C18	NEG	0.7599387266000001	0.3958557735	-2.4548869618	0.4172385431	-0.8139595787	0.1476979047	0.1288151245	1.3327054424	0.1119455195	0.9534606984	-0.7957466614	-0.5126095563	1.0960644172	0.2211770254	1.0957493631	0.2728120903	-0.3210274913	-2.0352303791
N7	747.5652	16.792	C18	NEG	-0.3908528205	0.8315494611	-1.0028094452	1.3062944727	-2.3466139132	0.5473624601	0.6655801935	1.2623326125	-0.2087044384	0.5099772572	1.5962526351	-1.1405916973	0.1018791405	0.1979395907	-1.3339618572	0.2317694487	-0.7479241217	-0.0794789785
N8	540.33037	10.662	C18	NEG	-0.2378981474	0.6745619428	-2.1539606861	1.190488577	-1.534382278	1.2191794103	-0.6877134643	1.2286552616	-0.0429376378	0.0344916769	-0.9998697979	-0.6217692732	0.9340402912	0.5880468062	0.2861596002	1.432748019	-0.5909095346000001	-0.7189307659
N9	850.55826	18.167	C18	NEG	0.8932704208000001	0.8891365982	-2.0060100289	0.8718898302	-0.7240331950000001	0.7022344938	-0.1152723366	1.1975263217	-0.3194470667	0.5064919389	-1.755280476	-0.4387930692	1.0423654873	-0.1055671622	0.6043979298000001	0.9233321733	-0.4241137647	-1.7421280948
N10	500.27797	9.825	C18	NEG	-0.6748380168	1.2777710233	-1.4472618732	1.377943982	-0.4884867963	1.6012561611	-1.4891858758	0.730002683	0.32487181	0.8830113695	-1.2871563445	0.2885864444	-0.2659995413	-0.4795759997	-0.2966836057	1.474391694	-0.6968962081000001	-0.8317509061
N11	819.51703	16.348	C18	NEG	-0.2313304314	1.5006613253	-1.963010189	0.5494401428	-0.8948862379	1.2107924295	0.0977632632	1.5335139696	0.2490848183	0.963452613	-1.3392331613	-0.8153921818000001	0.9254174271	0.0501473693	-0.0104026448	0.3411012257	-0.8200475901000001	-1.3470721474
N12	828.57385	19.224	C18	NEG	0.2118959212	1.0961460918	-0.6727202239	1.3684853251	1.4783038798	1.4353472907	-1.7396114858	0.9215356093	-0.7169510279	0.0824421975	-1.3142815427	-0.1621276358	-0.4906308579	-0.8747732091	-0.1315927451	0.8217799640000001	0.2012360339	-1.514483585
N13	568.36144	11.98	C18	NEG	0.2690449651	0.9123970087	-1.9800868152	1.9138579837	-0.7806996302	1.1836960358	-0.802559561	0.6097389396	-0.1670471581	0.0913086344	-1.0034258476	-1.2842672752	0.3838472096	0.0836640574	-0.6716625714000001	1.7194585134	0.0029185378	-0.480183027
N14	887.56249	17.004	C18	NEG	0.7980722185	-0.1454270771	0.1368836502	0.7257366222	1.0943284497	0.6685868165000001	-0.6862244608	-0.2294606622	-3.2831346863	-0.4469143167	-0.8785459334	-0.5183474267	0.1465780605	-0.0565094235	0.2290664399	1.1433737471	1.0852351445	0.2167028375
N15	773.53171	17.523	C18	NEG	0.5496808211	1.071364695	0.5069684201	-0.30193824	-0.1936874288	-0.496081833	1.4042361854	0.5824787755	-0.0106474314	-0.0759969209	1.034249865	-2.4881829996	0.4806729096	0.2728673809	-1.9478413101	-0.6819488003	-0.78386338	1.0776692915
N16	764.52207	17.408	C18	NEG	1.2343235968	0.6851916158	-0.8880262362	1.2442021	0.5596433661	1.296662555	-1.3939480591	0.7061666708000001	-0.9100665103	0.3770650955	-2.2428278767	-0.6631902444000001	0.4242298392	-0.8522452243	0.2503360018	1.1230585002	-0.2391563808	-0.7114188096
N17	465.30387	13.098	C18	NEG	-1.2243997821	0.5143855013	-1.3203278535	2.209462037	-1.4686357039	0.6980073065	0.4572757184	0.4462790249	-1.4169199709	-0.2052633441	-0.1515468222	-0.2321863923	0.9456949216	0.1013206941	-0.5541340754	1.7372398517	-0.439541773	-0.0967093381
N18	738.50735	17.228	C18	NEG	1.1925036445	0.5329191870000001	-1.1181443673	1.4467159714	-0.0316472956	1.342109545	-1.1826546539	0.6292250396	-0.9045666498	0.1752947528	-2.054679896	-0.8118166913	0.3335128221	-0.7325295658000001	0.2740305082	1.4843373936	0.2288583064	-0.8034680507
N19	566.34622	10.886	C18	NEG	-0.4850437623	1.0595732545	-1.6620596368	1.6081354295	-0.0745561931	1.7839652511	-1.3222958262	0.6549298801	-0.201681279	0.0344380867	-0.9636282349	-0.4937115005	-0.1937052501	-0.4427419373	-0.7929391142000001	1.9278266435	-0.3592044445	-0.0773013664
N20	854.58935	20.033	C18	NEG	0.9465827094	0.9724412615	-1.4212254592	0.3707411051	-0.5601381737000001	0.4905440067	0.0384199946	1.137611717	0.2146302747	1.0691847881	-1.3845819454	-0.4442410187	0.9308439933	0.1946890952	0.7410920536000001	-0.3149535914	-0.2971986838	-2.684442127
N21	857.51657	15.592	C18	NEG	0.2675655987	-0.20906605	-2.215092614	1.2334066097	-0.0487523671	0.7405307476	-0.6032146697	1.1016782713	-0.0604013561	0.4892842871	-1.9305313059	0.4769088455	0.9011798276	-0.0406211444	1.4503649362	-0.2794945979	0.1768666135	-1.4506116321
N22	856.60557	21.713	C18	NEG	0.3760127058	1.367124936	-1.5140141299	1.7959347688	0.3730729083	1.2911162332	-1.2932324324	0.4375804358	-0.437551402	0.259673835	-1.3970334853	-0.7587754302	-0.5473904272	-0.8770865351	-0.5951381676	1.3422141035	0.7113015494	-0.5338094659
N23	480.3093	10.665	C18	NEG	-0.3412447042	0.3452200949	-1.7442401394	0.7631137263000001	-1.1682973013	1.9763591477	-0.6618947562	0.8868340602	-0.0889893785	-0.1564105789	-0.8973619157	-0.6349110135	0.4570398988	0.2792657111	-0.0352145559	2.3011633613	-0.6499997103	-0.6304319466
N24	480.30913	11.502	C18	NEG	0.1960360454	1.1706310943	-1.7923135783	1.695115018	-0.2529977766	1.3949821629	-1.3480087443	1.0891274749	0.1638940503	0.5433401802	-0.9701140806	-0.5048333553000001	-0.0095939581	-0.2909915839	-0.349445552	1.1659924273	-0.4022101572	-1.498609667
N25	524.2777	9.895	C18	NEG	-0.4850150152	1.2589829021	-1.7741947218	1.1717943258	-0.5585112703	1.3931753741	-1.1683754721	1.1165975276	0.4215156991	0.9563778196	-1.6178035452	0.2984349825	0.1911279616	-0.2848182686	0.0695165045	0.9728042231	-0.9446300061	-1.0169790208
N26	311.1685	9.113	C18	NEG	1.7635280999999998	0.2934762797	-1.0806741333	-0.6478360765	-0.3580183602	0.8478313670000001	-0.0939716463	1.9747151382	-0.7899963241	0.0337834575	-1.8613462643	-0.8390762157	-0.3776886962	-1.0654430335	-0.0962652087	1.1434113264	1.0280255663	0.1255447237
N27	766.53811	18.281	C18	NEG	1.6150699367	1.189568345	-0.2134080875	1.7130049857	-0.2578662156	1.1217281666	-1.0188833753	0.5777909521	-1.0572360069	0.4346468929	-1.3687000107	-1.169430718	-0.6204599083	-1.4060699097	-0.2765129861	1.1106249084	-0.1148221266	-0.2590448428
N28	514.28391	6.249	C18	NEG	0.5827322835000001	-0.6945520655	-0.6071924238	-1.2043662613	-0.152754154	-0.5727662732000001	0.9449993881	0.4558616971	-0.2744873688	-1.539031867	0.507848697	-0.7937929237	1.490413607	0.8434638961	1.7636783244	-1.853045043	0.0569065887	1.0460838983
N29	325.18407	9.794	C18	NEG	1.5760137401	-0.0960346975	-1.0528847491	-0.1272634207	0.0300832895	0.6183540832000001	-0.3016976121	1.89408159	-0.779194755	0.1879600883	-1.7097316924	-0.5119339275	-0.6705445516	-1.4901496518	-0.3453315151	1.0873096538	1.1568258101	0.4381036201
N30	452.27793	10.317	C18	NEG	-0.5191359763	0.5696325919	-1.805287089	1.4437488074	-0.6618712662	1.5412478042000002	-1.1686422702	1.4483574319	0.5484172381	0.9748266812	-0.3719711973	-0.1101120524	0.3156556773	-0.139120754	0.1238617315	0.5530925924	-1.0692088019	-1.6734911486
N31	852.57342	18.599	C18	NEG	1.3525826724	0.5047050107000001	-2.2549878795	0.4517738371	0.3497672539	0.5419259228000001	-0.5326911067	1.4243803266	-0.2915686207	1.8140535905	-0.8346938823000001	-0.373503154	0.258865104	-1.0491127357	0.2718438706	0.1886424586	-0.2989791913	-1.523003477
N32	776.54354	18.335	C18	NEG	0.7210981169	-1.2568250379	-0.1325356324	1.2329281302	1.0390951941	0.6966636973	-0.8773227219	-0.7472171125	-1.7159493362	-1.5067548617000002	0.0873764091	-0.1056489462	0.1065489843	-0.5495048299	0.351709231	1.6110540639000002	1.6753004844	-0.6300158324
N33	788.52134	17.266	C18	NEG	0.5928417757000001	0.7526521703	-2.00668041	0.6835733528	-0.3318842503	0.9247635298	-0.302357737	1.3568851375	0.0930929629	0.7889239863	-1.591217375	-0.1513972008	1.2076593108	-0.0708632054	0.7689056157	0.178388721	-1.1059768731	-1.7873095116000002
N34	859.53205	16.114	C18	NEG	0.1569231162	0.3583909713	-1.2696360631	1.179005269	1.029002454	1.1940341525	-1.6668602007	0.3212003381	-1.2818977814	-0.0525912529	-2.0437155639	0.3867313684	-0.0341032556	-0.4035604869	0.3541388335	1.4430965144	0.8997744454000001	-0.5699328581
N35	771.51653	16.826	C18	NEG	-0.9098426439	1.5017333242	-1.4168838249	1.0514492405	-1.4863657706	1.2360470089	-0.1485036677	1.8986032667	0.2292237441	0.4565251028	-0.601837803	-1.4485320343	0.4229634243	0.5461288207	-0.2609389799	0.2592018282	-0.3304862602	-0.998484776
N36	953.53476	16.285	C18	NEG	0.4575775912	1.0555431459	-1.6824254085	-0.0783073272	0.0051296571	1.4108874927	-0.9074769158	1.2220227433	-0.4658083092	0.7145515345	-2.2382045303	-0.4685243299	0.5888682	0.118414017	0.7449595448	0.9314420802	-0.0718052107	-1.3368439751
N37	339.1997	10.45	C18	NEG	1.338818133	0.2298701362	-0.9987656063	-0.4358281615	0.0529556486	0.9168051921	-0.3786835502	1.6729428829	-0.7092970813	0.2978968471	-1.3618455098	-0.4202144651	-0.7799967823	-1.8222102102	-0.8099425821	1.37860002	1.3621665955	0.4667284933
N38	747.51686	17.74	C18	NEG	0.8507886029	0.4650197383	-0.5998275679	0.6956885198	-0.1191563406	0.2698699594	0.0235714633	0.0848695684	-0.3604586677	-0.1089156908	0.7944202148	-1.5059582223	-2.2460895467	-0.9242029109	-1.0969956484	0.3626107341	1.7976008948	1.6171648996
N39	810.52722	17.947	C18	NEG	1.7192117451	0.1570165024	-0.9633162881	-1.0537046919	0.8498120923	0.0319592344	0.2093557238	0.196740335	-0.1397897702	0.7332305335	-0.6392230447	-2.7356472281	0.2628270933	-0.1786896661	-0.5492438308	-0.1586260095	1.7409211535	0.5171661162
N40	865.50078	15.758	C18	NEG	-0.2514075552	1.104758145	-1.8970629174	0.205469756	-0.9771829916	0.9528258196	0.074742824	1.5031565589	0.5203226899	1.1227914529	-1.396490522	-0.1958344152	1.1206171193	0.3320279899	0.3934560491	0.090334166	-1.0000759147	-1.7024482545
N41	599.3192	10.812	C18	NEG	-1.0735891931	0.2325420783	-1.5148553174	0.7701299296	-0.6709576299000001	1.7466866905	-1.198091449	0.6371376229	-1.1393058631	0.1724511536	-0.8575591853000001	-0.6809588094	1.1885614525	1.1240667037	0.3666836388	1.6163014619	0.0613063404	-0.7805496251
N42	800.54367	18.044	C18	NEG	0.6789586116	-0.766753301	-1.3425528627	0.0938810281	1.3016221293	-0.1358702838	-0.2748487296	0.6791422491	0.0709947106	-0.4525103648	-1.4461823173	1.3681439247	1.1935165431	0.4396299101	1.6326286799	-0.2714125439	-0.8701717446	-1.8982156391
N43	782.49663	16.731	C18	NEG	-0.7510501224	1.0387258327	-1.7936427785	0.8198278775000001	-0.238712742	1.4563880289	-0.9167899167	1.7989727314	-0.2099217081	0.5593068791	-1.8339538819	-0.710380345	0.1523377605	-0.5802633523	0.0414403011	0.6798485977000001	0.4572823279	-0.7204656122
N44	588.33005	10.104	C18	NEG	0.0832789572	1.0441154316	-1.6648873034	1.0485443081	-0.6983451718	1.3977452732	-1.1438375316	1.3317124818	0.3277716612	0.973750517	-1.9617034657	-0.1691888543	0.1859831178	-0.0409472677	-0.0765181169	0.9957012958	-1.1396119759	-0.4935633565
N45	795.51673	16.512	C18	NEG	-0.0898509306	1.5783976483000002	-2.1163246503	0.9859007881	-1.2207930182	0.9402943195	0.0825494844	1.3802445165	0.147641894	0.8860343253	-1.2550241074	-1.0752586137	0.841921389	-0.0405872784	-0.2994604005	0.6213622125	-0.4548303633	-0.9122172152
N46	745.50158	16.495	C18	NEG	-0.5279263701	1.5076777695	-0.6942371189000001	1.6914368013	-1.6205446322	1.2185577958	0.3290488226	1.0788349122	-0.5962269851	0.1094410218	-0.1827111715	-2.0240700118	0.0238438003	-0.2430361458	-1.1305426481	0.9262626422	-0.0319932935	0.1661848113
N47	740.52112	17.584	C18	NEG	-0.5825003175	0.2531303228	-1.9830816876	1.2859539957	1.2041208039	1.4354625633	-2.0202800886	0.6868345772000001	-0.2906521649	0.0589722912	-1.1987486767	0.7162134311	0.3886092746	-0.1225379114	0.7794602782000001	0.5684457918	-0.3483907923	-0.8310116909
N48	619.28792	9.223	C18	NEG	-0.2090114173	0.8434328737000001	-0.980059397	0.9025773669	-1.2206705648	1.7505456697	-0.8762750763	0.9898196574	-0.240852347	0.678221688	-2.1080095082	-0.2275071244	0.4983499947	0.4116780159	0.2517108034	1.2854639863	-1.3699011186	-0.3795135023
N49	478.29404	10.637	C18	NEG	-0.1212761559	0.9151910524	-1.3393280168	1.6016579672	0.3551759693	1.576238877	-1.8654477458	0.8336339376	-0.2402529394	0.6045600459	-1.2407869159	0.2272082944	0.0928876043	-0.4655446906	-0.0236175668	1.2178360321	-0.976957293	-1.1511784561
N50	265.14805	8.045	C18	NEG	1.5456574543	-0.4414149502	-1.0120384958	-1.0519052693	0.2989831063	0.9887226907	0.4545224034	1.5228224344	-0.920931391	-0.0889972092	2.2603782335	0.046757373	-0.3071839847	-1.4719892622	-0.9116510315	-0.2668709092	0.0982419791	-0.7431031715
N51	861.54689	16.201	C18	NEG	1.1783679743	-0.0343181667	-0.3504807848	0.6516282107	2.481939629	-0.0758265077	-0.8158219990000001	-0.1474294608	-1.3889240789	-0.8216898427	-1.4572240527	0.7586355595000001	-0.5917724626	-0.8779213228	-0.7066589632	1.2371636675	0.8638492997	0.096483301
N52	872.5609	19.757	C18	NEG	2.0808157206	-1.1996199477	-0.2633170253	-0.9437392037	-0.6197548671	-0.3101005195	0.7411627158	1.2750886271	-0.3445170239	0.1530944571	0.5006128881	-1.1696837172	1.2973000205	-1.0342275733	0.9058821918	-1.6296447457	0.7644014571000001	-0.2037534546
N53	612.3297	10.164	C18	NEG	0.2743078003	0.9645665721	-1.6474504569	1.0540313538	-0.241999825	1.2369420469	-1.0564778285	1.3038105773	0.166919046	0.6979401299	-2.4449142228	0.0096253521	0.329899185	-0.1840894548	0.0103428055	0.9778554269	-0.9703735733	-0.4809349346
N54	566.34542	11.731	C18	NEG	-0.9406343822	-0.6198937272	-0.5771235754	-0.4855983738	-0.5243798962	-0.5151439424	-0.756651406	2.3974124235	-0.8589388653000001	-0.7402259423	-0.5931797116	1.1948490958	1.0018131939	1.1830284655	1.2832196146	-0.518015024	-0.5364132258000001	-0.5320334725
N56	564.33018	10.071	C18	NEG	0.070116199	0.8672102209	-1.1103804822	1.4577980276	-0.1271203733	1.708584228	-1.6298258849	1.0367066429	-0.1858099477	-0.1198479296	-1.9220171427	0.0223805915	0.1122425694	0.1588825778	-0.0345817998	1.3720394528	-1.1104087872	-0.5659681626
N57	817.50131	16.074	C18	NEG	-0.2495796267	1.0835074037	-2.2121477614	0.3727671862	-1.0232386005	0.7871249646	-0.0855059952	1.5157693599000002	0.4317889058	0.9443510155	-1.3297517027	-0.2086371963	1.2190297037	0.3088438079	0.5712246458	0.149133853	-0.7174190395000001	-1.5572609238
N58	714.50712	17.386	C18	NEG	-0.0951180926	-1.3237650582	0.5577914276	0.5946917728000001	0.7009667469	1.3362927441	-1.1131184775	0.4239909502	-0.5095291928	-1.1394999227	-0.9139485642	0.7717306971	1.5572695127	0.1922950809	1.719455041	-0.1591814377	-1.1209209592	-1.4794022685
N59	790.53785	18.096	C18	NEG	1.8771099515	1.0330482754	-1.8647906955	1.106932741	-0.6472428207	0.6989929022	0.7483420606000001	1.0099119216	-0.2556057442	0.2981374465	-0.6475357997	-1.4189578879	0.7919859937	-0.3409775634	0.2636605974	-0.5150488959	-0.7026706666	-1.4352918158
N60	834.54945	16.412	C18	NEG	0.4232863629	-2.3954766545	1.0600650533	-1.1043112345	0.278275713	-0.7176322304	0.2998322044	-0.645287048	0.7593223332	-0.3478036793	0.8735076101	0.70410658	0.6755286819	0.7258075076	0.8053550614	-2.1640753389	0.1934216912	0.5760773865000001
N63	890.53855	14.881	C18	NEG	0.123983601	-2.9512811042	0.2284288115	-0.5579852956	-0.0622798936	-0.2805236344	0.3253504787	0.1162698958	1.1526527974	0.8403100097	0.8485915123000001	0.3670564921	0.4976377346	0.7451452801	0.6297634936000001	-2.1337631431	0.229930087	-0.1192871229
N64	836.56405	16.68	C18	NEG	0.4670968373	-2.6135075083	0.8919455756	-1.0133552163	0.5979675758	-0.5776803393000001	0.431231808	-0.5559080142	0.6112155	-0.0496526171	1.1647715804	0.3217914252	0.1617200749	0.4302492505	0.2116909363	-2.1198651812	0.7453293281000001	0.8949589843
N65	528.30945	10.756	C18	NEG	-0.7604535128000001	1.5065857406	-1.5040604564	1.2963387181	-0.6151704248000001	1.5900643711	-1.1938743907	0.6506471367000001	0.4780522154	0.9893477373	-0.8316081652	0.1028081709	-0.4650314673	-0.7566763629000001	-0.6785896022	1.4847646946	-0.2899339811	-1.0032104213
N66	824.54279	17.941	C18	NEG	0.7256850183	-0.3095547719	-1.2878887559	0.7566384183	-0.2211931895	0.3428058824	1.2006223504	0.2666711757	-1.0717036736	-0.364435607	-0.8489342780000001	-0.3782421991	1.2820240626	-0.6707330399	0.6414168477000001	1.4958052689	0.8582959588	-2.4172794684
N67	716.52249	18.123	C18	NEG	1.4117321123	-0.9470282393	0.9068091733	0.3304776067	0.4584502682	0.3273721401	0.638802254	-0.7573715965000001	-0.7986036199000001	-0.8780536631	1.9918959907	-0.8666568761000001	-0.4861787274	-1.7433939279	-1.3643527716	0.0645952081	0.5855067328	1.1259979357
N68	508.34047	11.982	C18	NEG	0.2136005032	0.8966456433000001	-1.9612691431	1.9063015573	-0.7406285658	1.2536128047	-0.7372214197	0.7269015794	-0.1791519936	0.1007210884	-0.9591379055	-1.335426461	0.3260140633	0.024664093	-0.7822270552	1.6591971818	0.0899340898	-0.5025300604
N69	806.49639	16.606	C18	NEG	0.2276018716	0.7974457411	-1.7033112563	0.8418833097	0.0901527052	1.3897056893	-0.987275252	1.0372676731	-0.4931734548	0.5837145849	-2.393044745	0.1089578554	0.5255328948	-0.4258759766	0.4881633148	1.1279845706	-0.0236943211	-1.1920352046
N70	638.36648	11.496	C18	NEG	0.2135799003	-2.9710993934000003	0.9311047392	-0.8577265275	0.2320035995	-0.9945756127	1.0763232592	-1.1168164289	0.4576783259	-0.1647099029	1.440112569	-0.0488279755	0.0166091768	0.6753604555	0.1101797007	-0.4066940225	0.4408952272	0.96660291
N71	876.57306	18.305	C18	NEG	1.1873132936	0.6522813239	-2.1691712361	0.8186622624000001	0.5252126547	0.8065471604000001	-0.5025476052	0.7554994293	-0.6095763556	0.2069457062	-1.7031660617000002	-0.5327537713	1.1112187987	-0.4530588569	0.5585872451	1.1499225312	-0.29156077	-1.5103557487
N72	514.28391	5.244	C18	NEG	0.7722981222	-0.5541127144	-0.4660406505	-1.2654543797	0.3819233609	-0.2047373618	0.7692283243	0.4359948497	-0.4594306647	-1.9620627129	0.174525144	-1.5478602086	1.4156507456	0.7893905821	1.4392574544	-1.2546500011	0.3386926601	1.1973874503
N73	760.49102	16.23	C18	NEG	0.1196695967	0.7510842583	-1.6131186101	0.8511067055	-0.0698458039	0.9825617929	-0.8867676669000001	1.2520784361	0.0999080661	0.9877177048	-1.7118205608	0.6908190324	0.6846199399	-0.3283971013	0.7726323392000001	0.4422156472	-1.0459860398	-1.9784777365
N74	858.55083	16.363	C18	NEG	0.2779705049	-0.7713278241	0.5218095247	-1.8000383379	0.1226959225	-1.3879923081	0.5696409109	-0.9250640039	0.8740471738000001	-0.055200159	0.8702079688000001	0.5026430396	0.5875107197	1.1669601135	0.529043582	-2.5113397214	0.2968663048	0.360238765
N75	736.4915	16.342	C18	NEG	0.3348321409	0.8664868250000001	-1.0755745862	1.4257786893	0.1597021359	1.3096131299	-1.6093603899	0.8909775076	-0.6660224337	0.6839464528	-1.9275991665	0.3942319351	-0.0720977888	-0.7670321749	0.4828243436	1.2417504934	-0.4665483754	-1.2059087381
N76	526.29353	10.275	C18	NEG	-0.7773989433	1.2809027675	-1.5779548521	1.2502103613	-0.4903015144	1.5729660834	-1.2838513047	0.8352020157000001	0.5900051916	0.9789535167	-1.0005744099	0.2156610994	-0.5888858467	-0.6736521875	-0.5880399991	1.4826188761	-0.3035026542	-0.9223582
N77	981.51665	12.711	C18	NEG	-0.9216130439	-1.1635089196	1.0096253813	-1.974707898	0.2033849746	-1.3302013556	-0.5344439314	-1.4694704057	-0.1856175052	-0.6810988928	1.2279488315	0.7426120939	0.5744529656	1.3017387628	0.7398915079	-0.225736461	0.6969610216000001	0.6005374934000001
N78	821.53169	16.916	C18	NEG	-0.8744855829	1.5579657069	-2.0061008138	1.0951089354	-0.4780130908	1.4027125372	-0.8040120426	1.2894337507	0.1903877806	0.9969705195	-1.0948882639	-1.4386623284	0.4292049265	0.0975266735	0.1021481527	0.3700436563	-0.2050427268	-0.63029779
N79	871.53153	16.031	C18	NEG	-0.4086262332	0.407206076	-1.7593253667000002	0.7954320954	-0.206551762	0.9862150401	-1.1583277639	1.1688013011	-0.4374127687	0.6273273856	-1.8245338386	0.6819078605000001	0.6627957661	0.4439584243	1.2435535252	0.8360406711	-0.3823304969	-1.6761299153
N80	506.32504	10.912	C18	NEG	-0.5662184432	1.0906966837	-1.7355238898	1.5542165730000002	-0.0134672801	1.7582031888	-1.3940589579	0.6895567922	-0.1214006383	0.0627047492	-0.8978008603000001	-0.4586790178	-0.2439381945	-0.4442187834	-0.8654283609000001	1.8577803214	-0.2421269283	-0.0302969539
N82	873.5485	16.597	C18	NEG	0.0149578916	-0.198625052	-0.8768671002	1.1944960277	1.2765945927	1.2171234536	-1.8252266468	0.4652054093	-1.0392113505	0.1921384469	-2.2938559978	0.3315974374	0.0375605244	-0.3842619155	0.6305385999	1.1404011437	0.6763697928	-0.5589352573
N84	697.35547	11.394	C18	NEG	0.0749129311	-3.1379049938	1.1033242307	-0.5676790261	0.7646872057	-0.6537220989	0.5851978892	-1.1763191543	-0.0126491401	-0.3239597729	1.232072909	0.0572506968	-0.0472264641	0.7240747030000001	0.1599740821	-0.461250554	0.6539467678	1.0252697889
N85	588.46572	15.306	C18	NEG	-0.6370737355	0.4115176344	-0.3010324281	2.0288195172	-1.0669598108	0.143760336	1.0367420808	1.1325936386	-0.0811964354	-0.6123094093	-1.0169156551	0.8318831515	1.1162900107	-0.1771567603	0.3544368447	0.3217789784	-1.8257691416	-1.659408816
N86	878.58922	19.408	C18	NEG	2.2043233043	0.6039889422	-0.2214482039	0.9930198053	-0.5007196857	0.6534603505000001	0.772718392	-0.0012379612	-1.3605972091	-0.1042507476	-1.8197455895	-1.1758442342	1.246060144	-0.6064080852	0.3628292751	0.5708082516	-1.1438047796	-0.4731519688
N87	778.56007	19.583	C18	NEG	2.0240677062	-0.7540585689	1.1013506889	-0.8697878408	-0.9168328669	-1.0510758416	0.9475637605	0.3825643442	-0.6409971918	-0.1862389271	0.7903170664	-0.5830271228	1.3880974014	-0.4430833352	0.3704666212	-1.8576654652	-0.6285110178000001	0.9268505893
N88	509.28798	10.355	C18	NEG	-0.4588584607	1.2068156488	-0.3638938996	0.9474075513	-2.0078601307	1.4750567825	0.5763723749	0.8293969643	-0.0881271234	0.2524598768	0.1460004612	-1.3530867795	-0.0084522612	-0.1830535249	-1.57336374	0.9686786081	-1.3311797586	0.9656874107
N89	624.35095	11.27	C18	NEG	0.2924478876	-3.2277723141	1.0189526554	-0.6584672759	0.4472474481	-0.82613138	1.032838052	-1.1136461165	0.3472763744	-0.2725216733	1.0486076997	0.0188660747	0.1168469617	0.6335827923	0.0984151394	-0.2804021632	0.378968518	0.9448913198
N90	834.52598	17.909	C18	NEG	1.3901093834	0.6687240697	-1.5740026257	1.0008548388	0.163267434	1.2190953034	-0.4819504366	0.5250084071000001	-0.1103837825	0.0332930956	-2.3965693436	-0.4873149109	0.7176554176000001	-0.604645364	0.8046437802	0.7615819301000001	-0.2270470031	-1.4023201936
N91	797.53167	17.057	C18	NEG	-0.234140194	1.6270682029	-1.090222375	1.3998281125	-1.2229276993	1.225947357	0.9558513882	1.1625420888	-0.7527410885	0.6056487013	-0.4660446687	-1.6777133192	-0.3478519051	-0.6470443005000001	-1.279861091	0.8073747558000001	0.1780871336	-0.243801099
N93	536.29912	10.883	C18	NEG	-0.1656008165	-3.1505058033	0.913215489	-0.554345669	0.4888607168	-0.6572272076	0.7470853471000001	-1.1388046877	0.5328783043	0.0324111099	1.3304501813	0.4809295811	0.5144932160000001	0.7480871968	0.4651632966	-0.7380555351	-0.4227373448	0.5737026251
N94	914.53851	15.131	C18	NEG	0.6869959115000001	-1.0166598521	-1.53549968	0.2002785592	-1.5977700897	0.3519855769	0.4242502941	0.5393531185	1.1677963558	0.8931980514000001	-1.5409432392	0.9639376036	0.8971294089	0.6905826685	0.8553829955000001	-0.7338123192	0.4149874975	-1.6611928612
N95	524.29884	11.244	C18	NEG	-0.3037905665	1.0275431438	-1.8113934105	1.4791331680000002	-0.2797017535	1.5635377183	-0.7078100352000001	0.6420063619	-0.2938765284	0.7395333474	-0.8327914936	-1.2573355667	-0.0305951342	-0.5501900767	-1.2075992781	1.7176410754	0.4536626447	-0.3479736162
