MID	1004596	1008097	1008631	1012545	1022407	1027537	1054953	1056512	1057494	1062180	1066842	1068336	1087775	1095550	1097616	1108839	1117666	1119219	1121094	1134952	1163255	1172809	1173930	1175004	1178677	1179608	1192338	1195760	1196562	1197219	1197763	1199581	1201199	1201277	1207801	1218073	1226780	1230573	1238327	1244248	1252056	1273646	1275996	1277584	1290444	1295520	1311144	1313904	1321856	1331474	1331916	1337814	1361790	1365052	1372136	1372590	1380424	1384536	1389526	1393734	1394942	1399040	1436873	1440344	1463699	1474832	1476994	1483880	1497564	1501052	1501394	1504004	1504947	1518573	1521943	1525582	1538140	1540773	1547098	1548440	1552128	1553636	1567970	1573785	1574299	1591420	1596440	1596575	1606409	1617608	1628967	1640776	1653105	1669850	1669855	1670861	1671260	1673643	1673724	1699509	1752720	1759424	1767620	1770063	1772400	1774351	1781229	1783121	1788170	1790891	1809016	1821454	1832310	1843887	1874023	1874421	1875589	1887756	1912853	1918983	1926181	1926351	1941857	1942853	1943712	1944942	1955210	1958214	1963243	1975030	1980311	1982074	1998999	INCOV001-BL	INCOV002-BL	INCOV003-BL	INCOV004-BL	INCOV005-BL	INCOV006-BL	INCOV007-BL	INCOV008-BL	INCOV009-BL	INCOV010-BL	INCOV011-BL	INCOV012-BL	INCOV013-BL	INCOV014-BL	INCOV015-BL	INCOV016-BL	INCOV017-BL	INCOV018-BL	INCOV019-BL	INCOV020-BL	INCOV021-BL	INCOV022-BL	INCOV023-BL	INCOV024-BL	INCOV025-BL	INCOV026-BL	INCOV027-BL	INCOV028-BL	INCOV029-BL	INCOV030-BL	INCOV031-BL	INCOV032-BL	INCOV033-BL	INCOV034-BL	INCOV035-BL	INCOV036-BL	INCOV037-BL	INCOV038-BL	INCOV039-BL	INCOV040-BL	INCOV041-BL	INCOV042-BL	INCOV043-BL	INCOV044-BL	INCOV045-BL	INCOV047-BL	INCOV048-BL	INCOV049-BL	INCOV050-BL	INCOV051-BL	INCOV052-BL	INCOV053-BL	INCOV054-BL	INCOV055-BL	INCOV056-BL	INCOV057-BL	INCOV058-BL	INCOV059-BL	INCOV060-BL	INCOV061-BL	INCOV062-BL	INCOV063-BL	INCOV064-BL	INCOV066-BL	INCOV067-BL	INCOV068-BL	INCOV069-BL	INCOV070-BL	INCOV071-BL	INCOV072-BL	INCOV073-BL	INCOV074-BL	INCOV075-BL	INCOV076-BL	INCOV077-BL	INCOV078-BL	INCOV079-BL	INCOV080-BL	INCOV081-BL	INCOV082-BL	INCOV083-BL	INCOV084-BL	INCOV086-BL	INCOV087-BL	INCOV088-BL	INCOV090-BL	INCOV091-BL	INCOV092-BL	INCOV093-BL	INCOV094-BL	INCOV095-BL	INCOV096-BL	INCOV097-BL	INCOV098-BL	INCOV099-BL	INCOV100-BL	INCOV101-BL	INCOV102-BL	INCOV103-BL	INCOV104-BL	INCOV105-BL	INCOV106-BL	INCOV107-BL	INCOV108-BL	INCOV109-BL	INCOV110-BL	INCOV111-BL	INCOV112-BL	INCOV113-BL	INCOV114-BL	INCOV115-BL	INCOV116-BL	INCOV117-BL	INCOV119-BL	INCOV120-BL	INCOV121-BL	INCOV122-BL	INCOV123-BL	INCOV124-BL	INCOV125-BL	INCOV126-BL	INCOV127-BL	INCOV128-BL	INCOV130-BL	INCOV131-BL	INCOV132-BL	INCOV133-BL	INCOV134-BL	INCOV135-BL	INCOV136-BL	INCOV137-BL	INCOV139-BL	INCOV142-BL
M1	0.78068456		1.093995098	0.60386925	0.699325165	1.143618236	0.587340504	0.481278372	1.357455028		0.996170993	1.706777801	1.521683875	1.049534571	0.742114542	0.875227581	0.971974369	1.396720826	1.050186591	0.787015953	0.846899738	0.837708236	1.367093103	1.008411527	1.291073491		0.638512312	0.447030835	0.678519316	1.015638581	0.780960778	0.795121511	0.894011869	0.493880605	1.154222429	0.577763841	1.188178082	1.455841019	1.239374713	1.572516563	0.768823401	0.563763227	0.888892326	0.606155985	1.0858023	1.061490652	0.336821004	0.984368368	0.616508313	1.057188161	0.48163295	1.010747962	1.564142504	0.738829765	1.2124425	0.773258364	1.57385932	1.240976666	1.979211197	0.695982748		0.894465761	1.864094667	0.714501046	1.02408941	1.480856482	0.611380357	0.697506522	0.683604039	1.114418896	1.648105072	2.016742533	0.802629778	1.322972625	0.958721962	1.117128896	0.963228545	0.851407444	1.388797656	1.145606863	1.323081725	1.208398961	2.020023163	1.434117531	0.937457925	0.847609002	0.90599384	1.199869036	0.986454021	0.800497407	0.884792929	0.579214624	0.707132802	1.564509708	1.325295891	1.129393281	1.949326393	0.867987208	0.758030359	0.988121526	0.90273035	0.465900835	0.830599313	0.442122906	0.806402135	0.295752382	1.146096872	0.892152805	0.399369933	0.661245519	1.079564163	2.045336276	1.276071025	0.414112525	1.01106967	0.451577658	0.980276238	0.64300472	0.459870965	1.063514548	1.108866248	0.670165367	1.120603567	1.022832993	0.980457183	0.910309002	1.000576938	1.179273552	1.347809378	1.3947729	1.123104913	0.211775453	1.372394309			0.586062985	0.839982505	0.638417233	1.169503428	0.700548172	0.700569573	0.389799192	0.554522779	0.627063488	1.116567581		0.242077302	0.410286429	0.501624241	1.471796531	1.201176669	1.607960205	0.831296997	0.486834115	1.868787759	0.518876681	0.873462432	0.693381298	1.000184318	0.490556812	1.039591861	0.607697512	0.563717294	1.24089887	0.873051124	0.365283853	0.312297113	1.862011403	1.037866939	0.856618715	0.854574882	1.322906229	0.673916702	0.503493188	1.901417991	1.112338936	0.719124598		0.825792447	2.069601049	0.43143914	0.927086093	0.747766272	0.521694663	0.792966497	0.801189236	0.370180484	0.523242265	1.679602091	0.823801536	0.83325976	1.281498356	1.683523504	0.517153168	1.003874867	0.581614812	1.334556699	0.997159043	1.220992096	0.487640459	1.646335269	2.119983385	0.491062212	0.826376006	1.291845499	0.872873963	0.951741529	1.094440651	0.99596757	1.016749292	1.680532679	1.191934601	2.018895349	0.586181276	1.622170976	1.610940835		0.921086905	1.130902501	0.991908674	1.541008984	0.670383534	0.676041538	1.125319067	1.064287406	1.226814155	0.611154969	1.598932787	0.968865732	1.936289622	1.155551885	0.800745068	0.295449222	0.578694334	2.207611457	0.910485717	1.041911224	1.296403042	0.629870117	1.151511813	1.591437415	1.261113823	0.836055971	0.878617674	1.357883585	1.743141843	1.55853989	1.542985702	0.539322742	1.416926576	1.868529105	1.199683048	0.613756044	1.25004975	1.548783285	1.345913739	0.658292457	1.064541314	0.719333979	0.837269948	0.172597625	0.209066694	0.723258162	1.064520341	1.682526547	0.669126888
M2	1.914102595	0.722351202	0.410542328	0.977808872	1.087672167	0.449193192	3.000836931	0.74270914	0.299623461	1.677304631	0.611479226	0.760307387		0.592651523	1.801818908	1.626138777	0.796087573	1.088091694	2.507219758	0.770393439	0.685395215	0.426464979	0.494089407	0.916806107	0.945310464	1.990220529	0.799234769	0.232360199	2.11590682		0.755605795	0.381525531		0.684172949	3.000312694	0.3236973	0.816875197	0.950573308	0.538402146	2.256914963	0.671844503	1.000219617	0.785621287	1.099753326	1.171961422	0.858783874		0.838746083	0.725202117	0.662797216	0.961544834	0.907865872	1.370406817	1.20753851	2.300550498	0.836281381	1.274991811	0.64819457	3.756622943	1.042056597	4.382637661	0.731013505	0.450768721	0.845549711	0.680188989		0.321092388	0.419837613	0.524373051	0.228438598	0.773184029	0.731276665	1.282000689	1.010513292	2.566513493	0.749113484	0.630067245	0.841785842	1.154862004	1.633642495	1.192704389	0.825294062	1.038369468		2.504500077	1.233758958	2.271365839	1.545196108	1.528147769	0.592102154	0.724270491	0.69617048	0.768160242	3.996483948	0.844210181	0.827539438			0.625176268	0.479026139	0.258148624	0.159040854			1.463149877	3.288863876	0.354008456	0.93221194		1.360543938	2.098461535	1.490326823	0.726690613	0.617963684	1.149689691		0.590417334	0.52475529	0.529971782	1.030654217	1.154580296	0.629789775	1.278080884	1.034516641	0.233404328	1.500895421	2.175009903	0.270514046	0.957818573	0.357925796	0.364345348		1.022289549	1.069591	0.686773346	1.193087565	0.454993268	1.905690153	0.563445546	1.004985749		0.874192061	0.460393782		1.741995122		0.961299452			1.057833632		0.602840364		0.785993687		1.142361313	1.003129323	0.766101425	0.69753419	1.244087059		0.438462232	0.334389835		1.224124601	1.2382252		0.792962104	0.785996986	0.75035235	1.363931513	5.597341406		0.612356145	0.520627188	1.297939874		1.266098782	1.458396385	1.888654627	1.155369312	0.486015683	3.156226913	2.367177172	0.544203169	1.89906127	2.564959177	7.510776917	3.604681758	1.936618467	3.340771682	4.543199014	1.631231943	1.050893414	1.691767758		2.070644206	3.769978939	0.84709876	1.40547223	2.447396346		3.39093588	1.785015128	1.87591604	1.696682822	1.81482485	3.850411043	1.67423181	1.758301617		2.080960285	1.439574733	2.110975711	1.021112168	1.205343047	1.488003222	1.201834876	1.098199594	3.179355576	1.228611284	3.906420448	1.298703884	1.827154312	1.226512234	2.802224431	1.876550268	1.75415729	1.75041242	0.798411917	1.540476115	1.099482714	0.634664672	1.737081799	2.20336006	2.169111266	1.65415668	1.445149604	1.275631347	4.131926296	1.847737125	2.572152922	0.78496951	1.493742091	1.965805337	1.823346562	1.396207784	1.960376672	2.196219654	2.493762169	2.300531058		2.105189964	2.201620373	1.664650699	1.0550543	1.477931192	3.407748046	3.13414196	2.144126833	3.824036483	1.023369625	2.292971451	1.608219139	3.975026016	3.854680141
M3	0.874071215	1.302361195	0.628659589	2.513620028	1.532137968	1.788823981	1.779761716	0.481610106	0.444545021	1.290310114	0.417668736	0.352267664		1.000528625	0.571070081	1.743706687	1.173881224	0.803328379	2.442122261	0.748868607	1.100864711	1.104387341	1.209264905	0.680793619		1.250740875	0.935280569	0.577086528	0.808634577	1.00369847	0.946293678	1.494821523	1.550573592	1.789389695	1.336499701	0.745991759	1.495098238	1.263212706	0.428392451	0.842155596	0.994464676	1.251779403	1.128817386	0.367934262	1.493515605	1.543937092	0.850098876	0.558781283	1.298703009	0.858821056	1.307820239	0.820629203	0.662129044	1.836774709	1.425008695	0.828528248	1.044706358	0.832032352	0.729858486	1.016313205	1.319431553	0.775932778	1.183604437	0.711349947	1.081323781	0.951698964	0.962891962	0.92243783	0.831217104	2.558447231	0.601577432	0.527454373	1.934312414	0.950518195	0.832046916	1.694439002	0.457077175	0.450677604	1.0200645	1.486108089	0.8023092	1.410034995	0.703504902	1.916064417	1.663581552	0.785071543	0.915702823	0.730032292	1.480987677	0.620787556	0.970963031	0.515882746	1.780848876	2.575118928	2.12395872	0.527009176	1.331426307	0.744548312	0.634760121	0.541839243	0.425053564	0.714756573	1.049943153	1.302651847	33.51545119	0.870993503	0.403529456	1.289924373	0.752238089	0.565526701	1.963821714	2.255247655	0.951955125	1.401096896		0.388646637	0.491177964	1.627900508	1.734924974	0.6906173	1.74814043	0.487663201	0.649884207	1.511445262	2.073298882	1.020638913	1.667674351	1.060491763	1.522727964	0.279764785	0.720158897	1.3386201	0.485968798	0.403286988	2.276373625	0.611347261	0.958646033	0.597451168	0.879910214	0.760664801	1.383998242	0.980836883	0.253149023		0.83771174	0.744493669	0.74678194	0.362532017	0.387918964	0.33283743		0.993281795	2.214270611	0.461930164	2.638136024	0.374893613	0.425002442	0.615124615	2.094809718	0.091703339	1.301651703	0.379048342	2.252083029	0.878171017	0.534925955	1.365606839	0.38564801	0.618857989	0.232952655	0.971009903	1.810894557	3.149383102	0.969985119	0.204653103	2.082780574	0.67176339	0.596246799	1.093800721	0.563754144	0.658964206	0.654153318	0.453012017	1.888448874	0.393198791	1.042491365	0.792065161	0.519130685	0.53535087	0.667918276	0.573929633	0.832407288	0.978411901	2.822033704	1.258301025	0.588098254	8.365489613	2.582274869	0.474263464	0.675801271	0.868237773	1.196874484	0.445994264	3.047515958	0.735171128	0.89387284	0.607306069	1.769200593	2.503983427	0.50616611		0.866954501	2.632170552	0.682112637	0.762962181	0.547636261	0.344206999	1.238511026	0.496245372	1.209693146	0.563613624	1.27028828	5.053334089	0.991852051	1.785153746	0.427287509	0.859798467	0.721990439	1.357606656	0.639205721	0.66694049	1.119996274	2.177867299	0.180103154	0.724161966	0.240433651	2.717504721	0.595063829	0.771215294	0.39742323	1.071570637	0.297516215	0.603878062	0.667642026		0.576831508	0.727521853	0.368466799	1.146457369	7.600481883	0.819272086	0.838700061	0.397385172	0.679664549	1.118126992	0.693298828	0.590559982	0.814547502	0.554960526	0.518815572	0.470630335	0.88257301	2.51500126	0.650270451	1.16224922	0.46176504	1.596398422
M4	1.626476554	0.346423009	0.884410984	2.872908892	0.571259696	0.97518355	0.84999777	0.598553848	1.624032038	1.451003555		0.483613453	1.229773964		2.298677163	1.414240595	1.898129815	1.341566934	0.702206285	1.550467729	0.416380354	1.009924524	0.615500112	0.486728218	0.637041193	0.799663196	1.747538661	0.441612017	0.612354857	0.579660659	0.939977504	0.893808901	0.868101528	1.542392899	0.68206721	2.125452825	1.461274015	0.816840911	1.568577391	1.127222028	1.851187624	0.258519628	1.358179414		0.656345027	0.44895065	0.533130291	0.150103763	1.29199408	1.544845835		0.637056753	1.329151209	1.237735051	0.804368082	0.938165301	0.778291853		0.876094376	1.467425624	1.161347723	1.26485569	2.636520236			1.150073346	0.339604966	0.373803098	0.84710383	1.085748133		0.571084097	1.541901571	1.143748044	0.909939968	1.916626961	0.556297617	1.149899216	0.528764379	1.518006804	0.938658309	0.901140535	1.475166981	0.422553833	1.345465675	0.756650342	0.932600107	0.706723489		0.422996728	0.373552422	0.26190622	0.696894171	0.873572	1.056841727	0.814633262	1.163859122	0.950124414		0.521851203	0.922820557	1.008414979	1.179057793	0.915707011	0.67047544		1.087480413	1.308528343	0.859667041	1.295543727	1.472671783	2.300692265	0.838159532	0.760158923	0.57409458		0.731720768	0.95307865	0.716161036		2.081412619			1.699943988	3.282441058	0.985097777	1.067593974	0.666543343	1.608401899	0.840140131	0.794946708	0.677682762	0.895647179	0.680598434	1.19362578	4.529727637	0.278096508	0.562760624	0.396986037	0.679460951	1.157285007	0.624785038	1.2260305	0.64767011	0.975062056	1.445442822	0.345248622	0.567743883	0.958600152	0.344381968	1.027508142	1.160674887	2.126393333		0.868743518	0.878249625	1.070732491	1.077846273	0.814171423	0.831193042	0.653772796		0.725235609	0.758114281	1.326013051	0.828013552	0.64920481	1.434182927	1.025167415	1.063254338	1.192390454		0.83188817	0.362080264	1.754729832	0.650000701	0.54168572	0.773451061	0.612331087	1.210851636	0.524236116	0.575805256	0.397806635	0.539857251	0.757704389		0.709149008	3.916120676	0.985731616	1.529207178	0.691694835	0.651261677	2.57226599	0.584744355	1.434429309		2.8289115	2.600359122		0.391338095	0.44535338	4.365468689	1.13168017	0.974267899	6.402782458	0.947686892	1.198013878	0.904575112	1.744064019	0.608992368		0.498796217	1.433617405	0.58772495	2.323955774	0.834979533	0.814235738	1.385627547		1.695643033	1.224076494		1.471331501	0.256978954	1.051332276	1.724019717	0.333695469		0.646130047	0.78890097	1.510548342	2.143214213	0.629171201	0.328229852	0.642797643	2.819585226	0.919323794	1.069412549	0.914657639		1.031319459	0.621342824	1.031940821	0.260639848	3.240956147	0.469326659	4.555375536		0.336208624	1.77004045	2.219815954	0.489768301	0.456709436	2.774237629	0.546763479	1.352916167		0.531585609	0.30928423						3.031450088	
M5		0.675949079					0.727579069	0.442681417	1.760986701		1.679493504		0.526566869			0.925907432	1.830519514			0.929562647					1.215850154						0.916358443	0.649220657							0.630767986	0.770685826		1.518148174			1.094677363			0.799283616	1.315829514	1.4425407		1.448971546	1.43532748		0.879570117							0.858953256	0.645865152					0.932881875	2.193402973	1.116800062		0.98964704	1.068493942	1.039059891			1.500328089	0.689093101	0.939848465										10.07680688		0.556580034			0.865224367					1.12020209	2.409028988	0.531558542	0.815516759					2.900402192	1.016666931					0.626010666		0.986743388					1.109300797					1.605288562				1.033509017		1.142119413		1.689058506	0.875862459	0.461478759	0.660536321	0.221124042	0.580341542		0.512144407	0.371571055	0.689996565	0.196371009	0.997423278	0.576357636	0.316600031		0.34255857	0.361020017	0.516644959	0.604417198	1.360567279	0.709996465	1.258361245		0.708710593	0.48873465	0.541455399	0.53262651		2.264753363	0.159390711	0.520456651	0.310400292		1.125828746	0.320515052			0.623259372			0.734783942		0.867653545	3.523048283						1.629035189			0.699668823	1.303888243	1.545880561	1.213240537		0.954210101	1.908397559	1.119538434	1.03026204	0.847882312	1.892285914	31.14372752		0.877977006	0.865975359	0.617767737	0.570304624			0.388943904	7.044875537	0.698314632	0.700058267	1.291501639	1.09920357	1.207048549	1.131766526					2.53869909			3.578872983	1.010020068	2.56300308	0.556560909				1.974481145																							2.86853191						0.888420297			1.804121296							3.421115043	
M6	1.012742227	1.098699245	0.837901472	0.936023325	1.231861733	1.131451689	0.781360981	0.634205365	0.933283291	1.211613401	1.387591109	1.257849553	1.08834536	1.297795671	1.247590892	1.351516327	1.033015698	0.898750274	0.808966538	1.12271036	0.727010506	1.01735167	0.87951125	0.843985489	0.896339598	0.784466456	1.14481943	1.166252083	1.071542515	1.501265082	1.241786846	1.004698121	0.557751783	1.327672683	1.025189447	0.823132229	1.106549306	1.01824896	2.517786157	1.079780611	1.829934894	1.067028602	0.957583944	0.841583579	1.294518743	0.768841614	1.119556537	0.559432528	0.858375152	1.245808019	1.233935806	1.105671279	1.054151642	1.049155169	0.636119698	0.932886364	0.806260865		0.915219817	0.727126596	1.133114352	0.794852476	0.761544418	1.086759962	1.064925812	1.211831904	0.982985774	1.453331985	0.949510593	0.750315744	1.30307624	1.124467013	0.812045092	0.830304639	0.781945467	1.258653455	1.017808427	1.445397745	1.072129009	0.538786048	0.87465943	1.238476873	1.307670554	1.037951069	1.004656712	0.637759983	0.920230216	0.595777238	0.88924767	0.556737154	1.125196361	0.839599009	1.149220736	0.722312372	0.950490995	3.352876355	0.630887789	1.042011281	0.578062555	1.527094603		0.785839833	0.781101621	1.230103765	1.002455869	4.403074246	1.280567209	1.048295219	0.88436686	1.325752951	0.694645931	0.731674235	1.053761309	0.686791722	1.010188648	0.730577535	1.182361596	0.857825012	0.829801195	1.355086626	0.863535922	1.082489653	0.634738778	0.885488472	1.346212811	1.259167974	0.788161388	1.528841083	0.855607842	0.612252685	1.076230661	0.77554	0.765596614	1.435991655	0.654987443	0.709994067	1.411162583	1.441301698	1.132997889	0.858247337	0.649678357	1.807589166	0.708712729	0.937070846	1.797964619	0.98771747	1.011107792	2.517643809	0.973416532	1.27821198	3.584972016	0.722225306	0.861792741	0.837655742	0.617811471	0.748662739	0.892189502	1.865066862	2.528691765	1.850633005	0.779135242	1.033987969	1.291945245	0.716018038	0.683442708	1.260654952	0.94896094	1.223472625	1.506263596		0.846264163	1.045662396	0.817163637	1.032489699	1.097405788	1.538242042	1.44992517	0.831305668	1.760633696	1.588794323	1.460221292	1.540917254	1.269284385	1.512181005	1.246301106	1.485215042	0.85905919	1.36356548	0.628592285	2.075133172	1.715096033	1.062490922	0.769528395	1.039075248	1.011796797	2.291196622	0.72751226	0.94666968	1.129650325	0.805411782	0.950444746	0.865597025	1.047602703	1.515562417	1.142697296	0.686974071	0.942972271	1.80680277	1.28538656	2.607409055	0.910122468	1.945065521	0.966096741	1.234459027	0.573877486	2.600065452	1.146140654	0.901533781	1.929894152	2.08948967	1.962028027	0.991445785	0.921199502	1.000174737	0.903172062	0.963725975	1.055640727	1.062149296	1.162386746	1.080947868	1.062906349	1.193376393	0.918924182	0.913472951	1.710176809	1.234383706	1.4341802	0.999920259		1.094488771	0.962951014		1.075623775	1.193062039	0.844916281	1.163470847	1.067681156	0.854496889	1.738151236	0.888144049	1.136926441	0.98068325	1.543458274	0.960325068	0.692383508	1.085365337	2.825445542	0.827739008	1.219287257	1.035410757	0.840242017	1.014863814	0.730180059	0.532503376	1.308866479	0.599413728
M7	0.881410093	0.944425837	0.68863493	1.094425305	1.202760486	2.267816385	0.746211282	0.81568528	0.893566954	1.052170528	0.460103505	1.35979854	0.945087152	1.416412396	1.477977772	0.979657732	0.994081999	0.940198937	1.047344902	1.48291777	0.833516952	1.795646634	0.985981234	0.872334796	1.048382299	0.953611912	1.260607921	0.620910362	0.867359398	1.524333723	1.299246307	1.369423024	0.921485066	0.809941029		0.739379053	1.795427969	1.03391208	1.363963956	1.473228348	0.623197867	1.445446851	0.915075412	0.697710262	0.94125151	0.770307062	0.723201904	1.067573724	1.119667444	0.73765534	0.809055643		1.045283936	1.387495741	1.181919504	1.295447816	1.315929791	1.092350346	1.244711419	1.39766508	1.429908605	1.426368751	1.199913794	0.76640815	0.849261375	1.453932495	0.862923687	1.015157307	1.012943863	0.661762988	0.735420778	1.867132866	0.944035449	0.954105801	1.056729386	0.983892678	0.877149799	0.689774825	1.148645885	0.665361488	0.68939115	1.153945704	1.157853017	1.302207143	1.064467189	1.024808232	0.91527127	1.776685353	0.890586336	0.883776084	0.642114457	1.456920626	0.897962276	1.187159212	1.66123176	1.586726767	0.654217921	0.767285612	1.463270007	1.430103071		0.598804473	0.632891677	0.756102	0.957888966	0.864675298	0.852976412	0.929254333	0.817714709	0.88114215	0.969886841	0.762697975	0.67569911	0.698630368	0.901174689	0.561307597	0.933753847	0.872877066	1.123961546	1.013800019	0.992706536	0.593782681	0.9209943	0.974428039	1.234218397	1.095742244	0.884851694	0.945164194	1.161081894	1.087693118	1.148832051	0.773808752		1.810512661	1.005635864	1.376157757	1.437406152	1.129062486	0.785479802	0.79562464	1.589658662	1.304450451	0.932644131	0.986771326	1.009121042	1.57099675	1.390134491	0.656968377	0.945782215	1.609687176		0.996668511	2.916726745		1.594660162	1.438930354	1.034151057	1.527339722	1.768799721	0.67523404	2.448437513	0.570266702	1.354580275	1.258985543	0.435252533		1.403935614	0.832324025	1.623319305	0.50523644	0.920366498	1.339674906	1.311595291	0.86046543	1.280599048	1.561242231	1.261893517	0.620940021	0.901729564	1.452428549	1.091238432	0.842288208	1.045926459	1.151540099	3.157873029	1.20599318		0.637269222	0.915297763	0.9584149	0.549307938	0.732801152	1.17107765	1.174637122	2.1008526	43.37068815	1.503171718	0.577712223	1.048743544	0.817720749	1.830170517	0.726175383	6.167074764	0.576294259	0.771565441	1.965883261	0.678204923	1.297074497	0.41774052	3.114274157	1.236912994	0.521935682	1.168744075	0.902504828	0.732828547	1.076262099	0.662715698	1.043588672	4.127678419	1.384728099	2.626593329	1.105898909	0.702499776	1.358858694	1.7555333	1.009477953	1.051815624	1.626036115	0.832825565	0.830024752	0.600015957	0.689701173	0.424171334	0.758100057	1.331847724	1.098006359	0.607484279	0.712213775	0.614017716	1.073605535	0.760298115	0.810250689	0.691425638	1.070928501	1.403877746	0.870218686	0.925316975	0.707642368	3.192934559	0.928186214	1.388449826	0.961360049	1.277224566	1.071179137	1.232901296	1.299178235	1.390574078	0.834939821	0.943990857	0.650291435	0.743970674	1.454636814	0.562968035	3.47565753	1.089875314	2.081111727
M8	0.469539062	1.056075428	0.943858452	1.080833856	1.962549141	0.996314661	1.576175013	0.891497321	0.422524605	1.073561129		2.068480015	1.043103302	1.079553053	2.093440809	0.880462592	0.968146923	0.855464098	1.161074813	0.540322247	0.915925731	0.882605705	1.91318441	0.60425666	1.404587181	0.542591728	0.58352093	0.623045123	1.599614133	0.896505863		0.910893755	0.590192559	1.424981435	0.710756412	1.1568644	1.600976453	1.083840805	0.649983089	1.05854737	2.227139668	4.972644034	1.053146978	0.82753602	0.628478888	0.527320612	0.973777714	1.417896291	0.797024425	0.994867897	1.44589126	1.798010214	0.805603192	2.528859096	1.042909185	1.252263672	1.607818421	0.916928773	0.838183709	0.742660965	1.048823881	1.01286339		1.504357477	2.863867679	0.590889617	1.538284189	0.914787964	1.936494938	0.730842589	0.464650365	0.632047975	0.368183626	0.413076932	0.55753265	1.074321684	2.290118232	1.060697976	1.509232112	0.673662483	0.483046811	2.814434132	1.061637412	1.207695096	0.85491395	1.000846101	2.637093609	1.087718342	0.646910806	0.775772702	0.66601739	1.131579041	1.288544154	0.493752601	1.629972001	4.843518664	0.690142161	0.687813929	0.80732216	2.476611022	0.886777361	0.734827551	1.168768419	1.60457313	0.225158658	0.447228008	0.437634673	0.434448238		0.796290666	0.697451395	0.984570488	0.749859233	1.291249502	0.724787241	0.509102922	1.360495494	1.042145912	2.968246801	0.981659625	1.412618126	0.620428417	0.730786658	1.082014712	0.627203874	0.799747714	0.716323079	1.109612749	0.611516448	1.56910251	1.418528804	3.118785851	0.718142352	1.441880057	1.81954616	3.38508166	1.729548683		2.268669767	1.122778494	2.974559018	3.462605393	0.844325625	0.877812461	0.871136071	2.667406764	5.534060902	0.637018521	3.160142523	1.825511722	3.11412122	1.526577662	2.877589	2.183443742	3.490655323	3.03963466	0.650782731	1.084962395	1.606924898	1.63788633	1.737021304	1.671519618	3.189659246	1.220279441	0.438288967		3.748366247	0.706151971	1.029536295	0.423625485	1.203644345	0.580582931	2.200840113	1.387517047	0.763707891	1.365149147	0.809322965	0.72413923	1.748648371	3.605605869	1.061684727	1.288854155	3.945937067	2.57478194		0.916454937	1.056455031		0.330477723	1.939399024	0.972097191	0.550692358	1.46459165	4.295817596	0.728595667	2.572883668	1.362167201	0.517856374	1.277182895	1.016378405	2.650632897	1.208478648	4.060118727	0.931044155	1.55021972	1.754609882	0.71178896	1.588095516	0.59197671	4.105416845	1.44749053	1.454645149	0.457369591	0.726804033	0.764002863	1.700067693	1.128044638	0.435769515	0.314301701	2.457067939	0.652983742	1.634445173	0.92323132	3.840153794	1.952974813	0.69956291	5.960723789	3.906178712	2.040681655	1.833595563	0.918064939	1.763450496	2.88463752	2.360203549	3.010268122	1.453066271	1.765213771	1.336828996	2.236300986	3.745649872	1.412653137	0.584340618	1.550055915	1.470611807	1.766774147	2.241496817	0.617708879	1.033712971	1.581550833	0.69344396	0.71792111	1.81171052	1.744321933	1.326027566	1.104288137	2.037393821	0.893809567	0.605351429	0.895078854	2.037334578		1.777383229	2.151783698	1.948331028	1.975402996	3.013364769
