m/z	retention_time	p-value	t-score	custom_id
968.77052	22.26	0	-1.2570065443666667	P649
504.30893	10.172	1	-0.38173240038333334	P650
786.52887	16.103	1	0.15090013998333335	P651
798.52979	16.29	0	-1.3505412030166666	P652
1611.21567	20.873	1	0.30487639723333326	P653
599.50355	15.564	1	-0.28896963485000005	P654
934.88033	26.419	0	1.2368600800833334	P655
1510.08351	17.668	1	0.6444492035833334	P657
550.38713	12.049	1	-0.09858664308333337	P658
857.7585	23.415	1	-0.9179676208166667	P659
1582.17578	19.139	1	0.1274482774	P660
749.53188	16.45	1	0.8713599428166667	P661
920.86483	25.818	1	0.7543553228333333	P662
908.62184	16.816	0	1.6202804640833333	P664
573.48763	17.891	1	0.1290067342166667	P665
829.71475	17.243	1	-0.3233814453333333	P666
842.59055	16.363	0	-1.2418731521666666	P667
970.78594	22.474	0	-1.3943870355333332	P668
1586.1163	17.781	1	0.9818345678333333	P669
540.53503	17.293	1	-0.07565670009999999	P671
589.48018	18.37	1	0.35632328601666663	P672
913.79881	23.118	1	-0.75495153465	P673
692.52266	17.726	0	1.3708253077	P674
602.58693	18.931	0	1.3039210983333331	P675
895.71421	23.46	0	1.3027567775666666	P676
776.5582	18.218	1	-0.08417093278333335	P677
738.52864	15.468	1	0.5107536191000001	P678
925.7619	24.698	1	0.7020933066166666	P679
1506.1488	19.256	1	0.14149416490000005	P680
846.6002	18.829	1	-0.3036975069333333	P681
1587.12063	17.814	1	1.0400489629	P682
615.53488	15.717	1	1.19440121365	P684
875.70976	22.612	1	-0.8718560370499999	P685
387.28962	10.086	1	-0.8749701018666667	P686
601.51898	17.56	0	2.070291994633333	P687
870.66801	21.544	0	1.7877742884833332	P689
790.53439	18.182	0	1.7641909138833332	P690
387.28936	15.298	0	-1.36103677005	P691
796.58249	21.324	1	0.9274180612666667	P692
796.52655	18.486	0	1.4634429624500003	P693
782.60474	20.407	1	-0.4459927952166667	P694
1560.10243	17.671	1	0.2744642184333332	P696
738.54373	17.774	1	0.8366692765833333	P697
1469.01711	17.961	1	0.5961964620166667	P699
918.60697	16.057	1	0.059348754916666746	P700
379.28206	11.673	1	-0.7886690351499999	P701
361.27386	15.387	1	-1.2071511266000001	P702
736.49141	15.836	1	-1.0427915808833332	P703
941.82856	23.583	1	-0.46025952709999995	P704
546.28351	8.859	1	-0.4324875682666667	P705
1669.20023	19.17	1	-0.09651634141666665	P706
928.5911	15.425	1	0.9228274216333334	P707
508.37664	11.415	1	-0.5232774919500001	P708
797.53239	15.533	1	-0.8296658824833334	P709
774.56411	17.035	1	-0.23370316559999998	P711
942.7548	22.028	0	-1.3202866801833333	P712
478.29347	9.637	1	-0.22499317509999997	P713
705.55421	15.53	1	-0.7334530281833334	P714
504.30647	11.33	1	0.5476686283833334	P715
847.75839	23.567	1	-0.24872819591666673	P716
560.36915	12.311	1	0.013187398983333355	P718
214.25313	8.239	1	-1.0399781954	P719
736.64534	21.156	1	-0.8511292266333335	P720
790.56107	17.854	0	1.2460511314999998	P721
846.75466	24.16	1	-1.1504387203333335	P722
721.58487	16.037	1	-0.5421214656833333	P723
935.80336	24.741	1	0.2789737256	P724
1467.09315	16.807	1	-0.4600460809	P725
770.60415	19.851	1	0.1265684283666667	P726
566.45446	15.52	1	-0.8187405722833334	P728
659.50111	19.311	1	-0.011716032199999948	P729
820.525	18.114	1	-0.8666326963499998	P732
861.54886	15.195	1	0.024351350549999998	P733
520.5088	15.706	1	0.21283225595	P734
1595.0906	17.239	1	-0.8771826102	P735
575.50357	14.825	1	0.00397364391666663	P736
1548.10111	17.707	1	0.6699134859333331	P737
425.21494	10.054	1	0.9710395295833334	P738
492.44111	15.184	0	-1.6942937750333331	P739
831.69407	20.862	1	-0.2031647702333334	P740
773.65353	22.711	1	-0.13845033983333332	P742
476.27523	10.148	1	-0.7848246772166667	P743
856.58197	19.143	1	0.9299337242833334	P744
834.57163	15.99	1	0.8659983260833333	P745
780.51775	15.565	1	-1.0994123723166667	P746
755.52271	15.729	1	-0.24758694594999997	P747
638.57194	18.525	1	-0.40096569623333334	P748
649.51938	17.167	0	-1.2366641120333335	P749
686.57192	18.957	1	-1.0955496313	P750
521.45618	22.589	0	-1.3245191493000001	P751
1581.16751	18.929	1	-0.1598440766	P752
810.68118	18.613	1	0.07058437048333337	P753
628.60258	19.157	1	-0.10284672971666667	P754
86.09682	20.569	1	0.4097069113	P755
521.45648	17.451	1	-0.7942921655333334	P756
790.57322	18.313	1	-0.5379336773333334	P757
1644.19585	19.256	1	1.1168705759500002	P758
552.40317	13.202	1	0.32079306380000006	P760
795.51678	15.449	1	-0.9346444840333332	P761
776.58205	17.678	1	-0.5910154449999999	P763
554.47792	16.723	1	-0.5618962501666667	P764
732.58952	20.453	1	-0.9528970839166667	P765
576.46628	13.953	1	-0.8750662497666668	P766
369.35161	12.277	1	-0.7880740670999999	P767
617.51415	18.419	1	-0.5468559671666667	P768
385.34637	15.331	1	0.6834520161166667	P769
792.67043	20.678	1	-0.37030053088333337	P770
1549.1052	17.707	1	0.6826011386333333	P771
646.61315	19.127	1	-0.42413133075	P772
986.91213	26.42	1	0.7900853981333333	P773
932.62257	16.289	0	1.2463958101333334	P774
797.6628	22.251	1	-0.5586358258833334	P776
631.56599	16.829	0	1.6926904997166667	P777
822.52896	16.058	1	-0.6714939890833334	P778
533.32643	4.813	1	0.7431539138666666	P780
836.61266	21.429	1	0.7083916008833333	P781
1580.16106	18.859	1	0.020115380599999948	P782
790.61196	22.757	1	-1.06003396085	P783
867.68339	22.871	1	1.0197911537833333	P784
702.50728	16.563	1	-0.00541680099999995	P785
1204.33536	22.973	1	0.8065289434833334	P786
1535.18342	20.695	1	-0.036654304766666645	P787
869.6991	23.345	0	1.38010165035	P788
560.50119	16.951	1	0.5168691811666666	P790
861.76568	22.796	1	-0.5363774114833333	P792
1580.07223	17.165	1	-0.6867615526833334	P793
341.30527	10.349	1	-0.11839488906666659	P794
1649.46294	22.831	1	-1.05124174985	P795
867.74119	23.67	1	0.37126412276666676	P797
903.74064	23.167	1	-0.7544527276999999	P799
563.50304	23.514	1	-0.6923213630833334	P800
972.80089	22.798	0	-1.29734609495	P801
915.74222	15.194	0	-1.50517818855	P802
664.66036	20.845	1	-0.3909608270833333	P803
1587.20775	19.019	1	1.1346585597833334	P804
575.50303	17.275	1	0.5652880296833334	P805
914.78013	22.359	0	-1.5712139416	P806
1013.65642	10.508	1	-0.7536126434000001	P807
620.59778	18.91	0	1.4337337044166665	P808
445.36769	14.965	1	-0.7304647343	P811
645.54541	19.103	1	-0.33459949205	P813
824.57901	16.642	1	-0.8142747371833334	P814
625.51936	15.895	1	-0.48464232365000004	P815
502.29067	10.448	1	0.7098746553166666	P816
858.59765	20.813	1	0.74708309975	P817
778.76494	24.164	1	0.35433760166666667	P818
1524.1816	18.798	1	0.7359250289833333	P819
321.21025	12.281	1	1.0155991849333335	P820
1583.18033	19.12	1	0.4893369394	P821
1675.47827	22.873	1	-1.0958790321333334	P822
184.0732	16.648	1	-0.51696161215	P823
590.48198	14.466	1	-0.6884717486666667	P825
880.71545	22.331	1	-0.60980711435	P826
1653.49414	23.312	1	-0.7750276155999999	P828
586.49606	16.785	1	1.1761240915333333	P829
864.62207	17.855	0	1.3575098177333333	P830
757.62142	17.997	1	-0.51457821405	P831
923.74579	24.091	1	0.3635875231833333	P832
548.37213	11.04	1	0.6198504220166667	P833
1515.11562	16.662	1	-0.20063372818333336	P834
840.62043	18.095	1	0.3702326199666666	P836
360.324	13.962	1	0.22662033219999997	P838
797.52832	16.345	1	0.24522855913333325	P840
826.59343	17.308	1	-0.5376361184166667	P841
339.28974	9.897	1	-0.8322570280666666	P842
740.67657	22.159	1	0.22080551318333352	P843
816.62159	18.482	0	1.2562613856833333	P844
643.52967	18.577	0	-1.2353401654	P845
688.5873	19.193	1	-0.20410681029999997	P846
334.20586	10.991	1	0.6691749524166667	P847
796.54856	16.586	0	-1.4336340196000001	P849
1576.22683	24.774	0	1.4750999338833335	P850
726.50715	16.542	1	-0.50583988995	P851
801.50741	15.219	1	-1.0501759529166665	P852
369.35498	22.477	1	0.3069775703666667	P853
844.52457	17.855	1	1.1147077641	P854
678.50701	16.949	1	0.6164477084333333	P855
782.569	23.454	1	-0.004074068033333322	P857
915.81531	24.477	1	0.82959491365	P858
762.53245	15.253	1	0.6290898878166669	P859
957.86716	24.806	1	-0.14788413524999997	P860
646.64956	20.841	1	-0.40948614248333337	P861
726.54343	17.775	1	1.1143085218333333	P862
531.4079	16.077	1	0.6084089534833332	P863
932.62144	15.538	1	1.0186751826333333	P864
1534.18036	20.659	1	0.14361914831666667	P866
812.52134	16.243	1	-0.012684381866666594	P867
184.0735	19.048	0	1.6010413044833331	P868
464.28349	6.747	1	0.5632122582333333	P869
788.54441	16.847	1	0.5553541791166666	P870
589.51869	23.588	1	-0.7003776042333334	P871
883.77185	24.696	1	0.6508587	P872
890.57598	15.24	1	-0.23783324623333338	P873
764.63906	20.046	1	-0.25757666688333336	P874
1523.17707	18.788	1	0.67856950255	P875
688.49166	15.991	1	0.47099666331666673	P876
546.5244	17.223	1	-0.8010301274666666	P877
818.65291	20.606	1	-0.44263646595	P878
480.27847	4.809	1	0.6743167362000001	P879
809.68426	16.506	1	0.03796222796666668	P881
758.58241	15.957	1	0.57814320415	P883
577.51883	22.842	1	-0.20397023534999997	P884
561.44943	17.451	1	-0.8334715097166667	P885
901.80504	24.1	1	-0.7281607081333334	P886
340.35754	15.066	1	0.05423201776666668	P887
867.51754	14.987	0	-1.382295828	P888
355.26361	7.311	1	0.07804849058333335	P889
363.28948	15.363	1	-0.9107272867499999	P890
573.48781	15.274	1	-0.5796232646833334	P891
785.58834	21.917	1	0.46643322330000003	P892
706.57434	19.677	1	-0.7290970058333333	P893
1522.08503	17.639	1	0.6762513435666667	P894
778.50368	15.286	0	-1.2622203078	P895
1509.07498	17.424	0	1.2817751348166668	P896
510.48818	15.939	1	-0.8654716110833334	P897
895.77238	24.323	1	-0.15829174003333332	P899
760.58609	15.612	1	0.37607531229999996	P900
363.28943	16.173	1	-0.5442758652833333	P903
982.87975	24.87	1	-0.29415034810000007	P904
1532.16251	19.293	1	0.6096792568	P905
812.51372	17.185	1	-1.1820512568666666	P906
671.55825	20.049	1	0.49252793415	P907
1610.21163	20.808	1	0.6504158573	P909
852.55346	16.746	1	0.9637606424666668	P910
852.55082	17.626	1	0.7155964924333335	P911
855.74141	23.875	1	0.31761187666666674	P912
780.58896	19.022	1	0.2691570134	P913
1426.39427	24.874	1	0.5266226748833334	P915
771.51766	15.391	1	-0.6953858724000002	P916
301.21194	11.965	1	0.8708926588	P918
1588.21225	19.017	1	0.5841781626666667	P919
880.58485	17.641	0	1.3152290465500003	P921
339.28957	10.495	1	0.3403805925666667	P922
445.36753	16.412	1	-0.3604685585833334	P923
822.54182	19.003	1	0.6450312997166666	P924
847.7558	22.366	0	1.72428892745	P925
339.28936	20.12	1	0.5937628391499999	P927
570.28371	8.943	1	-0.42024278439999996	P928
1535.17697	18.697	1	-0.6173368806333334	P929
893.69881	22.984	1	0.11245546516666668	P930
975.64296	10.492	1	-0.35341356125000006	P931
866.58995	16.408	1	-0.10352559751666658	P932
605.55004	19.97	1	0.19980718343333334	P933
1510.12138	18.515	1	0.92279258245	P934
630.50919	17.397	1	-0.7034681688666667	P935
605.55047	16.383	0	1.4767005688333332	P936
1511.08857	17.751	1	0.1159747208333333	P937
1320.23991	23.178	1	-0.73119131695	P938
1572.10265	17.689	1	0.44166411870000005	P939
1130.31618	22.445	1	0.9887890462166665	P940
860.73294	21.992	0	-1.5713133247	P944
621.30467	8.765	1	-0.7376154661166667	P945
854.62647	21.108	1	0.37199291365000003	P946
633.48548	19.174	1	0.22628780763333337	P947
383.39981	13.964	1	0.0900829945333334	P948
859.77391	23.952	1	-1.0642685807999999	P949
771.6371	18.861	1	0.46923477840000005	P950
921.72999	23.565	1	0.5757912579000001	P952
1494.05331	17.209	1	-0.5450782576000002	P953
1523.09	17.638	1	0.5059460265500001	P954
951.77755	24.756	1	0.08466638190000009	P955
1559.17923	19.218	1	1.0137916886666667	P956
518.32501	9.295	1	-0.2924392527833333	P960
1684.54346	23.906	1	0.051377258499999995	P961
432.23856	7.216	1	0.7589961006666666	P962
847.67834	22.109	1	-0.9739686160166667	P963
453.31892	12.297	1	-0.7419417017999999	P966
758.56938	23.387	1	0.4664384646833334	P967
902.57799	16.19	1	0.9720860192166667	P968
980.86394	24.382	1	-0.10549228481666675	P969
250.17843	5.419	1	0.1178462684666667	P970
124.05873	0.507	1	0.8619068575833334	P972
353.26661	11.472	1	-1.1811257185333335	P974
1525.18769	18.971	1	0.9385430745666666	P975
1505.13353	18.647	1	0.3658977282833333	P976
729.5067	15.419	1	0.41526301618333333	P977
478.32929	10.501	1	-0.7235146055500001	P978
938.78009	22.402	1	-0.6351165491499999	P979
598.54057	18.772	1	-0.3271890823333333	P980
771.51443	16.421	1	1.1415978017666666	P981
812.69654	19.401	1	-0.5820313701166667	P982
1613.22887	21.643	1	0.9676564275833333	P983
800.57901	17.232	0	1.5161083109666667	P984
1573.10642	17.685	1	0.013791242433333392	P985
698.25501	19.432	1	-1.03247012035	P986
787.60432	23.78	0	1.2819949127	P987
551.50315	19.065	1	-0.28781560845	P988
1456.89208	16.466	1	0.69963112985	P989
508.34044	10.124	1	0.13019384608333326	P990
1561.10578	17.851	1	0.7713071719166666	P991
670.6108	19.764	1	-0.6821882086500001	P992
882.60725	16.396	0	1.3126993666666666	P993
605.55015	17.662	1	0.7498513705166667	P994
886.74889	22.162	1	-1.1427050608166667	P995
367.3204	20.04	1	0.8637621408833334	P996
752.67667	21.901	1	-1.0049392029	P997
848.5798	16.329	1	-0.7636217645333334	P998
657.48551	18.733	1	-0.6688552889666667	P1000
852.35464	15.901	1	-0.2439149112833333	P1001
577.51885	18.018	1	0.9817236181666666	P1002
971.87549	24.741	1	-0.23818061426666662	P1003
784.58414	23.702	0	1.2573982190333333	P1004
712.49148	15.985	1	-0.4528880431	P1005
853.68138	21.396	0	-1.2269266933	P1006
872.7707	24.24	1	-0.8650292976	P1007
858.76083	23.407	1	-0.74908257105	P1008
572.37158	10.984	1	-0.8275454925833332	P1009
937.81983	25.485	1	0.8205649023	P1010
1623.44712	22.787	1	-1.1334708629833332	P1011
850.57197	21.487	0	1.507781968033333	P1012
184.07314	10.66	1	-0.45204390108333337	P1013
890.77968	23.01	1	-0.5533853947833334	P1015
613.51931	15.241	1	-0.5988084433166667	P1016
339.28935	17.635	1	0.2051004196	P1017
268.15525	3.176	1	0.23090205648333334	P1018
304.3006	10.058	1	0.6462076951	P1020
104.10536	23.705	1	0.64995553635	P1021
532.3389	11.159	1	-0.6537311124999999	P1023
816.55278	17.443	1	-0.1333611288666668	P1024
526.25904	5.034	1	0.12007090728333329	P1025
1542.14736	19.535	1	0.95157636635	P1026
843.51533	15.362	1	-0.5414232747666666	P1030
650.44044	12.813	1	0.9633764594833333	P1031
727.57503	16.473	0	-1.3187637458666666	P1033
1050.74981	10.803	1	-0.6741046118333333	P1034
1560.18137	18.788	1	0.8796947951333334	P1036
842.63747	18.998	0	1.2571339354333333	P1037
974.81564	23.042	0	-1.2369883623333333	P1038
714.6187	22.047	0	-1.2885438435833334	P1039
1482.90768	16.523	1	0.6858720704499999	P1041
944.86204	24.414	1	0.15575942048333333	P1043
1602.14128	18.102	1	-0.34817483218333334	P1044
1625.13621	17.954	1	-0.5114992498166667	P1046
445.36755	15.445	1	-1.1272474846333334	P1047
328.3212	23.714	1	0.5463866500333334	P1048
623.50374	14.801	1	-1.2067971736	P1049
684.16538	11.067	1	0.5461588550333333	P1050
104.10531	22.898	1	-0.04878736944999995	P1051
1513.19118	19.342	1	0.09105829586666662	P1052
184.07319	9.861	1	-0.6689587042333333	P1053
190.27275	19.389	1	1.0093992502333333	P1054
586.54053	19.069	1	-0.04456385365000001	P1055
682.54058	17.83	1	-0.40772223458333334	P1057
841.66867	22.776	1	0.1937957466166667	P1061
912.76458	22.202	0	-1.5709139200666666	P1062
879.81837	25.273	1	-0.4517810981833334	P1064
515.31288	10.51	1	-0.9885274459	P1065
1043.7062	10.686	1	-0.48335252326666667	P1066
982.68685	10.481	1	-0.7506936889333333	P1067
1665.16692	18.04	1	0.8330169655666668	P1068
1646.20566	19.735	1	-0.8937319336333333	P1069
875.56467	15.717	1	1.0905642848333335	P1071
603.29409	8.794	1	-0.5579332044166667	P1072
1594.08708	17.246	1	-1.1925125033666668	P1073
1318.0681	17.418	1	0.63769759355	P1074
601.33556	10.314	1	-0.23628508113333324	P1075
986.91128	25.502	1	0.82703327405	P1078
864.8383	25.616	1	0.4886159212666666	P1080
752.5577	17.827	1	1.18712927155	P1081
437.19388	7.215	1	0.8653541512166667	P1082
653.55029	15.864	1	0.7630101839500001	P1083
840.57348	17.635	1	1.0159968117666667	P1084
759.21293	19.409	1	0.16816425968333323	P1085
862.62435	15.336	1	-0.25723499825000007	P1086
603.43846	17.638	1	0.5703581558166667	P1087
858.52529	16.522	0	1.3103673552000001	P1088
818.58964	16.742	1	0.5186676957	P1089
165.09103	15.274	0	-1.3930992814	P1090
868.65316	19.885	1	-0.4401674099666667	P1091
940.79438	22.265	1	-0.7694672179333333	P1092
591.53426	24.258	1	0.015005399233333327	P1093
821.66177	21.955	1	-0.8610272127166666	P1095
229.14126	23.724	1	0.25649074011666667	P1096
745.62251	18.59	1	-0.3334196995	P1097
464.37337	14.567	1	0.22145898485000004	P1098
892.81645	23.919	1	-0.8416241276333334	P1099
371.37109	23.506	1	-0.6777981239833334	P1101
866.77675	22.361	1	-0.30460750014999993	P1102
115.09492	18.197	1	-0.23338641771666668	P1103
792.6307	24.076	1	0.4433595357333333	P1104
690.60304	19.705	1	0.21681771175	P1105
322.27216	10.375	1	-0.5862624753666665	P1107
577.51906	15.333	1	1.1396016199666668	P1109
880.73992	22.225	1	-0.8033717527500001	P1110
763.59534	20.925	1	0.8404634406666667	P1111
795.64815	21.818	1	-1.02910778635	P1113
754.57148	18.393	1	0.6915124325666667	P1114
916.38256	11.994	1	-0.5704426387666666	P1115
976.8316	23.427	1	-0.9051629493000001	P1116
610.541	17.635	1	0.5031552104833333	P1118
391.3399	23.504	1	-0.12923861341666662	P1119
269.22714	20.558	1	-0.3864169191666666	P1121
885.76559	22.477	1	-0.8024194131666668	P1122
528.46229	16.476	1	-0.6722859696500001	P1123
664.58741	18.73	1	-0.4746407693166667	P1124
762.54334	17.642	1	0.6191932144833334	P1125
672.62644	20.534	0	-1.2970681320166668	P1126
580.29223	10.5	1	-0.6745134451833332	P1127
1668.19671	19.17	1	0.2621370979166667	P1129
405.37257	15.848	1	-0.3263473300166667	P1130
1683.5397	23.906	1	-0.3602409995833333	P1131
813.61424	20.474	1	0.7414105305833333	P1132
702.5433	18.468	1	0.02542191933333332	P1133
1409.21187	19.741	1	1.0633530074166666	P1134
906.75381	22.324	1	-0.8880500705500001	P1135
207.15941	18.646	1	0.7373992207166667	P1137
866.58987	15.494	1	-0.7401486437833333	P1138
610.58808	17.493	0	1.2662771709333334	P1139
312.36312	13.293	1	1.1770796822166667	P1140
766.57427	17.823	1	-0.0811560098833333	P1141
746.56941	19.917	1	0.08150660206666668	P1142
589.51876	18.915	1	-0.13921977183333334	P1143
925.51298	15.515	1	1.0342621577500002	P1145
580.36155	11.133	1	-1.0852894518	P1146
638.33136	8.758	1	-0.6583052531166668	P1147
722.55414	15.725	1	0.24668017305	P1149
753.61304	22.987	1	0.08058795499999999	P1152
590.49	17.456	1	1.0853363626166668	P1154
777.5074	15.282	1	-0.84348578085	P1156
1533.16526	19.226	1	0.82393826	P1157
832.24008	19.884	0	1.2370597701666664	P1158
651.53476	17.991	1	-0.3946705742499999	P1159
165.09097	16.368	1	-0.3236385422833333	P1160
340.39393	14.951	1	-0.2702834112	P1161
1485.07091	17.375	0	1.3633143154499998	P1162
800.57949	16.504	1	0.25008717643333334	P1163
1612.22219	21.376	1	0.9461223057833332	P1164
341.30516	19.282	1	-0.39306129526666667	P1165
871.75492	22.28	1	0.11043631559999997	P1166
572.36907	12.091	1	0.35578124841666675	P1167
615.49807	17.702	1	-0.47885912938333336	P1168
889.49987	14.944	0	-1.420381390183333	P1169
1056.29708	21.888	1	1.2109349525833335	P1171
1479.16791	17.083	0	1.2783727010666666	P1172
745.55999	19.455	1	1.2030920542666668	P1173
942.84863	24.479	1	0.10881888100000008	P1174
1469.13655	19.247	1	-0.8655423036333334	P1176
836.73293	22.13	1	-1.0789589475166665	P1177
594.44954	15.322	1	-1.0541188743499998	P1179
623.50363	15.486	1	-0.4282113321666666	P1180
1578.1861	19.141	1	-0.22116300280000006	P1181
251.04755	19.012	1	0.12978728769999992	P1182
545.45707	17.1	1	-1.0315903501166666	P1183
861.77532	23.825	1	-0.6766974991500001	P1184
848.55563	19.866	1	-0.40110958931666674	P1185
311.29484	23.197	1	-0.056900321616666555	P1186
926.57619	14.952	1	-0.3530734881833334	P1187
625.44837	12.285	1	0.72662822	P1188
576.57132	18.856	0	1.23973730775	P1189
1518.14772	19.469	1	0.7467887362333334	P1190
978.84804	23.836	1	-0.9206961799333334	P1192
904.59134	16.508	0	1.3009846423666667	P1193
616.60261	19.347	1	0.09637410901666663	P1194
855.74243	22.988	1	-1.07333245175	P1195
862.82291	24.799	1	0.07206441740000005	P1196
626.57174	19.515	1	-0.6405989664666668	P1197
1498.08376	17.742	1	0.6379995243000001	P1198
464.31392	11.27	1	0.35832759179999996	P1201
1327.28356	23.148	1	0.6811199567166667	P1202
832.51306	15.238	1	-0.08341076820000004	P1203
551.43439	11.957	1	-0.20406999515000004	P1204
893.75671	23.736	1	-0.5530203011666667	P1205
1584.19683	20.52	1	1.1237307324833332	P1206
1470.02091	17.961	1	1.1812966852333333	P1208
377.24763	11.958	1	-0.06506408768333335	P1209
1596.10334	17.555	1	0.24395419548333336	P1210
367.33974	23.242	0	1.2446012424833333	P1211
668.6347	23.169	1	-0.4284799129	P1212
919.57551	21.634	0	1.24105564955	P1213
114.08943	16.93	1	0.7926666865833334	P1214
1552.17024	19.109	1	-0.2676267422333334	P1215
661.48015	17.62	1	-0.27659399695	P1216
769.63196	21.72	1	-1.2035434901666668	P1218
357.30034	11.69	1	-0.8505414067666666	P1220
850.55453	19.799	1	-0.2795687292499999	P1221
634.61341	19.341	1	0.5059267515	P1222
846.59733	20.919	1	0.25197416301666664	P1224
794.68509	20.933	1	0.3764279483666666	P1226
816.70058	20.576	1	-0.73257521025	P1227
351.22733	12.093	1	0.10137698234999998	P1228
652.58744	19.677	1	-0.1852011620833333	P1229
1598.43535	22.756	0	-1.43716032965	P1230
611.1847	18.873	1	0.8466610949999999	P1233
686.55688	15.28	1	-0.6860701932666669	P1234
911.78271	22.694	1	-1.12871797475	P1235
144.13853	19.205	1	-0.30016488685000003	P1237
425.26647	10.961	1	-0.4740465217	P1238
641.55066	16.065	1	0.6855014829000001	P1239
953.79376	25.481	1	1.0060130359500001	P1240
1526.19428	19.005	1	0.17936065824999992	P1241
197.08073	21.393	0	-1.53743567475	P1242
638.57174	24.271	1	0.3481053450666667	P1243
838.62771	21.256	1	0.8765202261833334	P1246
684.20284	18.961	1	0.13481882675000004	P1248
931.52857	15.649	1	0.4858858870666667	P1249
564.53503	17.224	1	-0.41707636251666663	P1250
832.51029	15.914	1	-0.03192797736666669	P1251
264.26923	22.951	1	0.09696171668333334	P1252
774.5646	16.089	1	0.63993535645	P1255
865.66942	22.438	1	0.42156377184999994	P1256
1579.18965	19.143	1	-0.19378128201666667	P1257
738.62438	19.932	1	0.02244328203333329	P1258
907.58085	10.14	1	-0.9798107450166668	P1259
534.52416	23.027	1	0.45651225856666666	P1260
826.53228	17.408	1	-0.7571816877166667	P1262
158.15418	19.745	1	1.0652032899666666	P1263
1624.13228	17.939	1	0.5155708081166666	P1265
538.28168	5.871	1	0.41338550131666657	P1266
1554.18155	19.213	1	-0.42378884385000004	P1267
814.534	17.942	1	0.15765125353333326	P1268
1478.11633	18.55	1	-0.15179498091666666	P1269
787.66806	21.303	0	-1.4451082160333335	P1270
905.83163	24.297	1	0.28041955863333334	P1271
1605.16636	18.704	1	-0.81109919285	P1274
771.57458	19.518	0	1.4133444839	P1275
849.50761	14.96	0	-1.3331765964833333	P1276
873.69401	22.206	1	-0.7940722182666667	P1277
859.75041	22.353	1	-0.6272174730166669	P1278
534.52427	24.12	1	-0.4217106520833333	P1279
363.28993	9.34	1	0.7020011047499999	P1281
811.67056	22.614	1	-0.4550808824333334	P1282
911.74651	24.328	1	0.39254353951666676	P1284
1490.06045	17.418	1	0.29253002878333334	P1285
776.57923	16.538	1	0.31347269874999995	P1286
1597.10643	17.567	1	-0.20393498821666672	P1288
441.2978	14.557	1	0.5475415969333334	P1289
873.77401	23.825	1	-0.9265229290666667	P1291
925.7255	22.597	1	-1.1737471372	P1293
936.80103	23.212	1	-0.8978120349833334	P1294
806.60531	19.99	1	-0.25945554255000003	P1295
1594.17764	20.092	1	0.6850627807166667	P1296
548.54016	17.956	1	0.7838934850166667	P1299
651.5349	16.529	1	1.0186126084166667	P1300
939.81342	23.209	1	-0.9182556059	P1302
786.5712	16.082	1	1.0721976641833333	P1304
721.50697	19.095	1	0.2799595831666667	P1305
592.47029	15.64	1	-0.7206541146666666	P1306
337.27407	17.838	1	0.17030191321666677	P1308
114.08957	19.985	1	0.51590858445	P1309
1625.08624	16.712	1	0.09560233488333335	P1312
1609.10553	17.286	1	-0.7616554189333333	P1314
883.77348	23.516	1	-1.1031877605166667	P1315
486.34706	10.461	1	0.10581655603333331	P1316
611.46437	17.495	1	-0.52440562275	P1318
264.14501	0.506	1	0.7081579467833333	P1319
1519.15016	19.259	1	0.14963291778333332	P1320
1595.18117	20.004	1	0.10105941590000005	P1322
722.51163	16.815	1	0.8610719637333333	P1323
363.28983	10.165	1	-0.5339229577166666	P1324
783.6368	18.335	1	-0.41892585776666674	P1325
1585.19911	20.459	0	1.2449286731166667	P1326
408.23004	10.666	1	0.7992066014500001	P1328
913.57632	16.013	1	-1.0183695765	P1329
827.70979	23.28	1	0.1784561307666666	P1330
655.56606	16.428	0	1.4927020666333335	P1331
480.27841	5.872	1	0.46490689198333335	P1335
599.50326	22.886	1	-1.0956015245000001	P1337
825.58219	17.144	1	-0.4675414339999999	P1338
343.29595	6.941	1	0.19455600256666655	P1339
899.74634	24.647	1	0.2896643099166667	P1340
738.50508	17.301	1	-0.28391535465	P1341
860.77453	24.011	1	1.0710650921166667	P1342
1553.17391	19.107	1	-0.3657328580166667	P1343
640.60324	22.487	1	-0.38402766546666667	P1344
658.40656	12.254	1	0.30480891346666666	P1345
774.59947	20.347	1	-0.7328921100666665	P1346
500.27742	9.156	1	-0.39754563315	P1347
920.62167	16.626	0	1.4979812246999997	P1348
1604.16111	18.618	1	-0.5417197194666667	P1349
752.63999	20.358	1	-0.3031042918	P1351
650.13849	12.132	1	0.38125614656666673	P1353
759.22243	19.057	1	1.19447333435	P1355
851.78385	23.565	1	-0.6461946617333334	P1356
597.48803	16.223	1	0.03962465148333334	P1357
690.61873	22.266	1	-0.6744337152166666	P1358
343.19486	11.479	1	-0.6307193832666667	P1359
1277.35549	23.476	1	0.4622379411666667	P1360
906.84196	24.834	1	-0.06513455049999994	P1361
504.51395	17.468	0	1.6605356829166666	P1362
850.59472	17.274	1	-1.1998199302	P1363
835.53388	14.822	1	-0.1755778059833334	P1365
798.68098	18.989	1	0.1296384166833333	P1366
733.55699	19.849	1	1.0303009367166667	P1368
963.64359	11.331	1	0.2397664829666667	P1369
1514.19477	19.318	1	0.7619411255833333	P1370
736.51377	16.35	1	-0.87799218175	P1372
1499.08911	17.739	1	0.6345450186833335	P1373
